smiles,fps
Cc1cc(O)n2nc3c(c2n1)CN(C1COC(c2cc(F)c(F)cc2F)C(N)C1)C3,"[0, 1, 296, 297, 604, 646, 668, 1145, 1147, 1930, 1946, 2211, 2259, 2261, 2546, 2547, 2563, 2948, 2974, 3159, 3179, 3223, 3401, 3429, 3547, 3548, 3585, 3599, 3616, 3639, 3660, 3681, 3691, 3703, 3705, 3709, 3729, 3732, 3736, 3739, 3740, 3743, 3749, 3750, 3772, 3787, 3788, 3881, 3883, 3925, 3936, 3947, 3955, 3956, 4031, 4064, 4066, 4079, 4294, 4330, 4812]"
CC(NC(=O)CC1CCCCC1)C(=O)NC1C(=O)N(C)N(C(C)C)C(=O)c2ccccc21,"[0, 9, 13, 15, 19, 33, 91, 92, 97, 101, 213, 296, 297, 340, 343, 345, 503, 505, 506, 507, 668, 676, 677, 682, 706, 838, 839, 841, 847, 1192, 1426, 1565, 2261, 2263, 2264, 2307, 2974, 3024, 3149, 3223, 3294, 3301, 3302, 3324, 3368, 3384, 3389, 3401, 3403, 3414, 3417, 3454, 3592, 3595, 3597, 3639, 3646, 3647, 3648, 3658, 3659, 3670, 3681, 3691, 3692, 3700, 3705, 3706, 3708, 3711, 3712, 3717, 3718, 3720, 3721, 3724, 3728, 3732, 3739, 3749, 3772, 3774, 3776, 3780, 3781, 3782, 3784, 3881, 3925, 3927, 3936, 3941, 3944, 3948, 3952, 4079, 4236, 4280, 4285, 4286, 4293, 4300, 4312, 4316, 4330, 4515, 4516, 4530, 4578]"
CC(C)(C)SCCNS(=O)(=O)c1ccc(F)cc1,"[296, 340, 382, 395, 457, 466, 491, 664, 668, 676, 1138, 1143, 1144, 1153, 1155, 1159, 1172, 1641, 1723, 1797, 2259, 2780, 2854, 2876, 2885, 2974, 3223, 3361, 3368, 3639, 3749, 3786, 3808, 3815, 3817, 3819, 3881, 3954, 4018, 4031, 4066, 4079, 4295, 4319, 4325, 4327, 4328, 4330, 4590, 4842, 4852]"
CC(C)Cc1ccc(C(C)C(=O)NCCCN(C)C)cc1,"[0, 13, 19, 44, 91, 97, 296, 297, 298, 306, 340, 343, 362, 363, 373, 382, 386, 387, 434, 441, 466, 479, 581, 607, 628, 668, 676, 838, 839, 841, 1192, 1195, 1285, 1641, 2261, 2263, 2305, 2974, 3024, 3223, 3294, 3368, 3378, 3381, 3390, 3454, 3528, 3639, 3646, 3647, 3670, 3681, 3703, 3739, 3740, 3741, 3749, 3750, 3772, 3774, 3776, 3780, 3781, 3881, 3883, 3896, 3925, 3927, 3941, 4079, 4236, 4330, 4515]"
COc1ccc(Cl)cc1NC(=O)c1nn(-c2ccc(F)cc2)c2c1CCCC2,"[296, 340, 343, 345, 668, 676, 838, 1078, 1192, 1641, 1644, 1786, 1797, 2211, 2214, 2258, 2259, 2546, 2666, 2711, 2974, 3024, 3180, 3223, 3639, 3691, 3820, 3866, 3868, 3881, 3942, 3955, 3999, 4031, 4066, 4079, 4236, 4258, 4267, 4330, 4728, 4768]"
NC(CC(=O)OCc1ccccc1)C(=O)CCC(=O)O,"[0, 9, 19, 296, 297, 301, 340, 400, 408, 503, 547, 556, 565, 646, 653, 1145, 1147, 1192, 1227, 1228, 1405, 1563, 2546, 2665, 2672, 2948, 2974, 3024, 3223, 3267, 3327, 3401, 3454, 3639, 3642, 3645, 3653, 3654, 3660, 3670, 3691, 3696, 3700, 3705, 3707, 3708, 3711, 3715, 3717, 3718, 3720, 3726, 3728, 3729, 3732, 3736, 3739, 3743, 3749, 3787, 3788, 3881, 3955, 3956, 3958, 3970, 4079, 4285, 4289, 4290, 4292, 4330, 4518, 4662, 4694, 4812, 4820]"
CC(O)CN(C)S(=O)(=O)c1ccc(C#N)cc1F,"[0, 13, 16, 296, 297, 298, 299, 310, 607, 630, 668, 1147, 1152, 1644, 2259, 2261, 2263, 2313, 2780, 2854, 2948, 2974, 2976, 3223, 3407, 3433, 3541, 3542, 3585, 3639, 3739, 3742, 3749, 3772, 3786, 3787, 3881, 3900, 3925, 3945, 3947, 3954, 3955, 4031, 4066, 4079, 4080, 4294, 4319, 4325, 4327, 4328, 4330, 4590, 4827, 4842, 4852]"
O=C(NC1CC1)c1ccc(OCc2conc2-c2ccc(Cl)cc2)nc1,"[0, 15, 227, 296, 646, 676, 677, 753, 838, 1192, 1641, 1658, 1785, 2258, 2546, 2974, 3024, 3057, 3181, 3223, 3401, 3403, 3608, 3639, 3739, 3741, 3749, 3772, 3780, 3820, 3868, 3881, 3925, 3936, 3941, 3955, 4079, 4174, 4236, 4330, 4498]"
COc1cccc(OCC2CN(c3ccccc3)C(=O)O2)c1,"[0, 71, 296, 297, 609, 646, 668, 1192, 1563, 1590, 1620, 2261, 2264, 2266, 2546, 2547, 2563, 2666, 2672, 2702, 2974, 3024, 3223, 3407, 3408, 3409, 3433, 3435, 3639, 3739, 3741, 3743, 3749, 3772, 3780, 3787, 3788, 3802, 3805, 3881, 3891, 3925, 3933, 3941, 3942, 3945, 3946, 3947, 3955, 3956, 3967, 3970, 3997, 3999, 4079, 4204, 4236, 4283, 4292, 4294, 4330, 4694, 4751, 4822, 4825, 4828, 4829]"
C=C(C)C(O)C=Cc1ccc(OC)cc1,"[0, 16, 125, 668, 1147, 1641, 1810, 2546, 2666, 2710, 2948, 2974, 2985, 3223, 3407, 3439, 3559, 3639, 3691, 3743, 3787, 3955, 3999, 4330, 4809]"
COc1ccc(NC(=O)CC(C)C)c(OC)c1,"[0, 9, 13, 91, 296, 297, 298, 306, 503, 505, 668, 676, 838, 1192, 1211, 1644, 1813, 2546, 2666, 2974, 3024, 3223, 3294, 3368, 3384, 3389, 3454, 3639, 3646, 3658, 3670, 3691, 3692, 3700, 3732, 3739, 3749, 3881, 3942, 3955, 3997, 3999, 4079, 4236, 4253, 4267, 4330, 4734, 4751, 4768]"
O=S(=O)(OCCF)c1cc(Cl)c(Cl)cc1Cl,"[296, 340, 443, 646, 661, 1930, 1989, 2258, 2259, 2546, 2589, 2772, 2780, 2854, 2974, 3223, 3787, 3820, 3848, 3850, 3851, 3854, 3865, 3868, 3872, 3874, 3955, 4017, 4031, 4330, 4590, 4823, 4838, 4841, 4842, 4852]"
COc1ccc(NC(=O)CCc2c(C)nc3c(c2C)c(=O)n(C)c(=O)n3C)c(OC)c1,"[296, 340, 400, 402, 503, 505, 668, 676, 838, 1192, 1644, 1813, 2546, 2666, 2974, 3024, 3179, 3223, 3294, 3454, 3607, 3608, 3612, 3615, 3639, 3646, 3670, 3739, 3749, 3881, 3942, 3955, 3997, 3999, 4079, 4236, 4253, 4267, 4330, 4734, 4751, 4768]"
CCCNC(=O)CNC(=O)c1ccc(C#N)cc1,"[296, 340, 381, 382, 386, 389, 465, 466, 479, 482, 503, 505, 668, 676, 772, 789, 790, 838, 1152, 1192, 1239, 1286, 1451, 1641, 2974, 2976, 3024, 3223, 3294, 3454, 3528, 3533, 3639, 3739, 3741, 3749, 3772, 3774, 3780, 3781, 3881, 3925, 3927, 3941, 3944, 4079, 4080, 4236, 4280, 4285, 4286, 4293, 4330, 4530]"
NCC1CCC(C(=O)NC(Cc2ccccc2)c2nn(-c3ccccc3)c(=O)[nH]2)CC1,"[0, 15, 19, 207, 296, 297, 301, 302, 340, 492, 565, 676, 677, 838, 839, 1145, 1192, 1563, 2974, 3024, 3149, 3215, 3223, 3294, 3368, 3374, 3395, 3454, 3592, 3639, 3646, 3647, 3658, 3659, 3670, 3681, 3691, 3692, 3700, 3705, 3706, 3708, 3711, 3712, 3717, 3718, 3720, 3728, 3732, 3739, 3749, 3772, 3774, 3776, 3780, 3781, 3881, 3925, 3927, 3941, 4079, 4168, 4236, 4330, 4494]"
CCOP(=O)(CCC(=O)Nc1cccc(CO)c1)OCC,"[296, 340, 400, 402, 465, 493, 503, 505, 646, 668, 676, 838, 991, 1147, 1192, 1590, 1607, 2546, 2594, 2948, 2974, 3024, 3223, 3294, 3454, 3586, 3589, 3639, 3646, 3670, 3739, 3749, 3787, 3881, 3942, 3955, 4079, 4236, 4330, 4812]"
CN1CCN(c2nc(N)nc(-c3cccc(C#N)c3)n2)CC1,"[296, 340, 434, 604, 607, 668, 1145, 1152, 1590, 2154, 2261, 2263, 2427, 2443, 2974, 2976, 3115, 3178, 3214, 3223, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3920, 3925, 3943, 4079, 4080, 4278, 4293]"
CCN(Cc1coc(-c2cccc3ccccc23)n1)C(C)C,"[0, 13, 91, 296, 465, 604, 606, 668, 1565, 1591, 1621, 2261, 2974, 3138, 3194, 3223, 3401, 3639, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3925, 3936, 4079]"
COc1ccc(-c2csc(NC(=O)COC(=O)c3ccc4c(c3)OCCO4)n2)cc1,"[296, 340, 443, 503, 505, 646, 653, 668, 676, 838, 885, 1103, 1109, 1192, 1255, 1641, 1644, 1810, 1893, 2033, 2166, 2546, 2591, 2597, 2666, 2672, 2710, 2711, 2713, 2736, 2974, 3024, 3189, 3199, 3202, 3223, 3294, 3454, 3558, 3559, 3590, 3749, 3787, 3788, 3805, 3881, 3955, 3956, 3970, 3996, 3999, 4004, 4005, 4079, 4190, 4236, 4272, 4274, 4294, 4330, 4532, 4632, 4644, 4694, 4716, 4717, 4746, 4769, 4810, 4812, 4828]"
Cc1cnccc1-c1n[nH]c(CNc2cccc(C(=O)NCc3ccccc3)c2)n1,"[296, 466, 479, 565, 668, 676, 801, 838, 991, 994, 1192, 1437, 1563, 1590, 2142, 2974, 2982, 3024, 3204, 3586, 3608, 3881, 3925, 3941, 3942, 4079, 4236, 4286, 4330]"
NC1CCN(c2c(F)c(O)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,"[0, 227, 296, 297, 340, 604, 1145, 1147, 1192, 1405, 2065, 2259, 2261, 2948, 2974, 3024, 3057, 3142, 3155, 3223, 3401, 3608, 3639, 3660, 3691, 3732, 3739, 3749, 3772, 3781, 3881, 3891, 3925, 3942, 3955, 4031, 4064, 4066, 4079, 4259, 4293, 4330, 4498, 4694, 4733, 4765]"
CSC(=S)N(C)CCc1ccccc1,"[296, 340, 412, 434, 565, 607, 668, 1563, 2261, 2263, 2854, 2875, 2974, 3223, 3681, 3749, 3750, 3772, 3881, 3883, 3925, 4018, 4079, 4237, 4842]"
CC(CN1CCCCC1)OC(=O)c1ccc(Cl)cc1Cl,"[0, 13, 71, 296, 297, 298, 311, 340, 343, 345, 437, 604, 619, 638, 668, 1192, 1467, 1644, 1653, 1786, 1790, 2258, 2261, 2412, 2546, 2547, 2672, 2974, 3024, 3156, 3223, 3407, 3409, 3433, 3434, 3545, 3546, 3598, 3639, 3691, 3705, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3758, 3764, 3772, 3781, 3785, 3787, 3788, 3805, 3820, 3842, 3843, 3865, 3868, 3871, 3881, 3883, 3898, 3914, 3925, 3945, 3947, 3955, 3956, 3970, 4079, 4294, 4330, 4627, 4628, 4644, 4694, 4812]"
c1ccc(-c2cnnc(N3CCOCC3)n2)cc1,"[296, 340, 443, 604, 646, 647, 1563, 2261, 2447, 2546, 2974, 3190, 3223, 3749, 3772, 3781, 3785, 3787, 3788, 3881, 3925, 3947, 3955, 3956, 4079, 4294, 4330]"
Brc1cccc2c3c(ccc12)CCNC3,"[296, 340, 382, 466, 475, 676, 1149, 1591, 1645, 2949, 2967, 2968, 2974, 3080, 3138, 3223, 3567, 3591, 3595, 3681, 3749, 3772, 3881, 3925, 4079, 4286]"
O=C1Cc2c(ccc3c2OCC(CNCCCC2CCc4c([nH]c5ccc(F)cc45)C2)O3)N1,"[0, 296, 297, 340, 343, 362, 382, 466, 475, 503, 505, 646, 676, 757, 838, 1192, 1644, 1645, 2036, 2038, 2259, 2546, 2547, 2563, 2974, 3024, 3053, 3077, 3081, 3126, 3189, 3223, 3294, 3368, 3407, 3433, 3435, 3454, 3477, 3489, 3522, 3563, 3590, 3601, 3605, 3639, 3658, 3659, 3674, 3681, 3691, 3701, 3705, 3711, 3728, 3732, 3739, 3743, 3749, 3772, 3781, 3783, 3785, 3787, 3881, 3925, 3942, 3945, 3946, 3947, 3955, 3999, 4004, 4005, 4031, 4066, 4079, 4236, 4253, 4259, 4283, 4292, 4294, 4330, 4386, 4515, 4734, 4748, 4750, 4769, 4828]"
O=C(Cc1ccccc1)Nc1ccnn1C1CCN(Cc2ccc(CO)o2)CC1,"[0, 231, 296, 297, 340, 437, 493, 503, 505, 565, 604, 619, 637, 676, 838, 1147, 1192, 1249, 1563, 1661, 1912, 2261, 2948, 2974, 3024, 3156, 3158, 3223, 3294, 3454, 3530, 3609, 3639, 3681, 3691, 3705, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3914, 3915, 3925, 3955, 4079, 4236, 4287, 4330, 4515]"
CC(=O)Oc1ccc(C(=O)O)cc1OC(C)=O,"[668, 1147, 1192, 1262, 1405, 1644, 1733, 2546, 2672, 2681, 2711, 2713, 2736, 2948, 2974, 3024, 3223, 3327, 3454, 3558, 3559, 3590, 3787, 3955, 3996, 3999, 4004, 4005, 4330, 4582, 4632, 4644, 4694, 4716, 4717, 4746, 4769, 4812]"
Cc1ccc(NS(=O)(=O)c2c(C)nc3sc(C)cn3c2=O)c(C)c1,"[668, 676, 1013, 1030, 1138, 1143, 1144, 1644, 1651, 1750, 2780, 2854, 2974, 3179, 3199, 3549, 3573, 3601, 3604, 3616, 4079, 4319, 4327, 4328, 4330, 4842]"
CCC(C)C(NCC(N)CS)C(=O)Nc1ccc(C)cc1C,"[0, 1, 13, 19, 90, 296, 297, 298, 465, 466, 668, 676, 677, 757, 838, 839, 1013, 1030, 1145, 1148, 1192, 1644, 1651, 1750, 2974, 3024, 3223, 3294, 3368, 3384, 3389, 3395, 3401, 3454, 3549, 3552, 3573, 3601, 3639, 3646, 3658, 3659, 3660, 3670, 3691, 3692, 3700, 3705, 3706, 3708, 3728, 3732, 3739, 3749, 3772, 3781, 3782, 3784, 3808, 3881, 3925, 3936, 3942, 3944, 4018, 4079, 4236, 4280, 4285, 4293, 4295, 4330, 4842]"
O=C(O)c1cccc(C=NNC(=S)NC2CCCCCC2)c1,"[0, 160, 296, 297, 340, 343, 345, 346, 676, 677, 935, 936, 960, 1124, 1147, 1192, 1405, 1437, 1590, 1598, 2948, 2974, 3012, 3024, 3150, 3223, 3401, 3573, 3578, 3581, 3639, 3660, 3691, 3705, 3711, 3718, 3728, 3732, 3739, 3749, 3772, 3881, 3925, 3936, 3948, 3949, 3955, 4079, 4112, 4208, 4220, 4237, 4300, 4301, 4315, 4330, 4644, 4694, 4812, 4842]"
CCOC(=O)C(=O)Nc1cccc(N(C)C)c1C#N,"[296, 465, 646, 653, 668, 676, 838, 1152, 1192, 1417, 1519, 1591, 2261, 2263, 2305, 2546, 2594, 2672, 2974, 2976, 3024, 3223, 3294, 3327, 3454, 3601, 3749, 3787, 3788, 3789, 3799, 3805, 3881, 3891, 3925, 3942, 3955, 3956, 3958, 3965, 3970, 4079, 4080, 4190, 4236, 4282, 4285, 4294, 4330, 4471, 4694, 4810]"
Cc1noc(C)c1C(=O)NCCc1ccc(Cl)cc1,"[296, 340, 382, 386, 466, 479, 581, 587, 668, 676, 838, 1192, 1641, 1785, 2258, 2974, 3024, 3181, 3223, 3545, 3681, 3749, 3772, 3780, 3820, 3868, 3881, 3925, 3941, 4079, 4236, 4330]"
COc1cc(C=CC(=O)N2CCCC(c3nn(C)c(=O)n3C(C)C)C2)cc(OC)c1OC,"[0, 13, 91, 125, 132, 222, 296, 297, 340, 343, 604, 609, 620, 668, 1192, 1931, 1999, 2261, 2264, 2546, 2666, 2974, 2985, 3009, 3024, 3156, 3223, 3294, 3439, 3454, 3519, 3558, 3559, 3590, 3639, 3691, 3705, 3728, 3732, 3734, 3739, 3740, 3741, 3749, 3750, 3751, 3755, 3756, 3772, 3774, 3775, 3780, 3781, 3881, 3883, 3888, 3914, 3925, 3927, 3941, 3955, 3997, 3998, 3999, 4004, 4005, 4079, 4138, 4141, 4236, 4284, 4330, 4538, 4751, 4752, 4769]"
Cc1ccc(C(N)=O)cc1N=NN(C)C,"[668, 1145, 1192, 1404, 1644, 1755, 2261, 2263, 2305, 2378, 2974, 3024, 3528, 3533, 3586, 3601, 3881, 3925, 3948, 4079, 4115, 4236, 4286, 4300, 4310, 4330]"
NC(=O)Nc1ccc2c(c1)C(=Cc1cc(C(=O)NCCN3CCOCC3)c[nH]1)C(=O)N2,"[296, 340, 382, 386, 417, 432, 437, 443, 466, 479, 604, 619, 643, 646, 647, 676, 838, 907, 1145, 1192, 1404, 1644, 2261, 2447, 2546, 2974, 2985, 3009, 3024, 3053, 3081, 3190, 3223, 3294, 3439, 3454, 3563, 3586, 3589, 3601, 3681, 3749, 3750, 3751, 3756, 3762, 3763, 3771, 3772, 3780, 3781, 3785, 3787, 3788, 3881, 3883, 3921, 3925, 3941, 3942, 3947, 3955, 3956, 4079, 4138, 4192, 4236, 4284, 4293, 4294, 4330, 4386, 4515]"
COc1ccc(-c2cn(CCn3c(C)cc(C)nc3=O)nn2)cn1,"[296, 340, 668, 1658, 1943, 2459, 2546, 2666, 2974, 3179, 3223, 3514, 3616, 3955, 4330]"
Cc1ncccc1Oc1ncnc(OC2CC3CCC(C2)N3S(=O)(=O)C2CC2)c1C,"[0, 72, 202, 227, 296, 297, 340, 668, 1633, 2136, 2261, 2546, 2547, 2709, 2780, 2854, 2855, 2974, 3057, 3075, 3150, 3155, 3156, 3179, 3223, 3401, 3406, 3407, 3607, 3639, 3660, 3682, 3691, 3705, 3711, 3718, 3726, 3728, 3729, 3732, 3735, 3736, 3739, 3742, 3743, 3749, 3765, 3772, 3781, 3786, 3787, 3808, 3813, 3814, 3881, 3900, 3925, 3936, 3954, 3955, 4018, 4020, 4022, 4079, 4292, 4319, 4327, 4328, 4330, 4592, 4771, 4842]"
CC(Oc1ccc(Cl)cc1Cl)C(=O)N1CCC(C(=O)Nc2nncs2)CC1,"[0, 13, 19, 97, 231, 296, 297, 301, 302, 340, 604, 609, 620, 668, 676, 838, 839, 1192, 1644, 1653, 1786, 1790, 2258, 2261, 2264, 2546, 2547, 2711, 2750, 2974, 3024, 3156, 3218, 3223, 3294, 3368, 3374, 3395, 3407, 3433, 3434, 3454, 3639, 3646, 3647, 3658, 3659, 3670, 3691, 3692, 3700, 3705, 3728, 3732, 3734, 3739, 3740, 3741, 3749, 3750, 3751, 3755, 3756, 3758, 3772, 3774, 3776, 3777, 3780, 3781, 3785, 3787, 3820, 3865, 3868, 3881, 3883, 3888, 3914, 3925, 3927, 3931, 3941, 3945, 3947, 3955, 3986, 3999, 4002, 4079, 4190, 4236, 4279, 4294, 4330, 4538, 4728, 4732, 4764, 4810]"
CC(Br)CC(C)Cc1nc2ccccc2n1C,"[0, 13, 296, 297, 298, 668, 1149, 1565, 2190, 2949, 2974, 3222, 3223, 3368, 3639, 3658, 3691, 3705]"
CCNC(=O)NC(=O)C(C)Oc1cc(N(C)C)ccc1N,"[0, 13, 19, 97, 296, 465, 466, 479, 487, 668, 676, 787, 838, 839, 841, 890, 899, 1145, 1192, 1293, 1644, 2261, 2263, 2305, 2546, 2547, 2974, 3024, 3223, 3294, 3407, 3433, 3454, 3639, 3646, 3647, 3670, 3739, 3741, 3749, 3772, 3778, 3780, 3787, 3881, 3891, 3925, 3927, 3931, 3932, 3941, 3942, 3945, 3947, 3955, 3999, 4079, 4190, 4192, 4196, 4236, 4259, 4267, 4294, 4330, 4810, 4825]"
COC(=O)C(CCSC)NC(=O)CNS(=O)(=O)c1ccc(F)cc1,"[0, 15, 19, 296, 297, 301, 316, 340, 457, 466, 491, 503, 505, 664, 668, 676, 677, 789, 790, 838, 1138, 1143, 1144, 1192, 1523, 1641, 1723, 1797, 2259, 2546, 2666, 2672, 2780, 2854, 2875, 2885, 2974, 3024, 3223, 3294, 3327, 3401, 3403, 3413, 3418, 3454, 3639, 3653, 3654, 3660, 3661, 3666, 3670, 3691, 3696, 3700, 3736, 3738, 3739, 3741, 3743, 3749, 3772, 3774, 3780, 3781, 3784, 3785, 3786, 3787, 3788, 3808, 3815, 3881, 3925, 3927, 3936, 3937, 3941, 3947, 3954, 3955, 3956, 3958, 3960, 3965, 3970, 4018, 4030, 4031, 4066, 4079, 4236, 4280, 4282, 4285, 4293, 4294, 4319, 4325, 4327, 4328, 4330, 4530, 4590, 4677, 4694, 4825, 4842, 4852]"
COCCN(Cc1ccco1)Cc1nc(-c2ccccc2C)no1,"[296, 340, 437, 443, 579, 604, 619, 646, 651, 668, 1565, 1567, 1636, 2261, 2546, 2666, 2974, 3158, 3223, 3609, 3749, 3750, 3772, 3787, 3788, 3881, 3883, 3925, 3947, 3955, 3956, 4079, 4287, 4294, 4330]"
CC(=O)c1ccc(N2CCN(Cc3cc(C(=O)C=Cc4ccc[nH]4)ccc3O)CC2)cc1,"[125, 132, 296, 340, 437, 604, 619, 668, 1147, 1192, 1262, 1451, 1589, 1641, 1644, 1675, 1770, 2261, 2427, 2437, 2948, 2974, 2985, 3009, 3024, 3053, 3162, 3178, 3223, 3279, 3280, 3282, 3439, 3454, 3549, 3553, 3559, 3563, 3573, 3578, 3605, 3680, 3681, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3891, 3918, 3920, 3925, 3942, 4079, 4242, 4286, 4293, 4330, 4716]"
COc1cc2[nH]c(C(=O)c3ccccc3)cc2c(OC)c1OC,"[668, 1192, 1425, 1563, 1932, 2546, 2666, 2974, 3024, 3053, 3077, 3522, 3563, 3955, 3989, 3997, 3998, 3999, 4004, 4005, 4330, 4751, 4752, 4769]"
COC(CNC(=O)C(C)NC(=O)C=Cc1ccccc1)OC,"[0, 13, 15, 19, 92, 97, 125, 132, 296, 297, 336, 466, 479, 668, 676, 677, 682, 706, 757, 838, 839, 841, 847, 851, 855, 1192, 1563, 2546, 2547, 2666, 2974, 2985, 3009, 3024, 3223, 3294, 3301, 3401, 3403, 3417, 3439, 3454, 3639, 3646, 3647, 3670, 3739, 3749, 3772, 3774, 3775, 3776, 3780, 3781, 3782, 3784, 3785, 3787, 3788, 3881, 3925, 3927, 3936, 3941, 3944, 3947, 3955, 3956, 4079, 4138, 4141, 4236, 4280, 4284, 4285, 4293, 4294, 4330, 4530, 4825]"
COc1nc(C(=N)NO)nc(N2CCCCC2)n1,"[296, 340, 343, 345, 604, 668, 676, 1147, 2154, 2158, 2162, 2261, 2412, 2546, 2666, 2948, 2974, 3012, 3154, 3156, 3214, 3223, 3639, 3691, 3705, 3728, 3732, 3739, 3749, 3772, 3781, 3881, 3925, 3943, 3955, 4011, 4013, 4079, 4278, 4330]"
CCn1c(C(=O)NCCCc2c[nH]c(N)n2)cc(Br)c1Br,"[296, 340, 343, 362, 363, 382, 386, 465, 466, 479, 668, 676, 838, 1145, 1149, 1192, 2949, 2974, 3024, 3033, 3223, 3639, 3739, 3741, 3749, 3772, 3780, 3881, 3925, 3941, 4079, 4236, 4330]"
