smiles,fps
CCCCOc1c(Cl)cc(CNC(C)(C)CO)cc1OCC,"[296, 340, 343, 361, 374, 381, 443, 465, 466, 493, 646, 668, 676, 820, 821, 825, 827, 1147, 1153, 1155, 1159, 1169, 1931, 2258, 2546, 2581, 2594, 2948, 2974, 3223, 3352, 3366, 3368, 3398, 3401, 3558, 3559, 3584, 3590, 3639, 3691, 3736, 3743, 3749, 3772, 3787, 3820, 3868, 3881, 3925, 3935, 3936, 3947, 3955, 3999, 4002, 4004, 4005, 4079, 4286, 4294, 4330, 4764, 4769]"
Cc1csc(CN(C)C(=O)c2[nH]nc(C3CC3)c2Cl)n1,"[0, 227, 296, 607, 609, 629, 668, 1192, 2033, 2141, 2170, 2258, 2261, 2263, 2264, 2307, 2974, 3024, 3057, 3168, 3199, 3223, 3500, 3520, 3611, 3624, 3639, 3820, 3881, 3883, 3888, 3925, 3941, 4079, 4236, 4330, 4501]"
Cc1ccc(C(=O)COc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)cc1,"[296, 503, 550, 551, 646, 668, 1147, 1192, 1451, 1460, 1563, 1641, 1749, 1931, 2546, 2597, 2948, 2974, 3024, 3223, 3275, 3282, 3454, 3528, 3533, 3681, 3787, 3955, 3999, 4330, 4417, 4737, 4751, 4777, 4810, 4819]"
COc1nc(N)nc2c1ccn2C1OC(CO)C(O)C1(C)O,"[0, 1, 16, 17, 296, 297, 493, 668, 1145, 1147, 1153, 1155, 1156, 1160, 2149, 2546, 2547, 2666, 2948, 2974, 3179, 3223, 3359, 3368, 3388, 3394, 3398, 3407, 3427, 3435, 3639, 3658, 3691, 3698, 3705, 3729, 3736, 3743, 3787, 3788, 3955, 3956, 4014, 4079, 4273, 4330, 4817, 4828]"
Cc1cccc(NC(=O)COC(=O)C(C)(C)C)c1,"[296, 503, 505, 646, 653, 668, 676, 838, 885, 991, 998, 1153, 1155, 1159, 1172, 1192, 1255, 1406, 1411, 1590, 1608, 2546, 2597, 2672, 2974, 3024, 3223, 3294, 3327, 3330, 3335, 3338, 3368, 3374, 3398, 3454, 3586, 3589, 3639, 3653, 3654, 3655, 3670, 3743, 3749, 3787, 3788, 3789, 3794, 3805, 3881, 3942, 3955, 3956, 3958, 3970, 4079, 4190, 4236, 4294, 4330, 4532, 4694, 4810]"
Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3sccc3C)CC2)cc1,"[296, 340, 604, 609, 620, 622, 668, 1192, 1641, 1723, 1749, 1916, 2261, 2264, 2427, 2432, 2442, 2780, 2832, 2854, 2885, 2974, 3024, 3160, 3178, 3223, 3541, 3542, 3610, 3618, 3619, 3749, 3750, 3751, 3755, 3765, 3772, 3780, 3781, 3786, 3881, 3883, 3888, 3900, 3920, 3925, 3941, 3954, 4079, 4176, 4236, 4293, 4319, 4325, 4327, 4328, 4330, 4500, 4540, 4590, 4593, 4842, 4852]"
COc1cc(CCC(=O)NCCc2c[nH]c3ccc(O)cc23)cc(OC)c1O,"[296, 340, 382, 386, 389, 390, 400, 402, 466, 479, 482, 503, 505, 668, 676, 838, 1147, 1192, 1644, 1921, 1931, 2546, 2666, 2948, 2974, 3024, 3053, 3077, 3223, 3294, 3454, 3489, 3519, 3558, 3559, 3590, 3639, 3646, 3647, 3670, 3673, 3674, 3679, 3680, 3681, 3702, 3703, 3739, 3749, 3772, 3774, 3776, 3780, 3781, 3881, 3925, 3927, 3941, 3955, 3997, 3999, 4004, 4079, 4236, 4330, 4520, 4727, 4751, 4752, 4769]"
COc1ccc(Cc2nnc(S)o2)cc1,"[296, 581, 591, 668, 1148, 1641, 1810, 2219, 2546, 2666, 2710, 2974, 3217, 3559, 3955, 3999, 4330, 4842]"
COC(=O)CCN(C)S(=O)(=O)c1ccccc1Br,"[296, 340, 400, 409, 411, 434, 503, 556, 561, 607, 630, 668, 1149, 1192, 1523, 1565, 1571, 2261, 2263, 2313, 2546, 2666, 2672, 2780, 2854, 2949, 2968, 2974, 3024, 3223, 3327, 3454, 3639, 3653, 3654, 3670, 3739, 3742, 3743, 3749, 3772, 3786, 3787, 3788, 3881, 3900, 3925, 3954, 3955, 3956, 3958, 3970, 4079, 4289, 4290, 4292, 4319, 4325, 4327, 4328, 4330, 4590, 4674, 4694, 4842, 4852]"
CCCc1cc(NC(=O)NC(c2ccc(F)cc2)c2nccn2C)n(C)n1,"[0, 15, 44, 55, 296, 340, 381, 465, 668, 676, 677, 838, 890, 1192, 1641, 1797, 1944, 2126, 2259, 2974, 3024, 3223, 3547, 3639, 3881, 3915, 3925, 3932, 3941, 4031, 4066, 4079, 4192, 4236, 4286, 4330]"
NC1CC1c1ccc(NC(=O)c2ccc(N3CCOCC3)cc2)cc1,"[0, 44, 200, 296, 340, 443, 604, 646, 647, 676, 838, 1012, 1017, 1145, 1192, 1451, 1641, 1709, 2261, 2447, 2546, 2974, 3024, 3057, 3061, 3164, 3190, 3223, 3381, 3401, 3549, 3552, 3639, 3681, 3703, 3739, 3749, 3772, 3781, 3785, 3787, 3788, 3881, 3891, 3925, 3942, 3947, 3955, 3956, 4079, 4162, 4236, 4242, 4286, 4294, 4330]"
CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,"[668, 1147, 1192, 1262, 1405, 1591, 2546, 2672, 2681, 2948, 2974, 3024, 3223, 3327, 3454, 3590, 3605, 3787, 3955, 3996, 3999, 4004, 4005, 4330, 4582, 4644, 4649, 4694, 4746, 4762, 4769, 4812]"
Clc1ccc(C(Cl)(Cl)Cl)cc1,"[1153, 1164, 1531, 1641, 1785, 2258, 2974, 3545, 3748, 3820, 3833, 3868, 3880]"
Cc1ccccc1NC(=O)C(=O)N1CCCC1CC(O)c1ccccc1,"[0, 16, 32, 118, 223, 296, 297, 299, 340, 343, 609, 668, 676, 838, 972, 974, 1147, 1192, 1417, 1563, 1565, 1567, 2261, 2264, 2948, 2974, 3024, 3155, 3223, 3294, 3401, 3403, 3404, 3429, 3454, 3601, 3639, 3660, 3661, 3681, 3691, 3703, 3705, 3709, 3711, 3725, 3726, 3728, 3729, 3732, 3734, 3736, 3739, 3740, 3741, 3743, 3749, 3750, 3751, 3752, 3755, 3756, 3757, 3759, 3762, 3772, 3774, 3780, 3781, 3782, 3784, 3787, 3881, 3883, 3888, 3892, 3893, 3913, 3925, 3927, 3936, 3941, 3942, 3944, 3955, 4079, 4236, 4280, 4285, 4292, 4293, 4330, 4471, 4537, 4812, 4822]"
COc1cccc2c(Nc3ccccc3C)c(C(=O)O)cnc12,"[668, 676, 972, 974, 1147, 1192, 1405, 1565, 1567, 1591, 2546, 2666, 2948, 2974, 3024, 3142, 3601, 3608, 3955, 3999, 4079, 4330, 4498, 4694, 4755]"
COCCN=C(S)Nc1ccc(Cl)c(Cl)c1,"[296, 340, 443, 646, 651, 668, 676, 1047, 1148, 1644, 1653, 1792, 1795, 2258, 2546, 2666, 2974, 3012, 3223, 3749, 3767, 3787, 3788, 3820, 3868, 3872, 3881, 3906, 3942, 3955, 3956, 4018, 4079, 4126, 4248, 4249, 4258, 4294, 4330, 4842]"
COc1ccc(-n2nc3c(NC(=O)NCc4ccccc4)nc4ccccc4n3c2=O)cc1,"[296, 466, 479, 487, 565, 668, 676, 801, 838, 890, 1114, 1192, 1563, 1565, 1641, 1810, 2191, 2546, 2666, 2710, 2974, 3024, 3143, 3216, 3881, 3925, 3932, 3941, 3955, 3999, 4079, 4192, 4236, 4269, 4286, 4330]"
Cc1c(O)ccc2c1c(=O)oc1c(F)c(O)ccc12,"[668, 1147, 1645, 2259, 2948, 2974, 3605, 4031, 4066, 4330, 4393, 4409, 4765]"
CCCCCCCCCCOc1ccc(-c2nnn(CCCCc3nnn[nH]3)n2)cc1,"[296, 340, 343, 345, 346, 347, 348, 349, 353, 361, 374, 381, 443, 465, 646, 668, 1641, 2226, 2546, 2710, 2974, 3219, 3223, 3639, 3691, 3705, 3711, 3718, 3721, 3726, 3729, 3736, 3743, 3787, 3955, 3999, 4330]"
CCCCCCC(=O)c1cc(O)c(O)c(O)c1,"[296, 340, 343, 345, 346, 349, 353, 361, 367, 381, 400, 465, 503, 668, 1147, 1192, 1216, 1931, 2948, 2974, 3024, 3223, 3280, 3282, 3454, 3519, 3558, 3559, 3590, 3639, 3644, 3670, 3679, 3680, 3681, 3691, 3700, 3702, 3703, 3705, 3708, 3709, 3711, 3717, 3718, 3720, 4330, 4716, 4717, 4746, 4751, 4752, 4769]"
CC(=N)Nc1ccc(C(=O)OC(C)(C)C)cc1,"[668, 676, 1012, 1020, 1153, 1155, 1159, 1172, 1192, 1451, 1524, 1641, 2546, 2671, 2672, 2974, 3012, 3024, 3223, 3359, 3360, 3368, 3407, 3409, 3442, 3549, 3639, 3749, 3787, 3788, 3805, 3881, 3942, 3955, 3956, 3970, 4079, 4242, 4244, 4330, 4644, 4694, 4812]"
COc1ccccc1C=CC(=O)NC(=S)NC(C)C,"[0, 13, 91, 94, 125, 132, 134, 668, 676, 677, 682, 705, 838, 851, 935, 936, 953, 954, 1192, 1313, 1565, 1587, 2546, 2666, 2694, 2974, 2985, 3003, 3009, 3024, 3223, 3294, 3401, 3439, 3454, 3605, 3639, 3749, 3772, 3881, 3925, 3927, 3934, 3936, 3941, 3955, 3999, 4079, 4138, 4141, 4208, 4209, 4211, 4217, 4236, 4237, 4284, 4330, 4544, 4842]"
O=C(NCc1ccc(Cl)c(Cl)c1)c1nc(-c2cccs2)nc(O)c1O,"[296, 466, 479, 676, 838, 1147, 1192, 1637, 1644, 1653, 1792, 1795, 2149, 2258, 2948, 2974, 3024, 3160, 3179, 3545, 3584, 3616, 3820, 3868, 3872, 3881, 3925, 3941, 4079, 4236, 4286, 4330]"
COc1ccc(C(O)P(=O)(OCC(C)C)OCC(C)C)c(OC)c1,"[0, 13, 16, 91, 296, 297, 298, 306, 646, 668, 1147, 1644, 1813, 2546, 2563, 2564, 2666, 2948, 2974, 3223, 3368, 3398, 3559, 3605, 3639, 3743, 3787, 3955, 3997, 3999, 4330, 4751, 4812]"
O=C(O)c1ccc(C=CC(=O)c2c(O)cccc2OCc2ccccc2)cc1,"[125, 132, 296, 565, 646, 1147, 1192, 1405, 1451, 1563, 1591, 1641, 1676, 2546, 2665, 2948, 2974, 2985, 3009, 3024, 3223, 3282, 3284, 3439, 3454, 3528, 3533, 3536, 3605, 3681, 3955, 3999, 4330, 4334, 4644, 4694, 4751, 4762, 4812]"
CCOc1ccc2nc(NC(=O)c3cccc(N4C(=O)CCC4=O)c3)sc2c1,"[296, 340, 400, 465, 503, 646, 668, 676, 838, 1192, 1437, 1590, 1644, 2150, 2197, 2261, 2264, 2470, 2546, 2594, 2974, 3024, 3155, 3199, 3207, 3223, 3294, 3454, 3586, 3589, 3639, 3646, 3647, 3670, 3691, 3692, 3700, 3732, 3739, 3741, 3749, 3772, 3774, 3780, 3781, 3787, 3881, 3891, 3925, 3927, 3941, 3942, 3955, 3999, 4079, 4236, 4274, 4286, 4330, 4387, 4389, 4410, 4411, 4518, 4553]"
CC(C(=O)NS(=O)(=O)C(F)(F)F)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,"[0, 13, 19, 44, 97, 668, 676, 838, 839, 841, 1138, 1143, 1144, 1153, 1192, 1403, 1535, 1641, 2259, 2546, 2710, 2715, 2772, 2780, 2818, 2854, 2883, 2974, 3024, 3223, 3294, 3326, 3380, 3381, 3454, 3559, 3639, 3646, 3670, 3680, 3681, 3739, 3742, 3749, 3786, 3881, 3954, 4018, 4020, 4021, 4022, 4031, 4049, 4050, 4052, 4079, 4236, 4319, 4327, 4328, 4330, 4515, 4580, 4601, 4841, 4842]"
CC(=O)NCc1ccc2oc(=O)c(C(=O)Oc3cccc(Br)c3)cc2c1,"[296, 466, 479, 486, 668, 676, 838, 889, 1149, 1192, 1262, 1590, 1614, 1644, 2546, 2672, 2702, 2949, 2968, 2974, 3024, 3223, 3294, 3454, 3749, 3772, 3881, 3925, 3927, 3941, 3955, 3993, 3999, 4079, 4236, 4286, 4330, 4393, 4409, 4482, 4582, 4694]"
CN(C)C(=O)CCNS(=O)(=O)C=Cc1ccccc1,"[125, 296, 340, 382, 395, 400, 466, 491, 503, 553, 668, 676, 777, 1138, 1143, 1144, 1192, 1499, 1563, 2261, 2263, 2264, 2305, 2307, 2780, 2854, 2974, 2985, 3024, 3223, 3294, 3454, 3639, 3646, 3647, 3670, 3739, 3740, 3742, 3749, 3750, 3772, 3786, 3881, 3883, 3888, 3925, 3927, 3941, 3954, 4018, 4020, 4022, 4079, 4236, 4290, 4319, 4327, 4328, 4330, 4842]"
O=C(O)CNCCc1cccc(CP(=O)(O)O)c1,"[296, 340, 382, 466, 475, 503, 547, 676, 789, 796, 1147, 1192, 1405, 1590, 2948, 2974, 3024, 3223, 3327, 3454, 3573, 3681, 3749, 3772, 3781, 3784, 3785, 3787, 3881, 3925, 3947, 3955, 4079, 4282, 4285, 4294, 4330, 4694]"
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5ccccc45)CC3)cc21,"[296, 340, 343, 345, 374, 437, 443, 466, 479, 604, 619, 646, 676, 838, 1192, 1565, 1591, 1621, 1644, 2261, 2267, 2427, 2546, 2974, 3024, 3138, 3162, 3178, 3223, 3559, 3560, 3590, 3595, 3597, 3639, 3691, 3732, 3736, 3739, 3740, 3743, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3787, 3881, 3883, 3891, 3918, 3920, 3925, 3941, 3942, 3955, 3999, 4079, 4236, 4261, 4286, 4293, 4330, 4451, 4746]"
CCC(NC(=O)Nc1ccc(OC)c(C)c1)c1ccncc1,"[0, 15, 57, 296, 297, 465, 668, 676, 677, 838, 890, 1192, 1644, 1651, 1906, 2546, 2666, 2711, 2974, 3024, 3223, 3586, 3589, 3605, 3615, 3639, 3739, 3741, 3749, 3772, 3778, 3780, 3881, 3925, 3932, 3941, 3942, 3955, 3999, 4079, 4192, 4236, 4253, 4288, 4330, 4734]"
CC(=O)c1cccc(NC(=O)CN2CCCCC2C2OCCO2)c1,"[0, 1, 217, 296, 297, 340, 343, 345, 443, 503, 505, 604, 646, 668, 676, 838, 991, 994, 995, 1192, 1262, 1437, 1590, 1597, 2261, 2546, 2547, 2974, 3024, 3156, 3195, 3223, 3282, 3294, 3401, 3404, 3454, 3586, 3589, 3635, 3639, 3660, 3681, 3691, 3705, 3711, 3726, 3728, 3729, 3732, 3736, 3739, 3740, 3743, 3749, 3750, 3751, 3752, 3756, 3757, 3759, 3762, 3772, 3781, 3782, 3784, 3785, 3787, 3788, 3881, 3883, 3892, 3893, 3914, 3925, 3936, 3942, 3944, 3947, 3955, 3956, 4079, 4236, 4280, 4285, 4293, 4294, 4330, 4828]"
CC(=O)Nc1cccc(N(CCOS(C)(=O)=O)CCOS(C)(=O)=O)c1,"[296, 340, 432, 443, 604, 646, 661, 668, 676, 838, 889, 991, 1192, 1262, 1590, 2261, 2546, 2772, 2775, 2780, 2795, 2854, 2875, 2974, 3024, 3223, 3294, 3454, 3749, 3772, 3781, 3785, 3787, 3881, 3891, 3925, 3942, 3947, 3955, 4017, 4018, 4021, 4022, 4079, 4236, 4294, 4330, 4826, 4841, 4842]"
