smiles,fps
COCCOCC(=O)NC(C#N)c1cccc(Cl)c1Cl,"[0, 15, 296, 340, 443, 503, 505, 646, 647, 651, 668, 676, 677, 838, 885, 1152, 1192, 1591, 1617, 2258, 2546, 2591, 2597, 2666, 2974, 2976, 3024, 3223, 3294, 3414, 3454, 3584, 3598, 3681, 3749, 3772, 3774, 3777, 3780, 3781, 3785, 3787, 3788, 3820, 3868, 3872, 3881, 3925, 3927, 3931, 3941, 3947, 3955, 3956, 4079, 4190, 4236, 4286, 4294, 4330, 4810, 4828]"
OC(c1c(F)c(F)c(F)c(F)c1F)C(Cl)(Cl)Cl,"[0, 16, 17, 116, 1147, 1153, 1164, 1531, 2065, 2103, 2104, 2258, 2259, 2948, 2974, 3223, 3412, 3429, 3547, 3548, 3585, 3599, 3681, 3748, 3787, 3820, 3833, 3880, 3955, 4031, 4053, 4054, 4064, 4066, 4330, 4805, 4812, 4821]"
Cc1nc(C(=O)N2CCCCC2c2nccs2)c[nH]1,"[0, 217, 296, 297, 340, 343, 345, 609, 668, 1192, 2130, 2261, 2264, 2974, 3024, 3033, 3156, 3199, 3223, 3631, 3639, 3691, 3705, 3728, 3732, 3734, 3739, 3740, 3741, 3749, 3750, 3751, 3755, 3772, 3780, 3781, 3881, 3883, 3888, 3914, 3925, 3941, 4079, 4236, 4330, 4538]"
COCC1C(=O)C23C(O)C1CC(OC(C)=O)C2C12CCCC(C)(C)C1C(O)C3(O)OC2,"[0, 1, 16, 17, 18, 19, 71, 296, 297, 301, 340, 343, 646, 651, 652, 668, 1147, 1153, 1155, 1156, 1159, 1192, 1262, 2546, 2547, 2563, 2666, 2672, 2681, 2948, 2974, 3024, 3148, 3149, 3150, 3159, 3223, 3267, 3327, 3335, 3338, 3368, 3374, 3379, 3387, 3388, 3389, 3392, 3393, 3394, 3398, 3399, 3407, 3409, 3435, 3454, 3592, 3639, 3642, 3645, 3656, 3658, 3659, 3670, 3691, 3698, 3700, 3705, 3708, 3711, 3717, 3718, 3720, 3721, 3724, 3726, 3727, 3729, 3730, 3736, 3737, 3743, 3745, 3787, 3788, 3789, 3805, 3955, 3956, 3958, 3970, 4014, 4330, 4398, 4494, 4694, 4753, 4756, 4820, 4828]"
COc1ccc(-c2nnc(Nc3ccc(Br)cc3)s2)c(OC)c1,"[668, 676, 1012, 1038, 1149, 1641, 1644, 1774, 1813, 2220, 2546, 2666, 2949, 2968, 2974, 3218, 3955, 3997, 3999, 4079, 4240, 4279, 4330, 4751]"
CSc1ncnc2c1ccn2C1OC(CO)C(O)C1O,"[0, 1, 16, 290, 296, 297, 493, 668, 1147, 2136, 2546, 2547, 2854, 2875, 2948, 2974, 3179, 3223, 3407, 3427, 3435, 3639, 3691, 3698, 3705, 3729, 3736, 3743, 3787, 3788, 3955, 3956, 4014, 4018, 4330, 4817, 4828, 4842]"
COc1ccc(CCn2c(O)cc3nn(-c4nc5ccccc5s4)c(=O)c-3c2C)cc1,"[296, 340, 581, 591, 668, 1147, 1565, 1641, 1810, 1933, 2150, 2193, 2546, 2666, 2710, 2948, 2974, 3199, 3207, 3223, 3559, 3607, 3680, 3681, 3955, 3999, 4330]"
CCOc1cc(CN(C)CCC(=O)OC)ccc1OC(F)F,"[0, 296, 340, 400, 409, 411, 434, 465, 503, 556, 561, 592, 604, 607, 646, 668, 1192, 1523, 1644, 2259, 2261, 2263, 2546, 2547, 2560, 2594, 2666, 2672, 2711, 2713, 2974, 3024, 3223, 3327, 3454, 3558, 3559, 3590, 3639, 3653, 3654, 3670, 3739, 3740, 3743, 3749, 3750, 3772, 3787, 3788, 3881, 3883, 3894, 3925, 3955, 3956, 3958, 3970, 3999, 4004, 4005, 4031, 4079, 4286, 4289, 4290, 4292, 4330, 4691, 4694, 4769]"
CCCCCCC(=O)Cc1cc(OC)c(OC)cc1C=C(C(=O)OCC)C(=O)OCC,"[296, 340, 343, 345, 346, 349, 353, 361, 367, 381, 400, 465, 503, 646, 653, 668, 1192, 1216, 1519, 1930, 1998, 2546, 2594, 2666, 2672, 2974, 2985, 3009, 3024, 3223, 3267, 3327, 3439, 3454, 3558, 3559, 3560, 3590, 3595, 3639, 3642, 3653, 3654, 3670, 3679, 3680, 3681, 3691, 3700, 3702, 3703, 3705, 3708, 3709, 3711, 3717, 3718, 3720, 3721, 3743, 3787, 3788, 3789, 3794, 3796, 3797, 3805, 3955, 3956, 3958, 3970, 3999, 4004, 4005, 4330, 4511, 4515, 4609, 4611, 4656, 4694, 4748, 4769, 4809]"
CCNc1nc(-n2cc(C(=O)N3CCOCC3)cn2)nc(N)c1Br,"[296, 340, 443, 465, 466, 604, 609, 620, 646, 647, 668, 676, 787, 1145, 1149, 1192, 1505, 2149, 2261, 2264, 2447, 2546, 2949, 2974, 3024, 3179, 3190, 3223, 3749, 3750, 3751, 3755, 3766, 3772, 3780, 3781, 3785, 3787, 3788, 3881, 3883, 3888, 3921, 3925, 3941, 3947, 3955, 3956, 4079, 4236, 4294, 4330, 4541, 4825]"
COCC(NC(C)=O)C(=O)NCc1ccc(COCc2cccc(F)c2)cc1,"[0, 15, 19, 296, 297, 301, 302, 313, 466, 479, 480, 575, 581, 646, 647, 651, 668, 676, 677, 838, 839, 889, 1192, 1262, 1590, 1618, 1641, 2259, 2546, 2563, 2666, 2974, 3024, 3223, 3294, 3301, 3401, 3403, 3417, 3454, 3528, 3585, 3639, 3646, 3647, 3670, 3739, 3743, 3749, 3772, 3774, 3780, 3781, 3782, 3784, 3785, 3787, 3788, 3881, 3925, 3927, 3936, 3941, 3944, 3947, 3955, 3956, 4031, 4066, 4079, 4236, 4280, 4285, 4286, 4292, 4293, 4294, 4330, 4530, 4812, 4825]"
CCCCC(SCC(NC(=O)C(C)CS)C(=O)O)c1ccc(C(C)C)cc1,"[0, 13, 15, 19, 24, 44, 46, 91, 97, 103, 296, 297, 298, 301, 302, 303, 314, 340, 343, 361, 381, 465, 664, 668, 676, 677, 838, 839, 841, 1147, 1148, 1192, 1405, 1641, 1663, 2854, 2855, 2948, 2974, 3024, 3223, 3294, 3327, 3368, 3374, 3378, 3381, 3395, 3401, 3403, 3413, 3418, 3454, 3528, 3639, 3646, 3647, 3648, 3653, 3670, 3681, 3691, 3703, 3705, 3709, 3738, 3739, 3743, 3749, 3772, 3774, 3776, 3780, 3781, 3784, 3785, 3787, 3808, 3815, 3819, 3881, 3925, 3927, 3936, 3937, 3941, 3947, 3955, 4018, 4079, 4236, 4282, 4285, 4294, 4295, 4330, 4530, 4677, 4694, 4825, 4842, 4856, 4857]"
CCCn1nc2c(cc1=O)CN(CC(=O)Nc1nnc(C)s1)CC2,"[296, 340, 381, 437, 465, 503, 505, 604, 619, 668, 676, 838, 1120, 1192, 2220, 2222, 2261, 2974, 3024, 3157, 3218, 3223, 3294, 3454, 3633, 3639, 3749, 3750, 3751, 3752, 3772, 3781, 3782, 3784, 3881, 3883, 3892, 3893, 3925, 3944, 4079, 4236, 4279, 4280, 4285, 4293, 4330]"
Fc1ccc(OCCNC2CCN(Cc3ccccn3)CC2)c(F)c1,"[0, 231, 296, 297, 340, 382, 437, 443, 466, 604, 619, 637, 646, 676, 677, 785, 1588, 1644, 1798, 2259, 2261, 2546, 2711, 2974, 3156, 3223, 3401, 3607, 3639, 3660, 3691, 3705, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3772, 3781, 3785, 3787, 3881, 3883, 3914, 3925, 3936, 3947, 3955, 3999, 4031, 4064, 4066, 4079, 4294, 4330, 4733, 4765]"
CCCC(C)(Nc1cc(C)cc(C)c1)C(=O)O,"[296, 340, 381, 465, 668, 676, 820, 821, 822, 1075, 1146, 1153, 1155, 1192, 1406, 1925, 1927, 1964, 2974, 3024, 3223, 3327, 3352, 3366, 3368, 3374, 3398, 3401, 3413, 3454, 3573, 3586, 3639, 3653, 3658, 3660, 3666, 3670, 3691, 3696, 3700, 3705, 3707, 3708, 3729, 3732, 3736, 3739, 3743, 3749, 3787, 3881, 3942, 3955, 4079, 4282, 4285, 4294, 4330, 4694]"
S=C(NCc1cccnc1)SCCc1nnc(-c2ccco2)o1,"[296, 340, 457, 464, 466, 578, 664, 676, 802, 935, 1632, 1636, 2219, 2854, 2974, 3158, 3217, 3223, 3608, 3808, 3815, 3818, 3881, 3925, 4018, 4079, 4237, 4842]"
Cc1cc(C)n2c(CNCc3ccc(OC(F)F)cc3)cnc2n1,"[0, 296, 466, 475, 581, 591, 668, 676, 1641, 1946, 2025, 2169, 2259, 2546, 2547, 2560, 2710, 2974, 3179, 3514, 3559, 3616, 3881, 3925, 3955, 3999, 4031, 4079, 4286, 4330, 4691]"
CCOc1ccc(C2C(c3ccccc3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1,"[0, 1, 19, 32, 44, 296, 465, 646, 668, 1192, 1563, 1641, 1931, 1999, 2261, 2264, 2546, 2594, 2666, 2710, 2715, 2974, 2980, 3024, 3223, 3294, 3381, 3414, 3454, 3559, 3639, 3646, 3670, 3680, 3681, 3702, 3703, 3739, 3749, 3772, 3780, 3787, 3881, 3891, 3925, 3927, 3941, 3942, 3955, 3997, 3998, 3999, 4004, 4005, 4079, 4236, 4253, 4259, 4286, 4290, 4330, 4515, 4520, 4727, 4734, 4750, 4751, 4752, 4769]"
COC1C(=O)N(CC(C#N)=Cc2ccccc2)C1c1cccc(C)c1,"[0, 1, 19, 296, 609, 668, 1152, 1192, 1563, 1590, 1608, 2261, 2264, 2546, 2547, 2666, 2974, 2976, 2985, 3011, 3024, 3223, 3294, 3407, 3414, 3433, 3439, 3454, 3573, 3639, 3640, 3646, 3647, 3670, 3681, 3703, 3739, 3740, 3741, 3749, 3750, 3751, 3755, 3766, 3772, 3774, 3776, 3777, 3780, 3781, 3785, 3787, 3788, 3881, 3883, 3888, 3925, 3927, 3931, 3941, 3945, 3947, 3955, 3956, 4079, 4190, 4236, 4284, 4286, 4290, 4294, 4330, 4520, 4810, 4819, 4825]"
CC(O)(CNC(=O)Cc1ccc(F)cc1F)C(=O)O,"[296, 466, 479, 482, 503, 505, 590, 668, 676, 838, 1146, 1147, 1153, 1155, 1156, 1160, 1192, 1406, 1407, 1644, 1798, 2259, 2948, 2974, 3024, 3223, 3294, 3327, 3359, 3368, 3374, 3395, 3397, 3398, 3407, 3424, 3433, 3435, 3454, 3547, 3548, 3599, 3639, 3653, 3670, 3681, 3739, 3741, 3743, 3749, 3772, 3774, 3780, 3781, 3783, 3785, 3787, 3881, 3925, 3927, 3941, 3945, 3946, 3947, 3955, 4031, 4064, 4066, 4079, 4236, 4283, 4289, 4290, 4292, 4294, 4330, 4515, 4673, 4694, 4802, 4810, 4822, 4825, 4828]"
Cc1ccc(Cl)cc1N1CCN(S(=O)(=O)N2CCCCCC2)CC1,"[296, 340, 343, 345, 346, 604, 622, 668, 1644, 1755, 1786, 2258, 2261, 2411, 2427, 2442, 2780, 2854, 2974, 3152, 3162, 3178, 3223, 3545, 3601, 3639, 3691, 3705, 3711, 3728, 3732, 3735, 3739, 3742, 3749, 3765, 3772, 3781, 3786, 3820, 3868, 3881, 3891, 3900, 3925, 3942, 3954, 4079, 4258, 4293, 4319, 4327, 4328, 4330, 4593, 4842]"
COc1ccccc1C(=O)Nc1ccc(OCC(=O)N2CC(C)CC(C)C2)cc1,"[0, 13, 296, 297, 298, 503, 604, 609, 611, 620, 646, 668, 676, 838, 1012, 1054, 1192, 1426, 1565, 1587, 1641, 2261, 2264, 2546, 2597, 2666, 2694, 2698, 2710, 2974, 3024, 3156, 3223, 3294, 3368, 3395, 3397, 3454, 3605, 3639, 3658, 3691, 3705, 3728, 3732, 3734, 3739, 3740, 3741, 3749, 3750, 3751, 3755, 3756, 3772, 3774, 3777, 3780, 3781, 3785, 3787, 3881, 3883, 3888, 3914, 3925, 3927, 3931, 3941, 3942, 3947, 3955, 3999, 4079, 4190, 4236, 4253, 4286, 4294, 4330, 4538, 4734, 4762, 4810]"
COC(=O)COc1cc(Cl)c(C=O)cc1OC,"[188, 296, 503, 556, 561, 646, 668, 1192, 1523, 1930, 2258, 2546, 2597, 2659, 2661, 2666, 2672, 2974, 3024, 3223, 3327, 3454, 3558, 3559, 3590, 3598, 3787, 3788, 3820, 3868, 3871, 3955, 3956, 3958, 3966, 3970, 3999, 4004, 4005, 4330, 4694, 4716, 4717, 4728, 4746, 4769, 4802, 4810, 4828]"
CC(C)(C)n1nnnc1C(c1cccs1)N1CCN(CC=Cc2ccccc2)CC1,"[0, 43, 125, 296, 337, 340, 437, 604, 619, 668, 1153, 1155, 1159, 1172, 1563, 1637, 2227, 2261, 2427, 2428, 2974, 2985, 3160, 3178, 3223, 3368, 3439, 3610, 3639, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3881, 3883, 3920, 3925, 4079, 4284, 4293]"
CCC1(NCC(=O)N2C(C#N)CCC2C#N)CCCCC1,"[0, 296, 297, 340, 343, 345, 465, 466, 503, 668, 676, 789, 820, 1152, 1153, 1154, 1192, 1537, 2261, 2264, 2974, 2976, 3024, 3149, 3155, 3223, 3294, 3352, 3355, 3368, 3401, 3402, 3403, 3404, 3454, 3592, 3639, 3640, 3658, 3659, 3660, 3661, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3734, 3739, 3740, 3741, 3749, 3750, 3751, 3755, 3756, 3762, 3772, 3774, 3780, 3781, 3782, 3784, 3881, 3883, 3888, 3913, 3925, 3927, 3935, 3936, 3941, 3944, 4079, 4236, 4263, 4280, 4285, 4293, 4330, 4537]"
C=CCN1C(=O)C(=CNc2ccccc2)SC1=S,"[137, 158, 296, 338, 609, 676, 971, 1192, 1563, 2261, 2264, 2854, 2974, 2985, 3002, 3003, 3009, 3011, 3024, 3223, 3294, 3439, 3454, 3749, 3750, 3751, 3772, 3774, 3775, 3780, 3781, 3808, 3815, 3818, 3881, 3883, 3888, 3925, 3927, 3941, 3942, 4018, 4079, 4138, 4191, 4223, 4230, 4235, 4236, 4237, 4284, 4295, 4330, 4423, 4544, 4842, 4855]"
Cc1ccccc1Sc1cccc(N)c1C#N,"[668, 1145, 1152, 1565, 1567, 1591, 2854, 2974, 2976, 3601, 4079, 4080, 4842, 4852]"
Cc1ccc(C2(c3ccc(C)cc3)NC(=N)N(C3CCCCC3)C2=O)cc1,"[0, 213, 296, 297, 340, 343, 345, 668, 676, 820, 822, 1153, 1192, 1641, 1749, 2261, 2264, 2974, 2978, 3012, 3024, 3149, 3223, 3294, 3401, 3403, 3414, 3454, 3528, 3639, 3660, 3661, 3681, 3691, 3705, 3711, 3725, 3728, 3732, 3734, 3739, 3740, 3741, 3749, 3750, 3751, 3772, 3774, 3780, 3781, 3881, 3883, 3887, 3888, 3925, 3927, 3936, 3941, 3944, 4079, 4121, 4236, 4263, 4280, 4285, 4286, 4293, 4330, 4469, 4515, 4551]"
CN(Cc1ccccc1)C(=O)c1ccc(NC(=O)N2Cc3ccncc3C2)cc1,"[296, 565, 604, 607, 609, 620, 621, 629, 668, 676, 838, 1012, 1020, 1192, 1451, 1563, 1641, 2261, 2262, 2263, 2264, 2304, 2307, 2974, 2982, 3024, 3549, 3552, 3608, 3615, 3881, 3883, 3886, 3888, 3925, 3932, 3941, 3942, 4079, 4162, 4192, 4236, 4242, 4286, 4288, 4330]"
C=C1C(=O)c2ccc(OC)cc2OC1c1ccc(Cl)cc1,"[0, 44, 53, 668, 1192, 1641, 1644, 1785, 2258, 2546, 2547, 2666, 2974, 2985, 3009, 3024, 3223, 3280, 3282, 3284, 3429, 3439, 3454, 3545, 3559, 3605, 3639, 3644, 3670, 3680, 3681, 3702, 3703, 3743, 3787, 3820, 3868, 3955, 3997, 3999, 4330, 4520, 4716, 4751, 4762, 4809, 4812]"
COC(=O)CCc1cccc(CCC(=O)OC)c1,"[296, 340, 400, 409, 411, 503, 556, 561, 668, 1192, 1523, 1590, 2546, 2666, 2672, 2974, 3024, 3223, 3327, 3454, 3573, 3639, 3653, 3654, 3670, 3681, 3703, 3743, 3787, 3788, 3955, 3956, 3958, 3970, 4330, 4520, 4664, 4694]"
CSCC(C)C(=O)NC(CO)c1ccco1,"[0, 13, 15, 19, 42, 97, 296, 297, 298, 301, 302, 493, 664, 668, 676, 677, 838, 839, 841, 1147, 1192, 1636, 2854, 2875, 2948, 2974, 3024, 3158, 3223, 3294, 3368, 3374, 3395, 3454, 3609, 3639, 3646, 3647, 3670, 3739, 3749, 3772, 3774, 3776, 3780, 3781, 3785, 3787, 3808, 3815, 3881, 3925, 3927, 3941, 3947, 3955, 4018, 4079, 4236, 4287, 4294, 4330, 4825, 4842, 4857]"
Cc1ccccc1NC(=O)NC(CC(C)C)C(=O)NO,"[0, 13, 15, 19, 91, 296, 297, 298, 301, 302, 306, 313, 668, 676, 677, 679, 689, 838, 839, 890, 972, 974, 1147, 1192, 1309, 1565, 1567, 2948, 2974, 3024, 3223, 3294, 3325, 3368, 3392, 3401, 3403, 3417, 3454, 3601, 3639, 3646, 3658, 3660, 3661, 3670, 3691, 3692, 3700, 3705, 3706, 3708, 3728, 3732, 3734, 3739, 3741, 3749, 3772, 3778, 3780, 3881, 3925, 3932, 3936, 3941, 3942, 3944, 4079, 4192, 4236, 4280, 4285, 4293, 4330, 4530, 4834]"
NC(=O)C1CC2(Cc3c(-c4ccc(Cl)cc4)n[nH]c31)OCCO2,"[0, 19, 296, 297, 301, 340, 443, 646, 652, 1145, 1153, 1192, 1404, 1641, 1785, 2141, 2258, 2546, 2974, 3024, 3051, 3168, 3195, 3223, 3294, 3407, 3454, 3611, 3635, 3639, 3646, 3670, 3691, 3692, 3700, 3705, 3706, 3708, 3728, 3732, 3736, 3739, 3743, 3749, 3787, 3788, 3820, 3868, 3881, 3955, 3956, 4079, 4187, 4236, 4330, 4820, 4828]"
O=C(Nc1ccc(O)cc1C(=O)O)c1ccc2c(c1)C(=O)N(Cc1ccco1)C2=O,"[296, 579, 609, 676, 838, 1147, 1192, 1405, 1636, 1644, 1648, 2261, 2264, 2490, 2948, 2974, 3024, 3158, 3527, 3528, 3533, 3573, 3578, 3580, 3590, 3595, 3597, 3601, 3609, 3881, 3883, 3888, 3909, 3925, 3941, 3942, 3955, 4079, 4236, 4253, 4265, 4286, 4287, 4330, 4439, 4451, 4483, 4484, 4489, 4495, 4644, 4648, 4694, 4734, 4746, 4812]"
CC(C)OC(=O)C=Cc1ccc(O)cc1,"[0, 13, 71, 91, 125, 132, 668, 1147, 1192, 1507, 1641, 1768, 2546, 2547, 2549, 2672, 2674, 2948, 2974, 2985, 3009, 3024, 3223, 3327, 3407, 3409, 3439, 3454, 3559, 3639, 3787, 3788, 3789, 3805, 3955, 3956, 3958, 3970, 4330, 4609, 4611, 4694, 4809]"
O=C(CCC1CCCC1)NNC(=O)c1ccc(F)cc1,"[0, 215, 296, 297, 340, 343, 400, 402, 403, 503, 505, 514, 515, 676, 810, 812, 838, 1192, 1299, 1451, 1470, 1641, 1797, 2259, 2974, 3024, 3148, 3223, 3294, 3302, 3324, 3368, 3392, 3454, 3547, 3639, 3646, 3650, 3652, 3658, 3659, 3670, 3691, 3692, 3700, 3705, 3706, 3708, 3711, 3712, 3717, 3718, 3720, 3721, 3723, 3724, 3728, 3732, 3739, 3749, 3881, 3948, 3952, 4031, 4058, 4066, 4079, 4161, 4236, 4286, 4300, 4312, 4316, 4330, 4578]"
CCOP(=O)(OCC)OCc1ccc(OC(C)=O)c(C)c1,"[296, 465, 646, 668, 1192, 1262, 1644, 1651, 2546, 2594, 2672, 2681, 2711, 2771, 2974, 3024, 3223, 3327, 3454, 3553, 3559, 3573, 3605, 3787, 3955, 3999, 4330, 4582, 4694, 4812, 4835]"
CCOc1ccc(C(CC(=O)O)NC(=O)C(CC)c2ccccc2)cc1,"[0, 9, 15, 19, 32, 44, 296, 297, 301, 302, 465, 503, 547, 646, 668, 676, 677, 681, 838, 839, 1147, 1192, 1405, 1563, 1641, 2546, 2594, 2710, 2715, 2948, 2974, 3024, 3223, 3294, 3327, 3381, 3414, 3454, 3559, 3639, 3646, 3647, 3653, 3670, 3680, 3681, 3691, 3692, 3700, 3702, 3703, 3732, 3739, 3741, 3743, 3749, 3772, 3774, 3776, 3780, 3781, 3787, 3881, 3925, 3927, 3941, 3955, 3999, 4079, 4236, 4286, 4289, 4290, 4292, 4330, 4509, 4515, 4520, 4664, 4673, 4694, 4727, 4822]"
C=CCOC(=O)C(NOS(=O)(=O)c1ccc(C)cc1)C(C)CC,"[0, 1, 13, 19, 90, 137, 296, 297, 298, 338, 465, 646, 653, 668, 676, 677, 1192, 1641, 1723, 1749, 2546, 2575, 2672, 2772, 2780, 2832, 2854, 2885, 2974, 2985, 3024, 3223, 3327, 3368, 3370, 3386, 3389, 3394, 3395, 3401, 3413, 3439, 3454, 3542, 3639, 3653, 3654, 3658, 3659, 3660, 3666, 3670, 3691, 3696, 3700, 3705, 3707, 3708, 3729, 3732, 3736, 3739, 3743, 3749, 3787, 3788, 3789, 3794, 3799, 3805, 3881, 3955, 3956, 3958, 3965, 3970, 4079, 4282, 4285, 4294, 4330, 4590, 4694, 4809, 4838, 4841, 4842, 4852]"
Cc1cc(C)c(Cn2c(C3CC(=O)N(c4ccc5c(c4)OCO5)C3)nc3ccccc32)c(C)c1,"[0, 9, 296, 297, 503, 609, 646, 668, 1192, 1565, 1644, 1894, 1931, 2083, 2190, 2261, 2264, 2546, 2711, 2974, 3024, 3155, 3221, 3223, 3294, 3454, 3509, 3527, 3528, 3573, 3595, 3639, 3646, 3647, 3670, 3691, 3692, 3700, 3732, 3739, 3741, 3749, 3772, 3774, 3780, 3781, 3881, 3891, 3925, 3927, 3941, 3942, 3955, 3999, 4004, 4079, 4236, 4253, 4259, 4330, 4410, 4411, 4734, 4750, 4769]"
COc1cccc2cc(C(=O)Nc3cccc(N4CCCC4=O)c3)oc12,"[296, 340, 343, 400, 503, 609, 668, 676, 838, 991, 1192, 1590, 1591, 1603, 2261, 2264, 2414, 2546, 2666, 2974, 3024, 3084, 3155, 3158, 3223, 3294, 3454, 3609, 3639, 3646, 3647, 3670, 3691, 3692, 3700, 3732, 3739, 3741, 3749, 3772, 3774, 3780, 3781, 3881, 3891, 3925, 3927, 3941, 3942, 3955, 3999, 4079, 4175, 4236, 4287, 4330, 4410, 4411, 4499]"
COc1ccccc1N1C(=O)CSC1c1ccncc1,"[0, 57, 296, 503, 664, 668, 1192, 1565, 1587, 1906, 2261, 2264, 2546, 2666, 2694, 2854, 2855, 2869, 2974, 3024, 3223, 3294, 3454, 3615, 3749, 3772, 3808, 3815, 3881, 3891, 3925, 3927, 3941, 3942, 3955, 3999, 4018, 4079, 4191, 4236, 4267, 4288, 4295, 4330, 4768, 4842, 4855]"
CN(C)C1=CC(=O)c2ccccc2C1=O,"[668, 1192, 1426, 1431, 1565, 2047, 2261, 2263, 2305, 2974, 2985, 3009, 3024, 3223, 3282, 3283, 3439, 3454, 3595, 3597, 3681, 3749, 3750, 3772, 3881, 3883, 3893, 3925, 3939, 4079, 4230, 4238, 4285, 4330, 4359, 4495]"
