smiles,fp,qed,tanimoto
CCCC1CN(c2ccccc2OC)CCN1C(CC)CC,"[0, 296, 297, 340, 374, 465, 604, 646, 668, 990, 1192, 2193, 2261, 2427, 2854, 2875, 2974, 3024, 3077, 3162, 3178, 3223, 3294, 3401, 3639, 3691, 3705, 3725, 3732, 3739, 3740, 3741, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3881, 3883, 3910, 3918, 3920, 3925, 3936, 3946, 3955, 3999, 4066, 4079, 4236, 4285, 4293, 4294, 4330, 4515, 4769]",0.7515377409724661,0.5333333333333333
CNC=CC=Cc1cccc2ccccc12,"[0, 296, 298, 340, 343, 382, 400, 437, 604, 619, 676, 772, 1192, 2259, 2261, 2546, 2694, 2780, 2974, 3053, 3142, 3223, 3401, 3639, 3647, 3658, 3674, 3691, 3701, 3705, 3709, 3728, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3781, 3881, 3883, 3886, 3891, 3918, 3925, 3942, 3945, 3955, 4079, 4236, 4286, 4293, 4330]",0.7616926125759439,0.5384615384615384
CCCC1CCCC2CCC3=C=CCC(O)C3C2O1,"[296, 340, 343, 345, 381, 395, 443, 594, 604, 619, 772, 1591, 1921, 2261, 2546, 2974, 3178, 3223, 3278, 3368, 3395, 3639, 3659, 3681, 3691, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3762, 3772, 3781, 3787, 3881, 3883, 3888, 3891, 3918, 3920, 3925, 3941, 3945, 3955, 3990, 4003, 4004, 4031, 4066, 4079, 4258, 4292, 4293, 4294, 4330, 4828]",0.7705275495809097,0.4
CC1=CC(CCCN2CCN3C(C2)C2Oc4cccc(c4C(=O)O)C23)CCC1,"[296, 297, 340, 382, 424, 604, 619, 1591, 2259, 2261, 2427, 2435, 2546, 2710, 2974, 3024, 3077, 3156, 3178, 3223, 3389, 3560, 3585, 3639, 3674, 3681, 3691, 3709, 3728, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3781, 3881, 3883, 3891, 3914, 3920, 3925, 3942, 3999, 4079, 4292, 4293, 4294, 4327, 4330, 4520, 4694]",0.7869847245155643,0.375
COc1ccccc1NCCCCCC1Oc2cccc1c2,"[0, 296, 340, 343, 437, 503, 619, 668, 677, 1147, 1921, 2261, 2266, 2434, 2546, 2666, 2694, 2699, 2974, 3056, 3077, 3162, 3223, 3406, 3439, 3454, 3489, 3568, 3597, 3639, 3700, 3705, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3881, 3883, 3891, 3918, 3920, 3925, 3941, 3942, 3945, 3999, 4005, 4018, 4079, 4284, 4292, 4330, 4828]",0.709822540581442,0.43137254901960786
CC1=CCC=C1C(=O)NCCN1CCC2OC2C1,"[0, 296, 297, 340, 400, 437, 604, 619, 646, 838, 1192, 2261, 2264, 2437, 2546, 2581, 2672, 2948, 2974, 3081, 3156, 3162, 3178, 3223, 3389, 3594, 3639, 3661, 3691, 3701, 3705, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3786, 3881, 3883, 3920, 3925, 3955, 4004, 4079, 4267, 4284, 4330, 4520]",0.7502858170516062,0.423728813559322
CCCCN1CCC2CN(C3=CC=C(OC(F)F)CC3C)C(C)N2CC1,"[296, 340, 432, 437, 465, 466, 604, 609, 637, 676, 785, 1147, 1823, 2261, 2264, 2546, 2974, 3223, 3407, 3549, 3639, 3681, 3691, 3705, 3728, 3732, 3739, 3740, 3741, 3749, 3750, 3751, 3756, 3772, 3781, 3784, 3881, 3883, 3891, 3925, 3942, 3955, 4031, 4079, 4286, 4293, 4325, 4330, 4755]",0.7073505792682072,0.3466666666666667
CCN(CCCc1ccccc1)CCC1=CC=CC=CO1,"[0, 296, 340, 432, 466, 604, 619, 1563, 1587, 1644, 2261, 2486, 2546, 2948, 2974, 3053, 3162, 3223, 3401, 3639, 3644, 3675, 3681, 3739, 3740, 3743, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3787, 3881, 3883, 3918, 3925, 3941, 3954, 3999, 4079, 4154, 4267, 4280, 4294, 4328, 4330]",0.7044270198988863,0.6052631578947368
CC=C1N(CCN2CCCCC2C)CCN1C1=C(O)C(OC)=C1,"[296, 340, 343, 345, 443, 604, 609, 619, 640, 652, 1147, 1644, 2261, 2263, 2427, 2436, 2666, 2974, 3056, 3155, 3178, 3223, 3414, 3549, 3592, 3605, 3639, 3646, 3700, 3711, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3782, 3815, 3881, 3883, 3888, 3891, 3920, 3925, 3931, 3941, 3955, 4031, 4079, 4261, 4266, 4292, 4293, 4330]",0.8433356166070939,0.4482758620689655
CC(=O)c1ccc(CCOC2CCN(c3ccccc3)CC2)cc1,"[296, 297, 299, 340, 402, 443, 604, 619, 646, 664, 668, 838, 1192, 1262, 1314, 1563, 2261, 2434, 2974, 3156, 3178, 3223, 3549, 3639, 3646, 3659, 3681, 3691, 3700, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3781, 3881, 3883, 3891, 3914, 3918, 3920, 3925, 3942, 3947, 3955, 4066, 4079, 4292, 4330, 4590]",0.7490996869338349,0.5348837209302325
CCC=C(C)N1CCCN2CCN(C(=O)Cc3ccc4c(c3)OCCO4)C3=C1C32,"[13, 296, 297, 340, 343, 382, 434, 437, 441, 503, 604, 619, 646, 668, 1565, 1587, 2261, 2427, 2546, 2974, 3024, 3033, 3162, 3178, 3223, 3294, 3301, 3417, 3435, 3549, 3605, 3639, 3658, 3681, 3728, 3732, 3734, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3787, 3881, 3883, 3891, 3920, 3925, 3942, 3944, 3999, 4003, 4079, 4292, 4330, 4556, 4737, 4769, 4828, 4842]",0.7845379602062031,0.4666666666666667
C1=CC(CN2CCCN(CC3=CC3=Cc3ccccc3)C2)CCC1,"[9, 296, 340, 434, 466, 475, 591, 604, 619, 646, 676, 1451, 1565, 1921, 2261, 2427, 2666, 2904, 2974, 3081, 3114, 3223, 3374, 3391, 3401, 3434, 3439, 3559, 3639, 3691, 3701, 3735, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3781, 3881, 3883, 3891, 3925, 3941, 3955, 4079, 4293, 4325, 4330, 4521]",0.7450813512513031,0.375
CNCCC(=O)CCCCc1ccccc1-c1c#cccc1,"[1, 9, 296, 297, 340, 437, 479, 503, 668, 885, 1565, 1921, 2261, 2546, 2563, 2974, 3042, 3162, 3178, 3223, 3374, 3417, 3454, 3605, 3639, 3659, 3670, 3681, 3691, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3787, 3815, 3881, 3883, 3891, 3914, 3918, 3925, 3955, 3999, 4005, 4052, 4079, 4286, 4328, 4330]",0.7116150085249634,0.36363636363636365
CCC(=O)NCC1CCC1CNC=CC1=CC=CCC2CC=CC=C12,"[296, 297, 340, 581, 604, 609, 619, 646, 668, 676, 889, 1591, 2261, 2427, 2443, 2547, 2948, 2974, 3024, 3049, 3142, 3162, 3178, 3223, 3639, 3659, 3674, 3691, 3720, 3728, 3732, 3739, 3740, 3743, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3783, 3787, 3881, 3883, 3891, 3914, 3918, 3925, 3942, 3955, 3999, 4079, 4294, 4330, 4387, 4538, 4842, 4852]",0.735675161607204,0.375
C1=CCCC2CCCC(NCCC3CNc4ccccc43)C=12,"[0, 296, 297, 340, 400, 437, 443, 466, 475, 604, 609, 668, 676, 1192, 1565, 2261, 2546, 2974, 3085, 3162, 3178, 3223, 3414, 3454, 3595, 3610, 3639, 3673, 3691, 3700, 3709, 3732, 3736, 3739, 3740, 3748, 3749, 3750, 3751, 3756, 3772, 3780, 3781, 3820, 3881, 3883, 3891, 3914, 3918, 3920, 3925, 3932, 3941, 3942, 3955, 3956, 3999, 4079, 4236, 4258, 4293, 4330, 4812]",0.8125028910529202,0.4716981132075472
CCc1cccc(O)c1CCC=O,"[0, 19, 296, 297, 340, 343, 345, 381, 437, 466, 604, 668, 757, 838, 1138, 1145, 1147, 1192, 1590, 1591, 2261, 2436, 2546, 2694, 2854, 2974, 3178, 3223, 3374, 3395, 3559, 3563, 3590, 3639, 3659, 3681, 3703, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3785, 3881, 3883, 3891, 3918, 3920, 3925, 3941, 3942, 3954, 3999, 4079, 4293, 4325, 4330, 4518, 4828]",0.7166200443897969,0.45
CC=CC1=CC(CC(=O)NCCC2CC3CCCC(C3)C2)=C1,"[0, 296, 297, 335, 340, 343, 437, 503, 604, 619, 668, 1192, 1545, 1565, 1617, 1630, 1810, 2261, 2974, 3009, 3077, 3162, 3178, 3191, 3223, 3294, 3397, 3408, 3489, 3522, 3590, 3639, 3691, 3711, 3725, 3732, 3735, 3739, 3741, 3749, 3750, 3751, 3756, 3772, 3781, 3783, 3785, 3881, 3883, 3920, 3925, 3933, 3941, 3945, 3955, 4052, 4079, 4236, 4268, 4294, 4330, 4520, 4734]",0.766122334327749,0.38461538461538464
CCc1cccc2c1CCCN2CCCN1CCN(c2ccccc2)C2C=C21,"[296, 297, 340, 343, 425, 437, 443, 465, 604, 637, 646, 772, 1192, 1563, 1591, 2261, 2427, 2968, 2974, 3024, 3049, 3163, 3223, 3429, 3585, 3595, 3639, 3681, 3691, 3701, 3705, 3709, 3729, 3739, 3743, 3749, 3750, 3751, 3756, 3762, 3763, 3772, 3778, 3781, 3787, 3881, 3883, 3891, 3920, 3925, 3927, 3936, 3955, 3999, 4045, 4079, 4236, 4283, 4286, 4293, 4330]",0.7391172724004846,0.4126984126984127
CC(=O)N(CCCCN1CCc2ccc(C)cc2C1)c1c#cc(C)cc1,"[137, 296, 297, 301, 340, 343, 345, 592, 604, 646, 668, 1149, 1641, 1644, 1785, 1810, 2261, 2427, 2974, 3085, 3223, 3489, 3607, 3639, 3691, 3705, 3706, 3712, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3805, 3881, 3883, 3920, 3925, 3942, 3955, 4079, 4236, 4293, 4330, 4804, 4852]",0.7340761106461958,0.43548387096774194
CC=CC=C1CCN2CCC(CC)=C1OC2=O,"[296, 340, 382, 437, 465, 565, 604, 621, 1565, 2261, 2435, 2546, 2666, 2974, 3024, 3162, 3163, 3223, 3336, 3368, 3401, 3435, 3454, 3586, 3639, 3680, 3691, 3705, 3709, 3732, 3736, 3739, 3740, 3742, 3749, 3750, 3751, 3756, 3772, 3781, 3785, 3787, 3881, 3883, 3918, 3925, 3927, 3932, 3942, 3944, 4079, 4142, 4236, 4249, 4330, 4393, 4768]",0.731223329227396,0.30612244897959184
CCCc1ccc(C)cc1CCC1C=CN(CC#CC=CNC)CC1,"[0, 296, 297, 340, 437, 604, 619, 646, 668, 885, 1145, 1157, 1192, 2259, 2261, 2974, 3024, 3163, 3178, 3223, 3368, 3401, 3590, 3639, 3647, 3691, 3705, 3708, 3732, 3735, 3739, 3749, 3750, 3751, 3755, 3756, 3762, 3772, 3781, 3881, 3883, 3886, 3891, 3918, 3925, 3947, 3955, 4066, 4079, 4168, 4236, 4327, 4330, 4752]",0.740020060467964,0.3142857142857143
Cc1ccccc1OCCC1CCCCN1Cc1nccn1C,"[0, 1, 160, 296, 340, 343, 345, 443, 466, 604, 668, 1583, 1587, 1797, 2261, 2434, 2546, 2974, 3024, 3155, 3223, 3368, 3401, 3434, 3639, 3647, 3660, 3670, 3691, 3703, 3705, 3717, 3728, 3732, 3739, 3740, 3743, 3749, 3750, 3751, 3756, 3758, 3762, 3772, 3776, 3781, 3881, 3883, 3914, 3920, 3925, 3942, 3945, 3955, 3956, 3999, 4079, 4236, 4286, 4293, 4330, 4410]",0.8167811032270109,0.5636363636363636
CNc1ccccc1C(=O)NCCc1ccccc1N1CCCOC2=CC21,"[0, 1, 296, 340, 343, 345, 381, 443, 604, 619, 772, 1153, 1192, 1565, 2261, 2264, 2546, 2563, 2974, 3024, 3162, 3223, 3417, 3639, 3644, 3691, 3728, 3739, 3740, 3741, 3749, 3750, 3751, 3756, 3762, 3772, 3774, 3781, 3785, 3787, 3881, 3883, 3891, 3913, 3918, 3925, 3941, 3942, 3955, 3999, 4079, 4293, 4330]",0.8276190050508611,0.4032258064516129
CNc1ccccc1OCCCN1CCN(c2ccc3c(c2)CCC3)CC1,"[0, 296, 297, 340, 343, 374, 437, 443, 466, 604, 646, 668, 809, 1138, 1155, 1565, 2261, 2427, 2546, 2974, 3077, 3162, 3178, 3223, 3434, 3522, 3639, 3670, 3680, 3681, 3691, 3705, 3709, 3732, 3739, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3881, 3883, 3918, 3925, 3942, 3944, 3947, 3999, 4063, 4079, 4190, 4294, 4330, 4753, 4823]",0.7553845717741164,0.6111111111111112
CCNC(=O)NCC(C=C1C#C1)CCc1ccccc1C,"[0, 296, 297, 340, 437, 465, 604, 619, 646, 668, 1138, 1192, 1921, 2259, 2261, 2440, 2485, 2546, 2974, 2980, 3178, 3223, 3284, 3294, 3433, 3610, 3639, 3647, 3660, 3681, 3691, 3708, 3728, 3739, 3740, 3742, 3749, 3750, 3751, 3752, 3756, 3772, 3781, 3786, 3881, 3883, 3920, 3925, 3941, 4079, 4236, 4284, 4294, 4330, 4492]",0.7418729372942989,0.46153846153846156
CC1CC2CC(CC3c4cccc(N=CCN5CCCNC5)c43)C3OC(C1)C23,"[296, 297, 340, 343, 604, 619, 647, 651, 668, 1565, 2258, 2261, 2433, 2546, 2854, 2948, 2974, 3053, 3077, 3178, 3179, 3207, 3223, 3381, 3401, 3590, 3595, 3605, 3639, 3705, 3707, 3732, 3739, 3740, 3741, 3749, 3750, 3751, 3756, 3772, 3781, 3785, 3881, 3883, 3891, 3919, 3920, 3925, 3942, 3947, 3955, 3999, 4003, 4079, 4266, 4267, 4293, 4330, 4451, 4590, 4708, 4810]",0.7878901966843131,0.3132530120481928
O=C1CCc2ccccc2N1CCCN1CCc2ccccc21,"[296, 297, 340, 437, 443, 503, 604, 1192, 1797, 2261, 2264, 2546, 2974, 3162, 3178, 3207, 3223, 3639, 3646, 3647, 3703, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3774, 3780, 3781, 3787, 3881, 3883, 3891, 3918, 3925, 3927, 3942, 3947, 3955, 3999, 4079, 4267, 4293, 4330, 4662]",0.8639219414808084,0.6511627906976745
CN1CCN2NCC=C(OC3=CC=C[SH]3(C)=O)C23CC13,"[296, 297, 301, 325, 340, 437, 475, 604, 619, 646, 676, 772, 1147, 1436, 1565, 2261, 2546, 2948, 2974, 2980, 3080, 3223, 3368, 3591, 3639, 3660, 3691, 3705, 3732, 3739, 3749, 3750, 3751, 3756, 3772, 3781, 3787, 3881, 3883, 3920, 3925, 3927, 3941, 3947, 3999, 4022, 4031, 4079, 4292, 4330, 4393, 4842]",0.7116840234956681,0.2727272727272727
Oc1ccc2cc1C1CN(C3CCc4ccccc4C3)CCC21,"[0, 1, 296, 297, 340, 443, 604, 628, 677, 1641, 2261, 2262, 2418, 2546, 2583, 2974, 3024, 3077, 3156, 3162, 3178, 3223, 3381, 3407, 3639, 3670, 3681, 3691, 3703, 3705, 3709, 3732, 3739, 3740, 3742, 3749, 3750, 3751, 3756, 3772, 3781, 3787, 3881, 3883, 3891, 3925, 3942, 3946, 3955, 3999, 4003, 4079, 4253, 4286, 4330]",0.8651667816839674,0.4642857142857143
COc1ncccc1CCCN1CC2CC(C)C=C2C1C,"[0, 296, 340, 343, 382, 479, 604, 646, 668, 1157, 1192, 1565, 1921, 2261, 2263, 2563, 2666, 2974, 3024, 3162, 3178, 3223, 3597, 3601, 3639, 3681, 3697, 3703, 3709, 3712, 3732, 3736, 3739, 3740, 3742, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3881, 3883, 3918, 3920, 3925, 3941, 3955, 3999, 4079, 4248, 4330]",0.7765499502143128,0.4153846153846154
CCCCCCCC1C(=O)NCC12C=C(C)C=COC2,"[296, 297, 340, 343, 345, 437, 479, 604, 646, 668, 676, 782, 838, 1535, 2259, 2261, 2427, 2546, 2563, 2666, 2974, 3178, 3223, 3547, 3573, 3589, 3639, 3659, 3691, 3705, 3739, 3749, 3750, 3751, 3756, 3772, 3774, 3776, 3781, 3785, 3787, 3881, 3883, 3891, 3920, 3925, 3942, 3947, 3955, 3999, 4079, 4292, 4293, 4330, 4694, 4765]",0.7537412305259162,0.3469387755102041
C=CC1Oc2ccccc2OC1N1CCN2C=C21,"[0, 296, 297, 340, 381, 382, 437, 466, 604, 676, 751, 821, 1138, 1537, 1749, 2261, 2546, 2666, 2694, 2701, 2854, 2974, 2985, 3178, 3223, 3374, 3639, 3673, 3691, 3700, 3701, 3728, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3774, 3780, 3781, 3785, 3787, 3881, 3883, 3918, 3920, 3925, 3941, 3942, 3955, 3999, 4003, 4052, 4079, 4261, 4293, 4330, 4515, 4828]",0.737796102627254,0.3333333333333333
CCC1CCC(=O)N1CCCC12CNCC1C2,"[296, 297, 340, 343, 374, 400, 434, 437, 443, 604, 619, 668, 1147, 2261, 2427, 2434, 2974, 3178, 3223, 3301, 3401, 3597, 3624, 3639, 3681, 3692, 3700, 3706, 3708, 3711, 3732, 3734, 3739, 3740, 3743, 3749, 3750, 3751, 3762, 3772, 3780, 3781, 3787, 3881, 3883, 3920, 3925, 3927, 3936, 3941, 3945, 3947, 3955, 3956, 4079, 4236, 4292, 4293, 4330, 4551, 4804]",0.7888844691604648,0.3728813559322034
CC1CCCNC1CCCN1CC1c1ncc(-c2cccc(N)n2)[nH]1,"[66, 296, 297, 340, 343, 374, 412, 475, 604, 1192, 1583, 1641, 2023, 2260, 2261, 2263, 2305, 2440, 2546, 2974, 3024, 3178, 3195, 3223, 3294, 3489, 3639, 3658, 3674, 3691, 3708, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3774, 3781, 3881, 3883, 3891, 3925, 3936, 3942, 3947, 3999, 4079, 4293, 4319, 4330, 4812, 4855]",0.7041649381252496,0.3380281690140845
CC1CCCC(CCCC(=O)[O-])C(c2c#cccc2)C1,"[296, 340, 345, 359, 604, 619, 620, 668, 1565, 2243, 2261, 2262, 2427, 2563, 2948, 2974, 3176, 3189, 3223, 3381, 3535, 3563, 3591, 3639, 3691, 3711, 3732, 3739, 3749, 3750, 3751, 3755, 3756, 3762, 3772, 3780, 3781, 3786, 3881, 3883, 3891, 3925, 3941, 3947, 3955, 3999, 4079, 4236, 4267, 4283, 4330, 4745]",0.7719454848363798,0.36764705882352944
CCCc1cc(-c2ccccc2)ccc1OCCN1CCC1N(C)C,"[0, 91, 231, 296, 340, 381, 424, 437, 604, 646, 1147, 2038, 2259, 2261, 2546, 2854, 2974, 2978, 3223, 3368, 3381, 3639, 3691, 3700, 3703, 3705, 3708, 3711, 3728, 3739, 3740, 3749, 3750, 3751, 3756, 3757, 3758, 3772, 3781, 3787, 3881, 3883, 3920, 3925, 3941, 3942, 3947, 3954, 3955, 3956, 3999, 4079, 4116, 4190, 4236, 4293, 4294, 4330, 4694]",0.7144301464331538,0.4032258064516129
