5ht7_percentage,KEYS,SMARTS
0.0,KLEK_1257,[!#1]C(=O)[CH2]OC(=O)[CH2][CH2]C(=O)C(=O)O[CH2]C(=O)[!#1]
0.0,KLEK_1306,[!#1]C(=O)[NH][NH]C(=S)[NH2]
0.0,KLEK_1307,[!#1]C(=O)[NH][NH]S(=O)(=O)[!#1]
0.0,KLEK_1308,[!#1]C(=O)[NH][NH2]
0.0,KLEK_1309,[!#1]C(=O)[NH][OH]
0.0,KLEK_1311,[!#1]C(=O)[NH]C([CH2][OH])([CH2][OH])[CH2][OH]
0.0,KLEK_1312,[!#1]C(=O)[NH]C([CH3])([CH3])[CH3]
0.0,KLEK_1313,[!#1]C(=O)[NH]C(=S)[!#1]
0.0,KLEK_1316,[!#1]C(=O)[NH]c1[cH][cH][cH]c2[cH][cH][cH][cH]c12
0.0,KLEK_1317,[!#1]C(=O)[NH]c1[cH][cH]c([cH][cH]1)S(=O)(=O)[!#1]
0.0,KLEK_1318,[!#1]C(=O)[NH]c1[cH][cH]c(Cl)[cH][cH]1
0.0,KLEK_1319,[!#1]C(=O)[NH]c1[cH][cH]c(Cl)c(Cl)[cH]1
0.0,KLEK_1320,[!#1]C(=O)[NH]c1nc([CH3])[cH]c([CH3])n1
0.0,KLEK_1321,[!#1]C(=O)[NH]c1nc([CH3])nc(O[CH3])n1
0.0,KLEK_1289,[!#1]C(=O)[NH][CH2][CH2]C(=O)[OH]
0.0,KLEK_1288,[!#1]C(=O)[NH][CH2][CH2][OH]
0.0,KLEK_1287,[!#1]C(=O)[NH][CH2][CH2][NH]C(=O)[!#1]
0.0,KLEK_1286,[!#1]C(=O)[NH][CH2][CH2][CH3]
0.0,KLEK_1258,[!#1]C(=O)[CH2]OC(=O)[CH2][CH2]S(=O)(=O)[!#1]
0.0,KLEK_1259,[!#1]C(=O)[CH2]OC(=O)C(=O)O[CH2]C(=O)[!#1]
0.0,KLEK_1260,[!#1]C(=O)[CH2]SC(=S)[!#1]
0.0,KLEK_1261,[!#1]C(=O)[CH2]SS(=O)(=O)[OH]
0.0,KLEK_1263,[!#1]C(=O)[NH][CH]([CH]([CH3])[CH3])C(=O)[OH]
0.0,KLEK_1264,[!#1]C(=O)[NH][CH]([CH2][CH]([CH3])[CH3])C(=O)[OH]
0.0,KLEK_1265,[!#1]C(=O)[NH][CH]([CH2][CH]([CH3])[CH3])C(=O)O[CH3]
0.0,KLEK_1266,[!#1]C(=O)[NH][CH]([CH2][CH2][CH2][NH]C(=[NH])[NH2])C(=O)[NH2]
0.0,KLEK_1267,[!#1]C(=O)[NH][CH]([CH2][OH])[CH]([CH3])[CH3]
0.0,KLEK_1268,[!#1]C(=O)[NH][CH]([CH2]C(=O)O[CH3])C(=O)O[CH3]
0.0,KLEK_1269,[!#1]C(=O)[NH][CH]([CH3])[CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_1270,[!#1]C(=O)[NH][CH]([CH3])[CH2][CH3]
0.0,KLEK_1271,[!#1]C(=O)[NH][CH]([CH3])[CH3]
0.0,KLEK_1272,[!#1]C(=O)[NH][CH]([CH3])C(=O)[OH]
0.0,KLEK_1273,[!#1]C(=O)[NH][CH]([NH]C([CH3])([CH3])[CH3])C(Cl)(Cl)Cl
0.0,KLEK_1274,[!#1]C(=O)[NH][CH](N([CH2][CH3])[CH2][CH3])C(Cl)(Cl)Cl
0.0,KLEK_1275,[!#1]C(=O)[NH][CH2][CH]([CH3])[CH3]
0.0,KLEK_1276,[!#1]C(=O)[NH][CH2][CH]=[CH2]
0.0,KLEK_1277,[!#1]C(=O)[NH][CH2][CH2][CH2][CH2][CH2][CH2][NH]C(=O)[!#1]
0.0,KLEK_1278,[!#1]C(=O)[NH][CH2][CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_1279,[!#1]C(=O)[NH][CH2][CH2][CH2][CH2][CH2]C(=O)[OH]
0.0,KLEK_1280,[!#1]C(=O)[NH][CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_1281,[!#1]C(=O)[NH][CH2][CH2][CH2][CH2][NH]C(=O)[!#1]
0.0,KLEK_1282,[!#1]C(=O)[NH][CH2][CH2][CH2][CH3]
0.0,KLEK_1283,[!#1]C(=O)[NH][CH2][CH2][CH2][OH]
0.0,KLEK_1284,[!#1]C(=O)[NH][CH2][CH2][CH2]C(=O)[OH]
0.0,KLEK_1285,[!#1]C(=O)[NH][CH2][CH2][CH2]N([CH3])[CH3]
0.0,KLEK_1186,[!#1]C(=N[OH])[CH3]
0.0,KLEK_1184,[!#1]C(=N[OH])[CH2][CH]([CH3])[CH3]
0.0,KLEK_1034,[!#1][NH]c1[cH][cH]c([CH3])c([NH][!#1])[cH]1
0.0,KLEK_1082,[!#1][NH]c1[nH]nc([CH3])c1[N+](=O)[O-]
0.0,KLEK_1069,[!#1][NH]c1[cH]c([cH][cH]c1C(=O)[OH])[N+](=O)[O-]
0.0,KLEK_1070,[!#1][NH]c1[cH]c([cH][cH]c1Cl)C(F)(F)F
0.0,KLEK_1071,[!#1][NH]c1[cH]c([cH]c([cH]1)[N+](=O)[O-])C(=O)[OH]
0.0,KLEK_1072,[!#1][NH]c1[cH]c([cH]c([cH]1)C(=O)[OH])C(=O)[OH]
0.0,KLEK_1073,[!#1][NH]c1[cH]c([CH3])[cH][cH]c1[CH3]
0.0,KLEK_1074,[!#1][NH]c1[cH]c([CH3])[cH][cH]n1
0.0,KLEK_1075,[!#1][NH]c1[cH]c([CH3])[cH]c([CH3])[cH]1
0.0,KLEK_1076,[!#1][NH]c1[cH]c([CH3])nc2[cH][cH][cH][cH]c12
0.0,KLEK_1077,[!#1][NH]c1[cH]c(Cl)[cH][cH]c1Cl
0.0,KLEK_1078,[!#1][NH]c1[cH]c(Cl)[cH][cH]c1O[!#1]
0.0,KLEK_1079,[!#1][NH]c1[cH]c(O[!#1])c(O[!#1])[cH]c1C(=O)[!#1]
0.0,KLEK_1080,[!#1][NH]c1[cH]c(O[CH3])nc(O[CH3])n1
0.0,KLEK_1081,[!#1][NH]c1[cH]nc2[cH][cH][cH][cH]c2[cH]1
0.0,KLEK_1083,[!#1][NH]C1=[CH]C(=O)c2[cH][cH][cH][cH]c2C1=O
0.0,KLEK_1067,[!#1][NH]c1[cH]c([!#1])nc2[cH][cH][cH][cH]c12
0.0,KLEK_1084,[!#1][NH]c1c([cH][cH]c2nonc12)[N+](=O)[O-]
0.0,KLEK_1085,[!#1][NH]c1c([cH]c([cH]c1[N+](=O)[O-])[N+](=O)[O-])C(=O)[OH]
0.0,KLEK_1086,[!#1][NH]c1c([cH]c([cH]c1[N+](=O)[O-])C(=O)[OH])[N+](=O)[O-]
0.0,KLEK_1087,[!#1][NH]c1c([cH]c([N+](=O)[O-])c2[cH][cH][cH][cH]c12)[N+](=O)[O-]
0.0,KLEK_1088,[!#1][NH]c1c([CH3])[cH][cH][cH]c1[CH3]
0.0,KLEK_1089,[!#1][NH]c1c([CH3])[cH]c([CH3])[cH]c1[CH3]
0.0,KLEK_1090,[!#1][NH]c1c([CH3])c([CH2][CH3])nc2[cH][cH][cH][cH]c12
0.0,KLEK_1091,[!#1][NH]c1c([CH3])n([!#1])n([!#1])c1=O
0.0,KLEK_1092,[!#1][NH]c1c([N+](=O)[O-])c(=O)oc2[cH][cH][cH][cH]c12
0.0,KLEK_1093,[!#1][NH]c1c2[cH][cH][cH][cH]c2nc3[cH][cH][cH][cH]c13
0.0,KLEK_1094,[!#1][NH]c1c2[CH2][CH2][CH2]c2nc3[cH][cH][cH][cH]c13
0.0,KLEK_1095,[!#1][NH]c1c2[CH2][CH2][CH2]c2nc3[CH2][CH2][CH2][CH2]c13
0.0,KLEK_1096,[!#1][NH]c1n[cH][cH][cH]n1
0.0,KLEK_1068,[!#1][NH]c1[cH]c([cH][cH]c1[CH3])[N+](=O)[O-]
0.0,KLEK_1066,[!#1][NH]c1[cH][cH]nc2[cH]c3[cH][cH][cH][cH]c3[cH]c12
0.0,KLEK_1183,[!#1]C(=N[OH])[!#1]
0.0,KLEK_1049,[!#1][NH]c1[cH][cH]c(F)c(Cl)[cH]1
0.0,KLEK_1035,[!#1][NH]c1[cH][cH]c([N+](=O)[O-])c2nonc12
0.0,KLEK_1036,[!#1][NH]c1[cH][cH]c([NH][!#1])[cH][cH]1
0.0,KLEK_1037,[!#1][NH]c1[cH][cH]c([OH])[cH][cH]1
0.0,KLEK_1038,[!#1][NH]c1[cH][cH]c(Br)[cH][cH]1
0.0,KLEK_1039,[!#1][NH]c1[cH][cH]c(Br)[cH]c1C(=O)[!#1]
0.0,KLEK_1040,[!#1][NH]c1[cH][cH]c(Br)[cH]n1
0.0,KLEK_1041,[!#1][NH]c1[cH][cH]c(Cl)[cH][cH]1
0.0,KLEK_1042,[!#1][NH]c1[cH][cH]c(Cl)[cH]c1[N+](=O)[O-]
0.0,KLEK_1043,[!#1][NH]c1[cH][cH]c(Cl)[cH]c1C(=O)[!#1]
0.0,KLEK_1044,[!#1][NH]c1[cH][cH]c(Cl)[cH]c1Cl
0.0,KLEK_1045,[!#1][NH]c1[cH][cH]c(Cl)[cH]n1
0.0,KLEK_1046,[!#1][NH]c1[cH][cH]c(Cl)c([cH]1)[N+](=O)[O-]
0.0,KLEK_1047,[!#1][NH]c1[cH][cH]c(Cl)c(Cl)[cH]1
0.0,KLEK_1050,[!#1][NH]c1[cH][cH]c(I)[cH][cH]1
0.0,KLEK_1065,[!#1][NH]c1[cH][cH]n[cH][cH]1
0.0,KLEK_1051,[!#1][NH]c1[cH][cH]c(N([!#1])[CH2][CH3])c2c([cH][cH][cH]c12)C(=O)[!#1]
0.0,KLEK_1052,[!#1][NH]c1[cH][cH]c(N=Nc2[cH][cH][cH][cH][cH]2)[cH][cH]1
0.0,KLEK_1053,[!#1][NH]c1[cH][cH]c(N=Nc2[cH][cH][cH][cH]c2[CH3])[cH]c1[CH3]
0.0,KLEK_1055,[!#1][NH]c1[cH][cH]c(O[!#1])[cH]c1[N+](=O)[O-]
0.0,KLEK_1056,[!#1][NH]c1[cH][cH]c(O[CH3])nn1
0.0,KLEK_1057,[!#1][NH]c1[cH][cH]c2[cH][cH][cH][cH]c2[cH]1
0.0,KLEK_1058,[!#1][NH]c1[cH][cH]c2[cH][cH][cH]c([OH])c2n1
0.0,KLEK_1059,[!#1][NH]c1[cH][cH]c2[CH2][CH2]c3[cH][cH][cH][cH]c3N([!#1])c2[cH]1
0.0,KLEK_1060,[!#1][NH]c1[cH][cH]c2c([cH]1)oc3[cH][cH][cH][cH]c32
0.0,KLEK_1061,[!#1][NH]c1[cH][cH]c2nc([!#1])[nH]c2[cH]1
0.0,KLEK_1062,[!#1][NH]c1[cH][cH]c2nonc2c1[N+](=O)[O-]
0.0,KLEK_1063,[!#1][NH]c1[cH][cH]c2O[CH2]Oc2[cH]1
0.0,KLEK_1064,[!#1][NH]c1[cH][cH]c2oc([!#1])nc2[cH]1
0.0,KLEK_2278,[!#1]N([CH2][CH2][CH2]C(=O)[!#1])C(=O)c1[cH][cH][cH][cH]c1C(=O)[!#1]
0.0,KLEK_1098,[!#1][NH]c1n[cH][cH]s1
0.0,KLEK_1099,[!#1][NH]c1n[cH][nH]n1
0.0,KLEK_1167,[!#1]C([CH3])([CH3])[CH2][CH]=C([CH3])[CH2][CH2][CH]=C([CH3])[CH3]
0.0,KLEK_1136,[!#1][NH]P(=O)(O[CH2][CH]([CH3])[CH3])O[CH2][CH]([CH3])[CH3]
0.0,KLEK_1137,[!#1][NH]P(=O)(O[CH2][CH3])O[CH2][CH3]
0.0,KLEK_1139,[!#1][NH]S(=O)(=O)[CH2][CH]=[CH2]
0.0,KLEK_1141,[!#1][NH]S(=O)(=O)[NH]C([CH3])([CH3])[CH3]
0.0,KLEK_1142,[!#1][NH]S(=O)(=O)[NH]C(=O)N([!#1])[CH3]
0.0,KLEK_1148,[!#1][SH]
0.0,KLEK_1151,[!#1]C#CC([CH3])([CH3])[OH]
0.0,KLEK_1157,[!#1]C([!#1])([!#1])c1[cH][cH][cH][cH][cH]1
0.0,KLEK_1162,[!#1]C([!#1])(C#N)C#N
0.0,KLEK_1163,[!#1]C([!#1])(Cl)C([!#1])([!#1])[N+](=O)[O-]
0.0,KLEK_1164,[!#1]C([!#1])(Cl)Cl
0.0,KLEK_1165,[!#1]C([CH3])([CH3])[CH2][CH]([CH3])[OH]
0.0,KLEK_1166,[!#1]C([CH3])([CH3])[CH2][CH]([CH3])OC(=O)C([CH3])([CH3])[CH3]
0.0,KLEK_1168,[!#1]C([CH3])([CH3])[CH2][CH3]
0.0,KLEK_1101,[!#1][NH]c1n[cH]nc2sc3[CH2][CH2][CH2][CH2]c3c12
0.0,KLEK_1169,[!#1]C([CH3])([CH3])[CH2][OH]
0.0,KLEK_1170,[!#1]C([CH3])([CH3])[CH2]C([CH3])([CH3])[CH3]
0.0,KLEK_1171,[!#1]C([CH3])([CH3])[CH2]N([CH3])[CH3]
0.0,KLEK_1173,[!#1]C([OH])([CH2][CH]=[CH2])[CH2][CH]=[CH2]
0.0,KLEK_1174,[!#1]C([OH])(C(=O)O[CH2][CH3])C(F)(F)F
0.0,KLEK_1175,[!#1]C([OH])(C(=O)O[CH3])C(F)(F)F
0.0,KLEK_1176,[!#1]C([OH])(C(F)(F)F)C(F)(F)F
0.0,KLEK_1177,[!#1]C(=[CH]C(=O)[CH3])[CH3]
0.0,KLEK_1178,[!#1]C(=[CH]C(=O)O[CH2][CH3])[CH3]
0.0,KLEK_1179,[!#1]C(=N[NH]C(=O)[!#1])[!#1]
0.0,KLEK_1180,[!#1]C(=N[NH]C(=O)[!#1])[CH3]
0.0,KLEK_1181,[!#1]C(=N[NH]C(=O)[NH2])[CH3]
0.0,KLEK_1182,[!#1]C(=N[NH]S(=O)(=O)[!#1])[CH3]
0.0,KLEK_1135,[!#1][NH]P(=O)(O[CH]([CH3])[CH3])O[CH]([CH3])[CH3]
0.0,KLEK_1134,[!#1][NH]n1[cH]nn[cH]1
0.0,KLEK_1133,[!#1][NH]N=N[!#1]
0.0,KLEK_1132,[!#1][NH]N=C1C(=O)[NH]C(=S)[NH]C1=O
0.0,KLEK_1102,[!#1][NH]c1n[nH]c(=O)[nH]c1=O
0.0,KLEK_1103,[!#1][NH]c1nc([!#1])[cH]s1
0.0,KLEK_1105,[!#1][NH]c1nc([!#1])nc(Cl)n1
0.0,KLEK_1106,[!#1][NH]c1nc([!#1])nc(n1)N2[CH2][CH2]O[CH2][CH2]2
0.0,KLEK_1107,[!#1][NH]c1nc([!#1])nc(O[CH](C(F)(F)F)C(F)(F)F)n1
0.0,KLEK_1108,[!#1][NH]c1nc([cH]s1)c2[cH][cH][cH][cH][cH]2
0.0,KLEK_1109,[!#1][NH]c1nc([cH]s1)c2[cH][cH]c([!#1])[cH][cH]2
0.0,KLEK_1110,[!#1][NH]c1nc([CH3])[cH]c([CH3])n1
0.0,KLEK_1111,[!#1][NH]c1nc(Cl)nc(Cl)n1
0.0,KLEK_1112,[!#1][NH]c1nc(O[CH](C(F)(F)F)C(F)(F)F)nc(O[CH](C(F)(F)F)C(F)(F)F)n1
0.0,KLEK_1113,[!#1][NH]c1nc2[cH][cH][cH][cH]c2n1[!#1]
0.0,KLEK_1114,[!#1][NH]c1nc2[cH][cH][cH][cH]c2nc1[!#1]
0.0,KLEK_1115,[!#1][NH]c1nc2[cH][cH][cH][cH]c2nc1[NH][!#1]
0.0,KLEK_1116,[!#1][NH]c1nc2[cH][cH][cH][cH]c2s1
0.0,KLEK_1117,[!#1][NH]c1nc2[CH2][CH2][CH2][CH2]c2s1
0.0,KLEK_1118,[!#1][NH]c1nc2nonc2nc1[!#1]
0.0,KLEK_1119,[!#1][NH]c1nnc([CH2][CH3])s1
0.0,KLEK_1120,[!#1][NH]c1nnc([CH3])s1
0.0,KLEK_1121,[!#1][NH]c1sc([CH3])c([CH3])c1C(=O)[!#1]
0.0,KLEK_1122,[!#1][NH]c1sc2[CH2][CH2][CH2][CH2]c2c1C(=O)[!#1]
0.0,KLEK_1123,[!#1][NH]N([!#1])[!#1]
0.0,KLEK_1126,[!#1][NH]N=C([!#1])[CH3]
0.0,KLEK_1127,[!#1][NH]N=C([!#1])N=N[!#1]
0.0,KLEK_1128,[!#1][NH]N=C1C(=N[NH]C1=O)[!#1]
0.0,KLEK_1129,[!#1][NH]N=C1C(=NN(C1=O)c2[cH][cH][cH][cH][cH]2)[!#1]
0.0,KLEK_1130,[!#1][NH]N=C1C(=NN(C1=O)c2nc([cH]s2)c3[cH][cH][cH][cH][cH]3)[!#1]
0.0,KLEK_1131,[!#1][NH]N=C1C(=O)[NH]C(=O)[NH]C1=O
0.0,KLEK_728,[!#1][NH][CH]([NH]C(=S)[NH]c1[cH][cH][cH]c([OH])[cH]1)C(Cl)(Cl)Cl
0.0,KLEK_727,[!#1][NH][CH]([NH]C(=S)[NH]c1[cH][cH][cH]c([CH3])[cH]1)C(Cl)(Cl)Cl
0.0,KLEK_726,[!#1][NH][CH]([NH]C(=S)[NH]c1[cH][cH][cH]c([cH]1)C(=O)[OH])C(Cl)(Cl)Cl
0.0,KLEK_221,[!#1][CH]1[CH2][CH2][CH2]c2c1[nH]c3[cH][cH]c([CH3])[cH]c23
0.0,KLEK_203,[!#1][CH]1[CH2][CH]2[CH2][CH2][CH]([CH2]1)N2[CH3]
0.0,KLEK_205,[!#1][CH]1[CH2][CH]2[CH2][CH2]N1[CH2][CH]2[CH]=[CH2]
0.0,KLEK_206,[!#1][CH]1[CH2][CH2][CH]([!#1])[CH]([!#1])[CH2]1
0.0,KLEK_208,[!#1][CH]1[CH2][CH2][CH]([CH2][CH2]1)C([CH3])([CH3])[CH3]
0.0,KLEK_209,[!#1][CH]1[CH2][CH2][CH]2[CH2][CH2][CH2][NH][CH]2[CH2]1
0.0,KLEK_210,[!#1][CH]1[CH2][CH2][CH2][CH]([!#1])N1[!#1]
0.0,KLEK_212,[!#1][CH]1[CH2][CH2][CH2][CH2][CH2][CH2][CH2]1
0.0,KLEK_214,[!#1][CH]1[CH2][CH2][CH2][CH2][NH]C1=O
0.0,KLEK_215,[!#1][CH]1[CH2][CH2][CH2][CH2]1
0.0,KLEK_216,[!#1][CH]1[CH2][CH2][CH2][CH2]C1=O
0.0,KLEK_218,[!#1][CH]1[CH2][CH2][CH2]C1=N[NH]C(=S)[NH2]
0.0,KLEK_219,[!#1][CH]1[CH2][CH2][CH2]c2c1[nH]c3[cH][cH]c([!#1])[cH]c23
0.0,KLEK_220,[!#1][CH]1[CH2][CH2][CH2]c2c1[nH]c3[cH][cH]c([cH]c23)c4[cH][cH][cH][cH][cH]4
0.0,KLEK_224,[!#1][CH]1[CH2][CH2][CH2]O1
0.0,KLEK_199,[!#1][CH]1[CH2][CH]=[CH][CH2][CH]1C(=O)[OH]
0.0,KLEK_226,[!#1][CH]1[CH2][CH2][NH]C(=O)[NH]1
0.0,KLEK_228,[!#1][CH]1[CH2][CH2]C([!#1])(C(=O)[OH])C1([!#1])[CH3]
0.0,KLEK_229,[!#1][CH]1[CH2][CH2]C([CH3])(C(=O)[OH])C1([CH3])[CH3]
0.0,KLEK_230,[!#1][CH]1[CH2][CH2]c2c([!#1])c([!#1])sc2C1=O
0.0,KLEK_232,[!#1][CH]1[CH2][CH2]OC1=O
0.0,KLEK_233,[!#1][CH]1[CH2][CH2]S(=O)(=O)[CH2]1
0.0,KLEK_234,[!#1][CH]1[CH2][NH]c2[cH][cH][cH][cH]c12
0.0,KLEK_235,[!#1][CH]1[CH2]C([!#1])([CH]([!#1])[CH2]N1[!#1])c2[cH][cH][cH][cH][cH]2
0.0,KLEK_236,[!#1][CH]1[CH2]C([!#1])([CH3])[NH]C([!#1])([CH3])[CH2]1
0.0,KLEK_237,[!#1][CH]1[CH2]C([CH3])([CH3])[NH]C([CH3])([CH3])[CH2]1
0.0,KLEK_238,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH][cH][cH]2
0.0,KLEK_239,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH]c([!#1])[cH]2
0.0,KLEK_240,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH]c(Cl)[cH]2
0.0,KLEK_201,[!#1][CH]1[CH2][CH]1c2[cH][cH][cH][cH][cH]2
0.0,KLEK_198,[!#1][CH]1[CH2][CH]=[CH][CH2][CH]1[!#1]
0.0,KLEK_166,[!#1][CH]=N[NH]C(=[NH])[NH2]
0.0,KLEK_181,[!#1][CH]=N[NH]C(=S)S[CH3]
0.0,KLEK_168,[!#1][CH]=N[NH]C(=O)[CH]([!#1])[CH3]
0.0,KLEK_169,[!#1][CH]=N[NH]C(=O)[CH]([!#1])[NH]C(=O)[!#1]
0.0,KLEK_170,[!#1][CH]=N[NH]C(=O)[CH]([!#1])[OH]
0.0,KLEK_171,[!#1][CH]=N[NH]C(=O)[CH2][CH2][CH]([CH3])[OH]
0.0,KLEK_172,[!#1][CH]=N[NH]C(=O)[CH2][CH2][CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_173,[!#1][CH]=N[NH]C(=O)[CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_174,[!#1][CH]=N[NH]C(=O)[CH2][NH]C(=O)[!#1]
0.0,KLEK_175,[!#1][CH]=N[NH]C(=O)[CH2][OH]
0.0,KLEK_176,[!#1][CH]=N[NH]C(=O)[CH2]C(=O)[NH]N=[CH][!#1]
0.0,KLEK_177,[!#1][CH]=N[NH]C(=O)[NH2]
0.0,KLEK_178,[!#1][CH]=N[NH]C(=O)C(=O)[NH]N=[CH][!#1]
0.0,KLEK_179,[!#1][CH]=N[NH]C(=O)O[CH2][CH3]
0.0,KLEK_180,[!#1][CH]=N[NH]C(=S)[NH2]
0.0,KLEK_182,[!#1][CH]=N[NH]S(=O)(=O)[!#1]
0.0,KLEK_197,[!#1][CH]1[CH2][CH]([CH3])[CH2][CH2][CH]1[CH]([CH3])[CH3]
0.0,KLEK_183,[!#1][CH]=N[OH]
0.0,KLEK_184,[!#1][CH]=NC(=N[NH]C(=O)[!#1])[!#1]
0.0,KLEK_185,[!#1][CH]=NN([!#1])[CH3]
0.0,KLEK_186,[!#1][CH]=NN=[CH][!#1]
0.0,KLEK_187,[!#1][CH]=NOC(=O)[!#1]
0.0,KLEK_189,[!#1][CH]1[CH]([!#1])[CH]2[CH2][CH]1[CH]=[CH]2
0.0,KLEK_190,[!#1][CH]1[CH]([!#1])[CH]2c3[cH][cH][cH][cH]c3[CH]1c4[cH][cH][cH][cH]c24
0.0,KLEK_191,[!#1][CH]1[CH]([CH]2[CH2][CH]1[CH]=[CH]2)C(=O)[OH]
0.0,KLEK_192,[!#1][CH]1[CH]([CH]2c3[cH][cH][cH][cH]c3[CH]1c4[cH][cH][cH][cH]c24)C(=O)[OH]
0.0,KLEK_193,[!#1][CH]1[CH]([OH])O[CH]([CH2][OH])[CH]([OH])[CH]1[OH]
0.0,KLEK_194,[!#1][CH]1[CH]2[CH2][CH]3[CH2][CH]([CH2]2)[CH2][CH]1[CH2]3
0.0,KLEK_195,[!#1][CH]1[CH]2[CH2][CH2][CH2][CH2][CH]12
0.0,KLEK_196,[!#1][CH]1[CH]2S[CH2]C1([!#1])[CH2][CH2][CH]2[!#1]
0.0,KLEK_241,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH]c3[cH][cH][cH][cH]c23
0.0,KLEK_242,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c([!#1])[cH][cH]2
0.0,KLEK_243,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c(Br)[cH][cH]2
0.0,KLEK_292,[!#1][CH]1O[CH2][CH2]O[CH]1[!#1]
0.0,KLEK_278,[!#1][CH]1C(=O)c2[cH][cH][cH][cH]c2C1=O
0.0,KLEK_279,[!#1][CH]1c2[cH][cH][cH][cH]c2-c3[cH][cH][cH][cH]c13
0.0,KLEK_280,[!#1][CH]1c2[cH][cH][cH][cH]c2Oc3[cH][cH][cH][cH]c13
0.0,KLEK_281,[!#1][CH]1N([!#1])[CH2][CH2]c2[cH][cH][cH][cH]c12
0.0,KLEK_282,[!#1][CH]1N(C(=O)N([!#1])C1([!#1])[CH3])c2[cH][cH][cH]c3[cH][cH][cH][cH]c23
0.0,KLEK_283,[!#1][CH]1N(C(=O)N([!#1])C1([!#1])[CH3])c2[cH][cH]c([!#1])c([!#1])[cH]2
0.0,KLEK_284,[!#1][CH]1N(C(=O)N([!#1])C1([CH3])[CH3])c2[cH][cH][cH]c3[cH][cH][cH][cH]c23
0.0,KLEK_285,[!#1][CH]1N2[CH2][CH2][CH]([CH2][CH2]2)C1=O
0.0,KLEK_286,[!#1][CH]1O[CH]([!#1])[CH]([!#1])[CH]([!#1])[CH]1[!#1]
0.0,KLEK_287,[!#1][CH]1O[CH]([CH]([!#1])[CH]1[!#1])n2[cH][cH]c(=O)[nH]c2=O
0.0,KLEK_289,[!#1][CH]1O[CH]([CH2][OH])[CH]([OH])[CH]([OH])[CH]1[OH]
0.0,KLEK_290,[!#1][CH]1O[CH]([CH2][OH])[CH]([OH])[CH]1[OH]
0.0,KLEK_291,[!#1][CH]1O[CH]([CH3])[CH]([OH])[CH]([OH])[CH]1[OH]
0.0,KLEK_293,[!#1][CH]1OC([!#1])([CH3])O[CH]1[!#1]
0.0,KLEK_244,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c(Cl)[cH][cH]2
0.0,KLEK_294,[!#1][CH]1S(=O)(=O)[CH2][CH]([CH2]S1(=O)=O)c2[cH][cH][cH][cH][cH]2
0.0,KLEK_295,[!#1][CH]1S(c2[cH][cH][cH][cH]c2[NH]C1=O)
0.0,KLEK_300,[!#1][CH2][CH]([!#1])C#[CH]
0.0,KLEK_304,[!#1][CH2][CH]([!#1])C(=O)O[CH2][CH3]
0.0,KLEK_306,[!#1][CH2][CH]([CH3])[CH3]
0.0,KLEK_307,[!#1][CH2][CH]([CH3])[NH][CH2]C(=O)[NH][!#1]
0.0,KLEK_308,[!#1][CH2][CH]([CH3])[NH]C(=O)[!#1]
0.0,KLEK_310,[!#1][CH2][CH]([CH3])[OH]
0.0,KLEK_312,[!#1][CH2][CH]([CH3])S[CH2][CH3]
0.0,KLEK_313,[!#1][CH2][CH]([NH]C(=O)[!#1])C(=O)[NH][!#1]
0.0,KLEK_314,[!#1][CH2][CH]([NH]C(=O)[!#1])C(=O)[OH]
0.0,KLEK_315,[!#1][CH2][CH]([NH]C(=O)[!#1])C(=O)O[CH2][CH3]
0.0,KLEK_317,[!#1][CH2][CH]([NH]C(=O)[CH2]O[!#1])C(=O)[OH]
0.0,KLEK_277,[!#1][CH]1C(=O)[NH]C(=O)[NH]C1=O
0.0,KLEK_276,[!#1][CH]1C(=O)[CH2]C([CH3])([CH3])[CH2]C1=O
0.0,KLEK_275,[!#1][CH]1C(=O)[CH2]C([!#1])([CH3])[CH2]C1=O
0.0,KLEK_274,[!#1][CH]1C(=NN(C1=O)c2c(F)c(F)c(F)c(F)c2F)[CH3]
0.0,KLEK_245,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c(O[CH3])[cH][cH]2
0.0,KLEK_246,[!#1][CH]1[CH2]C(=O)N(N([CH3])[CH3])C1=O
0.0,KLEK_247,[!#1][CH]1[CH2]C(=O)O[CH]1c2[cH][cH][cH][cH][cH]2
0.0,KLEK_248,[!#1][CH]1[CH2]C1([!#1])[CH3]
0.0,KLEK_249,[!#1][CH]1[CH2]C1([CH3])[CH3]
0.0,KLEK_250,[!#1][CH]1[CH2]C1(c2[cH][cH][cH][cH][cH]2)c3[cH][cH][cH][cH][cH]3
