d2_percentage,KEYS,SMARTS
0.0,KLEK_57,[!#1][CH]([!#1])c1[cH][cH]c2O[CH2]Oc2[cH]1
0.0,KLEK_58,[!#1][CH]([!#1])c1[cH][cH]n[cH][cH]1
-0.08956055224724951,KLEK_59,[!#1][CH]([!#1])c1[cH][nH]c2[cH][cH][cH][cH]c12
0.0,KLEK_60,[!#1][CH]([!#1])c1[cH]c([!#1])nn1[!#1]
0.0,KLEK_61,[!#1][CH]([!#1])c1[cH]c([cH][cH]c1[OH])[N+](=O)[O-]
0.0,KLEK_62,[!#1][CH]([!#1])c1[cH]c(Br)[cH]c(Br)c1[OH]
0.0,KLEK_63,[!#1][CH]([!#1])C1=C([OH])[CH2]C([CH3])([CH3])[CH2]C1=O
0.0,KLEK_64,[!#1][CH]([!#1])c1c([OH])[cH][cH]c2[cH][cH][cH][cH]c12
0.0,KLEK_65,[!#1][CH]([!#1])c1c2[cH][cH][cH][cH]c2[cH]c3[cH][cH][cH][cH]c13
0.0,KLEK_66,[!#1][CH]([!#1])c1sc2[cH][cH][cH][cH]c2[n+]1[CH2][CH2][CH2]S(=O)(=O)[OH]
0.06376267521440493,KLEK_67,[!#1][CH]([!#1])N([!#1])[CH3]
-0.18584481957565432,KLEK_68,[!#1][CH]([!#1])N([!#1])c1[cH][cH][cH][cH][cH]1
-0.0087633532168159,KLEK_69,[!#1][CH]([!#1])N([CH3])[CH3]
0.0,KLEK_70,[!#1][CH]([!#1])N1[CH2][CH2]O[CH2][CH2]1
0.0,KLEK_71,[!#1][CH]([!#1])O[CH2][CH2]N([CH3])[CH3]
-0.1589124198988431,KLEK_72,[!#1][CH]([!#1])OC(=O)[!#1]
-0.31378310287855504,KLEK_73,[!#1][CH]([!#1])S(=O)(=O)[!#1]
0.0,KLEK_74,[!#1][CH]([CH]([CH3])[CH3])C(=O)[OH]
0.0,KLEK_75,[!#1][CH]([CH]=[CH]c1[cH][cH]c(Cl)[cH]c1Cl)C([CH3])([CH3])[CH3]
0.0,KLEK_76,[!#1][CH]([CH2][CH2]C(=O)[OH])C(=O)[OH]
0.0,KLEK_77,[!#1][CH]([CH2][CH2]S[CH3])C(=O)[OH]
0.0,KLEK_78,[!#1][CH]([CH2][N+](=O)[O-])SC(=O)[CH3]
0.0,KLEK_79,[!#1][CH]([CH2]C(=N[NH]C(=O)[!#1])[!#1])C(=O)[OH]
0.0,KLEK_80,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH][cH][cH]1
0.0,KLEK_81,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH]c([CH3])[cH]1
0.0,KLEK_82,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH]c(Br)[cH]1
0.0,KLEK_83,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH]c(Cl)[cH]1
0.0,KLEK_84,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]
0.0,KLEK_85,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c([cH][cH]1)C(=O)[OH]
0.0,KLEK_86,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c(Br)[cH][cH]1
0.0,KLEK_87,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c(Cl)[cH][cH]1
0.0,KLEK_88,[!#1][CH]([CH2]C(=O)[NH2])C(=O)[OH]
0.0,KLEK_89,[!#1][CH]([CH2]C(=O)[OH])[NH]C(=O)C(F)(F)F
-0.03097413659594239,KLEK_90,[!#1][CH]([CH2]C(=O)[OH])C(=O)[OH]
0.3070218484452097,KLEK_91,[!#1][CH]([CH3])[CH2][CH3]
1.1081199662596304,KLEK_92,[!#1][CH]([CH3])[CH3]
-0.002039638135660604,KLEK_93,[!#1][CH]([CH3])[NH]C(=O)[!#1]
0.0,KLEK_94,[!#1][CH]([CH3])[NH]C(=O)[NH][CH2]C(=O)O[CH2][CH3]
-0.015487068297971194,KLEK_95,[!#1][CH]([CH3])[NH]C(=S)[!#1]
0.0,KLEK_96,[!#1][CH]([CH3])[NH]C(=S)[NH]C([!#1])([!#1])[!#1]
0.0,KLEK_97,[!#1][CH]([CH3])[NH]S(=O)(=O)[!#1]
0.3474016782843315,KLEK_98,[!#1][CH]([CH3])C(=O)[!#1]
0.0,KLEK_99,[!#1][CH]([CH3])C(=O)[OH]
0.0,KLEK_100,[!#1][CH]([CH3])C(=O)O[CH2]C(=O)[!#1]
-0.08956055224724951,KLEK_101,[!#1][CH]([CH3])c1[cH][cH][cH][cH][cH]1
-0.7844765268724827,KLEK_102,[!#1][CH]([CH3])N([!#1])C(=O)[!#1]
0.0,KLEK_103,[!#1][CH]([NH]C(=O)[!#1])[NH]C(=O)[!#1]
0.49218678864231047,KLEK_104,[!#1][CH]([NH]C(=O)[!#1])C(=O)[OH]
0.0,KLEK_105,[!#1][CH]([NH]C(=O)[!#1])C(Br)(Br)Br
0.0,KLEK_106,[!#1][CH]([NH]C(=O)[!#1])C(Cl)(Cl)Cl
0.0,KLEK_107,[!#1][CH]([NH]C(=O)[CH2][CH2][CH2][CH2][CH3])C(Cl)(Cl)Cl
0.0,KLEK_108,[!#1][CH]([NH]S(=O)(=O)[!#1])C(Cl)(Cl)Cl
0.0,KLEK_109,[!#1][CH]([NH2])[CH2][CH3]
0.0,KLEK_110,[!#1][CH]([NH2])[CH2]C(=O)[OH]
-0.015487068297971194,KLEK_111,[!#1][CH]([NH2])C(=O)[OH]
0.0,KLEK_112,[!#1][CH]([OH])[CH]([NH2])[CH2][OH]
0.16159439806086723,KLEK_113,[!#1][CH]([OH])[CH2][NH]C(=O)[!#1]
-0.015487068297971194,KLEK_114,[!#1][CH]([OH])[CH2][NH2]
0.0,KLEK_115,[!#1][CH]([OH])[CH2][OH]
0.0,KLEK_116,[!#1][CH]([OH])C(=N[NH]C(=O)[!#1])[!#1]
0.0,KLEK_117,[!#1][CH]([OH])C(Cl)(Cl)Cl
-0.05454467873217595,KLEK_118,[!#1][CH]([OH])C(F)(F)F
-0.03097413659594239,KLEK_119,[!#1][CH]([OH])c1[cH][cH][cH][cH][cH]1
0.0,KLEK_120,[!#1][CH](C(=O)[CH3])C(=O)[CH3]
0.0,KLEK_121,[!#1][CH](C(=O)O[CH2][CH3])C(=O)O[CH2][CH3]
0.0,KLEK_122,[!#1][CH](C(=O)O[CH3])C(=O)O[CH3]
0.0,KLEK_123,[!#1][CH](F)C(F)(F)F
0.0,KLEK_124,[!#1][CH](F)OC(F)(F)F
0.0,KLEK_125,[!#1][CH](OC(=O)[CH3])OC(=O)[CH3]
0.8226290218149934,KLEK_126,[!#1][CH]=[CH][!#1]
0.0,KLEK_127,[!#1][CH]=[CH][CH]([!#1])C([CH3])([CH3])[CH3]
0.0,KLEK_128,[!#1][CH]=[CH][CH]=C1SC(=S)N([!#1])C1=O
0.0,KLEK_129,[!#1][CH]=[CH][CH]=N[!#1]
0.0,KLEK_130,[!#1][CH]=[CH][CH]=N[NH]C(=O)[!#1]
0.0,KLEK_131,[!#1][CH]=[CH]C(=N[NH]C(=O)[!#1])[!#1]
0.0,KLEK_132,[!#1][CH]=[CH]C(=N[NH]C(=O)[!#1])[CH3]
0.1238214676793894,KLEK_133,[!#1][CH]=[CH]C(=O)[!#1]
0.0,KLEK_134,[!#1][CH]=[CH]C(=O)[NH][NH]C(=O)[!#1]
0.0,KLEK_135,[!#1][CH]=[CH]C(=O)[NH]C(=S)[!#1]
-0.17035775127768313,KLEK_136,[!#1][CH]=[CH]C(=O)[OH]
0.0,KLEK_137,[!#1][CH]=[CH]N([!#1])[CH3]
0.8261034974121413,KLEK_138,[!#1][CH]=[CH2]
0.0,KLEK_139,[!#1][CH]=C([NH]C(=O)[!#1])C(=O)[!#1]
0.0,KLEK_140,[!#1][CH]=C([NH]C(=O)[!#1])C(=O)[NH][CH2][CH2][CH2]N([CH3])[CH3]
-0.2323060244695679,KLEK_141,[!#1][CH]=C(C#N)C#N
0.0,KLEK_142,[!#1][CH]=C(C#N)C(=O)[NH2]
0.0,KLEK_143,[!#1][CH]=C(C#N)C(=O)O[CH2][CH3]
0.0,KLEK_144,[!#1][CH]=C(Cl)Cl
0.0,KLEK_145,[!#1][CH]=C1[CH2]N([!#1])[CH2]C(=[CH][!#1])C1=O
0.0,KLEK_146,[!#1][CH]=c1[nH]c(=O)c(=[CH][!#1])[nH]c1=O
0.0,KLEK_147,[!#1][CH]=C1C(=NN(C1=O)c2[cH][cH]c([!#1])[cH][cH]2)[!#1]
0.0,KLEK_148,[!#1][CH]=C1C(=O)[NH]C(=O)[NH]C1=O
0.0,KLEK_149,[!#1][CH]=C1C(=O)[NH]C(=O)N([!#1])C1=O
0.0,KLEK_150,[!#1][CH]=C1C(=O)[NH]C(=O)N(C1=O)c2[cH][cH][cH]c3[cH][cH][cH][cH]c23
0.0,KLEK_151,[!#1][CH]=C1C(=O)c2[cH][cH][cH][cH]c2C1=O
0.0,KLEK_152,[!#1][CH]=C1C(=O)N(N=C1c2[cH][cH][cH][cH][cH]2)c3[cH][cH]c([!#1])[cH][cH]3
0.0,KLEK_153,[!#1][CH]=C1C(=O)OC([!#1])([CH3])OC1=O
0.0,KLEK_154,[!#1][CH]=C1N=C(OC1=O)c2[cH][cH][cH][cH][cH]2
0.0,KLEK_155,[!#1][CH]=C1OC(=O)c2c1[cH]c([!#1])[nH]c2=O
0.0,KLEK_156,[!#1][CH]=C1SC(=N[!#1])[NH]C1=O
0.0,KLEK_157,[!#1][CH]=C1SC(=O)N([!#1])C1=O
0.0,KLEK_158,[!#1][CH]=C1SC(=S)[NH]C1=O
0.0,KLEK_159,[!#1][CH]=C1SC(=S)N([!#1])C1=O
0.0,KLEK_160,[!#1][CH]=C1SC(=S)N(C1=O)c2[cH][cH]c([!#1])[cH][cH]2
0.53592847602201,KLEK_161,[!#1][CH]=N[!#1]
0.0,KLEK_162,[!#1][CH]=N[CH]([!#1])[CH3]
0.0,KLEK_163,[!#1][CH]=N[CH2][CH2][CH2][CH2][CH2][CH2]N=[CH][!#1]
0.0,KLEK_164,[!#1][CH]=N[CH2][CH2][NH]C(=O)[!#1]
0.0,KLEK_165,[!#1][CH]=N[CH2][CH2]N=[CH][!#1]
0.0,KLEK_166,[!#1][CH]=N[NH]C(=[NH])[NH][N+](=O)[O-]
0.0,KLEK_167,[!#1][CH]=N[NH]C(=[NH])[NH2]
0.0,KLEK_168,[!#1][CH]=N[NH]C(=O)[!#1]
0.0,KLEK_169,[!#1][CH]=N[NH]C(=O)[CH]([!#1])[CH3]
0.0,KLEK_170,[!#1][CH]=N[NH]C(=O)[CH]([!#1])[NH]C(=O)[!#1]
0.0,KLEK_171,[!#1][CH]=N[NH]C(=O)[CH]([!#1])[OH]
0.0,KLEK_172,[!#1][CH]=N[NH]C(=O)[CH2][CH2][CH]([CH3])[OH]
0.0,KLEK_173,[!#1][CH]=N[NH]C(=O)[CH2][CH2][CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_174,[!#1][CH]=N[NH]C(=O)[CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_175,[!#1][CH]=N[NH]C(=O)[CH2][NH]C(=O)[!#1]
0.0,KLEK_176,[!#1][CH]=N[NH]C(=O)[CH2][OH]
0.0,KLEK_177,[!#1][CH]=N[NH]C(=O)[CH2]C(=O)[NH]N=[CH][!#1]
0.0,KLEK_178,[!#1][CH]=N[NH]C(=O)[NH2]
0.0,KLEK_179,[!#1][CH]=N[NH]C(=O)C(=O)[NH]N=[CH][!#1]
0.0,KLEK_180,[!#1][CH]=N[NH]C(=O)O[CH2][CH3]
0.0,KLEK_181,[!#1][CH]=N[NH]C(=S)[NH2]
0.0,KLEK_182,[!#1][CH]=N[NH]C(=S)S[CH3]
0.0,KLEK_183,[!#1][CH]=N[NH]S(=O)(=O)[!#1]
0.9002145207136099,KLEK_184,[!#1][CH]=N[OH]
0.0,KLEK_185,[!#1][CH]=NC(=N[NH]C(=O)[!#1])[!#1]
0.0,KLEK_186,[!#1][CH]=NN([!#1])[CH3]
0.0,KLEK_187,[!#1][CH]=NN=[CH][!#1]
0.01144533137884001,KLEK_188,[!#1][CH]=NOC(=O)[!#1]
0.8443100832243267,KLEK_189,[!#1][CH]=O
0.026932399676811204,KLEK_190,[!#1][CH]1[CH]([!#1])[CH]2[CH2][CH]1[CH]=[CH]2
0.0,KLEK_191,[!#1][CH]1[CH]([!#1])[CH]2c3[cH][cH][cH][cH]c3[CH]1c4[cH][cH][cH][cH]c24
0.0,KLEK_192,[!#1][CH]1[CH]([CH]2[CH2][CH]1[CH]=[CH]2)C(=O)[OH]
0.0,KLEK_193,[!#1][CH]1[CH]([CH]2c3[cH][cH][cH][cH]c3[CH]1c4[cH][cH][cH][cH]c24)C(=O)[OH]
0.0,KLEK_194,[!#1][CH]1[CH]([OH])O[CH]([CH2][OH])[CH]([OH])[CH]1[OH]
0.0,KLEK_195,[!#1][CH]1[CH]2[CH2][CH]3[CH2][CH]([CH2]2)[CH2][CH]1[CH2]3
0.0,KLEK_196,[!#1][CH]1[CH]2[CH2][CH2][CH2][CH2][CH]12
0.0,KLEK_197,[!#1][CH]1[CH]2S[CH2]C1([!#1])[CH2][CH2][CH]2[!#1]
0.0,KLEK_198,[!#1][CH]1[CH2][CH]([CH3])[CH2][CH2][CH]1[CH]([CH3])[CH3]
0.0,KLEK_199,[!#1][CH]1[CH2][CH]=[CH][CH2][CH]1[!#1]
0.0,KLEK_200,[!#1][CH]1[CH2][CH]=[CH][CH2][CH]1C(=O)[OH]
-0.8713926403098982,KLEK_201,[!#1][CH]1[CH2][CH]1[!#1]
0.04578132551536004,KLEK_202,[!#1][CH]1[CH2][CH]1c2[cH][cH][cH][cH][cH]2
-0.13265989960058544,KLEK_203,[!#1][CH]1[CH2][CH]2[CH2][CH2][CH]([CH2]1)N2[!#1]
-0.03097413659594239,KLEK_204,[!#1][CH]1[CH2][CH]2[CH2][CH2][CH]([CH2]1)N2[CH3]
0.0,KLEK_205,[!#1][CH]1[CH2][CH]2[CH2][CH2][CH]1[CH2]2
0.0,KLEK_206,[!#1][CH]1[CH2][CH]2[CH2][CH2]N1[CH2][CH]2[CH]=[CH2]
0.026932399676811204,KLEK_207,[!#1][CH]1[CH2][CH2][CH]([!#1])[CH]([!#1])[CH2]1
-0.3297581827549969,KLEK_208,[!#1][CH]1[CH2][CH2][CH]([!#1])[CH2][CH2]1
-0.015487068297971194,KLEK_209,[!#1][CH]1[CH2][CH2][CH]([CH2][CH2]1)C([CH3])([CH3])[CH3]
0.0,KLEK_210,[!#1][CH]1[CH2][CH2][CH]2[CH2][CH2][CH2][NH][CH]2[CH2]1
0.06531013073246242,KLEK_211,[!#1][CH]1[CH2][CH2][CH2][CH]([!#1])N1[!#1]
-0.05454467873217595,KLEK_212,[!#1][CH]1[CH2][CH2][CH2][CH2][CH]1[!#1]
0.0,KLEK_213,[!#1][CH]1[CH2][CH2][CH2][CH2][CH2][CH2][CH2]1
-0.18856433708986847,KLEK_214,[!#1][CH]1[CH2][CH2][CH2][CH2][CH2]1
0.0,KLEK_215,[!#1][CH]1[CH2][CH2][CH2][CH2][NH]C1=O
-0.1743994881968143,KLEK_216,[!#1][CH]1[CH2][CH2][CH2][CH2]1
0.0,KLEK_217,[!#1][CH]1[CH2][CH2][CH2][CH2]C1=O
0.14474757100578892,KLEK_218,[!#1][CH]1[CH2][CH2][CH2][CH2]N1[!#1]
0.0,KLEK_219,[!#1][CH]1[CH2][CH2][CH2]C1=N[NH]C(=S)[NH2]
0.0,KLEK_220,[!#1][CH]1[CH2][CH2][CH2]c2c1[nH]c3[cH][cH]c([!#1])[cH]c23
0.0,KLEK_221,[!#1][CH]1[CH2][CH2][CH2]c2c1[nH]c3[cH][cH]c([cH]c23)c4[cH][cH][cH][cH][cH]4
0.0,KLEK_222,[!#1][CH]1[CH2][CH2][CH2]c2c1[nH]c3[cH][cH]c([CH3])[cH]c23
-0.8625917477408922,KLEK_223,[!#1][CH]1[CH2][CH2][CH2]N([!#1])[CH2]1
2.385500700505167,KLEK_224,[!#1][CH]1[CH2][CH2][CH2]N1[!#1]
-0.1515088254391343,KLEK_225,[!#1][CH]1[CH2][CH2][CH2]O1
-0.17035775127768313,KLEK_226,[!#1][CH]1[CH2][CH2][NH][CH2][CH2]1
0.0,KLEK_227,[!#1][CH]1[CH2][CH2][NH]C(=O)[NH]1
-0.38181275112523166,KLEK_228,[!#1][CH]1[CH2][CH2]1
0.0,KLEK_229,[!#1][CH]1[CH2][CH2]C([!#1])(C(=O)[OH])C1([!#1])[CH3]
0.0,KLEK_230,[!#1][CH]1[CH2][CH2]C([CH3])(C(=O)[OH])C1([CH3])[CH3]
0.0,KLEK_231,[!#1][CH]1[CH2][CH2]c2c([!#1])c([!#1])sc2C1=O
-0.8746001694025836,KLEK_232,[!#1][CH]1[CH2][CH2]N([!#1])[CH2][CH2]1
-0.015487068297971194,KLEK_233,[!#1][CH]1[CH2][CH2]OC1=O
0.01144533137884001,KLEK_234,[!#1][CH]1[CH2][CH2]S(=O)(=O)[CH2]1
0.0,KLEK_235,[!#1][CH]1[CH2][NH]c2[cH][cH][cH][cH]c12
0.0,KLEK_236,[!#1][CH]1[CH2]C([!#1])([CH]([!#1])[CH2]N1[!#1])c2[cH][cH][cH][cH][cH]2
0.0,KLEK_237,[!#1][CH]1[CH2]C([!#1])([CH3])[NH]C([!#1])([CH3])[CH2]1
0.0,KLEK_238,[!#1][CH]1[CH2]C([CH3])([CH3])[NH]C([CH3])([CH3])[CH2]1
0.0,KLEK_239,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH][cH][cH]2
0.0,KLEK_240,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH]c([!#1])[cH]2
0.0,KLEK_241,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH]c(Cl)[cH]2
0.0,KLEK_242,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH]c3[cH][cH][cH][cH]c23
0.0,KLEK_243,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c([!#1])[cH][cH]2
0.0,KLEK_244,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c(Br)[cH][cH]2
0.0,KLEK_245,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c(Cl)[cH][cH]2
0.0,KLEK_246,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c(O[CH3])[cH][cH]2
0.0,KLEK_247,[!#1][CH]1[CH2]C(=O)N(N([CH3])[CH3])C1=O
0.0,KLEK_248,[!#1][CH]1[CH2]C(=O)O[CH]1c2[cH][cH][cH][cH][cH]2
-0.04646120489391358,KLEK_249,[!#1][CH]1[CH2]C1([!#1])[CH3]
0.0,KLEK_250,[!#1][CH]1[CH2]C1([CH3])[CH3]
0.0,KLEK_251,[!#1][CH]1[CH2]C1(c2[cH][cH][cH][cH][cH]2)c3[cH][cH][cH][cH][cH]3
0.0,KLEK_252,[!#1][CH]1[CH2]C1(c2[cH][cH]c([!#1])[cH][cH]2)c3[cH][cH]c([!#1])[cH][cH]3
0.0,KLEK_253,[!#1][CH]1[CH2]C1(c2[cH][cH]c([CH3])[cH][cH]2)c3[cH][cH]c([CH3])[cH][cH]3
0.0,KLEK_254,[!#1][CH]1[CH2]C2([!#1])[CH2]C([!#1])([CH2][CH]([!#1])C2=O)C1=O
-0.015487068297971194,KLEK_255,[!#1][CH]1[CH2]c2[cH][cH][cH]c3[cH][cH][cH]c1c23
0.0,KLEK_256,[!#1][CH]1[CH2]C21[CH2][CH2][CH2]2
0.0,KLEK_257,[!#1][CH]1[CH2]c2c([nH]c3[cH][cH][cH][cH]c23)[CH]([!#1])[NH]1
0.0,KLEK_258,[!#1][CH]1[CH2]c2c([nH]c3[cH][cH][cH][cH]c23)[CH]([NH]1)c4[cH][cH]c([!#1])[cH][cH]4
0.0,KLEK_259,[!#1][CH]1[CH2]N2[CH2][CH2][CH]1[CH2][CH]2[!#1]
0.0,KLEK_260,[!#1][CH]1[CH2]O[CH]([!#1])O1
0.0,KLEK_261,[!#1][CH]1[CH2]O1
0.0,KLEK_262,[!#1][CH]1[CH2]OC([!#1])([CH3])O1
0.0,KLEK_263,[!#1][CH]1[CH2]OC2([CH2][CH2][CH2][CH2][CH2]2)O1
0.0,KLEK_264,[!#1][CH]1[CH2]Oc2[cH][cH][cH][cH]c2O1
0.0,KLEK_265,[!#1][CH]1[CH2]S(=O)(=O)[CH]=[CH]1
0.0,KLEK_266,[!#1][CH]1[CH2]S(=O)(=O)[CH2][CH]1[!#1]
0.0,KLEK_267,[!#1][CH]1[CH2]S(=O)(=O)[CH2][CH]1[OH]
0.0,KLEK_268,[!#1][CH]1[CH2]S[CH]([NH]1)c2[cH][cH]c([!#1])[cH][cH]2
0.0,KLEK_269,[!#1][CH]1[CH2]S[CH](N1[!#1])c2[cH][cH]c([!#1])[cH][cH]2
0.0,KLEK_270,[!#1][CH]1[CH2]S[CH2][CH]1[!#1]
0.0,KLEK_271,[!#1][CH]1[NH][CH2][CH2]n2[cH][cH][cH]c12
0.0,KLEK_272,[!#1][CH]1[NH]c2[cH][cH][cH][cH]c2[NH]C1=O
0.0,KLEK_273,[!#1][CH]1C(=NN(C1=O)c2[cH][cH][cH][cH][cH]2)[!#1]
0.0,KLEK_274,[!#1][CH]1C(=NN(C1=O)c2c([!#1])c([!#1])c([!#1])c([!#1])c2[!#1])[!#1]
0.0,KLEK_275,[!#1][CH]1C(=NN(C1=O)c2c(F)c(F)c(F)c(F)c2F)[CH3]
0.0,KLEK_276,[!#1][CH]1C(=O)[CH2]C([!#1])([CH3])[CH2]C1=O
0.0,KLEK_277,[!#1][CH]1C(=O)[CH2]C([CH3])([CH3])[CH2]C1=O
