SMILES,fps
C1C=CC=C(CCCN(CCCC(C2)CCCC=C2CCC)CCCC)C=C1,"[0, 125, 296, 297, 337, 340, 343, 361, 381, 437, 465, 604, 619, 668, 2261, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3667, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3781, 3881, 3883, 3925, 4079]"
FC=CN=C(CCCC(C)CCCCCC1CC1=2)CC=2,"[0, 13, 125, 296, 297, 298, 340, 343, 345, 346, 668, 2259, 2974, 2985, 3012, 3057, 3223, 3228, 3368, 3439, 3442, 3639, 3658, 3659, 3667, 3675, 3691, 3705, 3711, 3718, 3721, 3881, 3906, 4031, 4079, 4230]"
C=CC=C(CCCN(CCCC)C=CCCCC)C1C=C1,"[0, 125, 137, 296, 337, 340, 343, 361, 381, 465, 604, 668, 2261, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3691, 3705, 3711, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3925, 3939, 4079, 4230]"
CC=C1C=C(CCCN(CCCC)C=C2CC2C)CCC1,"[0, 13, 296, 340, 343, 361, 381, 465, 604, 668, 2261, 2974, 2985, 3057, 3119, 3223, 3368, 3439, 3639, 3667, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3925, 3939, 4079, 4230]"
C=CC=C(CC1CC(CCCC2)CCCC=C2C)CCCCCC1,"[0, 137, 296, 297, 340, 343, 345, 346, 347, 668, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3667, 3691, 3705, 3711, 3718, 3721]"
C1C=CC=C(CCCN(CCCC(C2)CCCC=C2CCC)CCCC)C=C1,"[0, 125, 296, 297, 337, 340, 343, 361, 381, 437, 465, 604, 619, 668, 2261, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3667, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3781, 3881, 3883, 3925, 4079]"
FC=CC=CCNCC(CCCC)C=1CC=1,"[0, 125, 296, 297, 337, 340, 343, 361, 381, 465, 466, 475, 668, 676, 757, 2259, 2974, 2985, 3223, 3368, 3395, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3772, 3781, 3881, 3925, 4031, 4079, 4284]"
CC=CC=C(CCCC(CCC=C)C#CC)C1=C=C1,"[0, 125, 137, 296, 297, 338, 340, 343, 668, 1150, 2974, 2975, 2985, 3223, 3224, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
C1=CC=C(CCCCCCCC(C)CCC2=CC2C)CC=C1,"[0, 13, 125, 296, 297, 298, 337, 340, 343, 345, 346, 347, 668, 2974, 2985, 3223, 3368, 3393, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
C=CC1NN1CCCC(CCCC)C=CCCCCCC2C=C2,"[0, 125, 137, 296, 297, 337, 340, 343, 345, 346, 361, 381, 465, 668, 676, 2261, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3772, 3781, 3881, 3925, 3948, 4079, 4284, 4300]"
C1=CC#CCCCC(CCCCCCCCCCC2)C2CCCCCCC1,"[0, 1, 125, 296, 297, 337, 340, 343, 345, 346, 347, 495, 1150, 2974, 2975, 2985, 3223, 3224, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
C1C=CC=C(CCCC(CCCC)CCCCCCCC)CCCCCC=C1,"[0, 125, 296, 297, 337, 340, 343, 345, 346, 347, 348, 349, 353, 361, 381, 465, 668, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
FC=CC=CCNCC(CCCC)C=1CC=1,"[0, 125, 296, 297, 337, 340, 343, 361, 381, 465, 466, 475, 668, 676, 757, 2259, 2974, 2985, 3223, 3368, 3395, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3772, 3781, 3881, 3925, 4031, 4079, 4284]"
CC=CN=C(CC)CCCCCCCCC1=C=C1,"[125, 296, 340, 343, 345, 346, 347, 465, 668, 2974, 2985, 3012, 3223, 3228, 3439, 3442, 3639, 3691, 3705, 3711, 3718, 3721, 3881, 3906, 4079, 4230]"
O=C(CC)CCCCCCCCCC1CCCCC=C1CC,"[0, 296, 297, 340, 343, 345, 346, 347, 367, 400, 465, 503, 668, 1192, 1235, 2974, 2985, 3024, 3223, 3267, 3368, 3439, 3454, 3639, 3642, 3645, 3658, 3659, 3667, 3670, 3691, 3700, 3705, 3708, 3711, 3717, 3718, 3720, 3721, 3724, 4330]"
C1C=CC=C(CCCN(CCCC(C2)CCCC=C2CCC)CCCC)C=C1,"[0, 125, 296, 297, 337, 340, 343, 361, 381, 437, 465, 604, 619, 668, 2261, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3667, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3781, 3881, 3883, 3925, 4079]"
FC=CC=CCNCC(CCCC)C=1CC=1,"[0, 125, 296, 297, 337, 340, 343, 361, 381, 465, 466, 475, 668, 676, 757, 2259, 2974, 2985, 3223, 3368, 3395, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3772, 3781, 3881, 3925, 4031, 4079, 4284]"
FC=C1C=C1CNCC(C)CCCCCCC=CC,"[0, 13, 125, 296, 297, 298, 337, 340, 343, 345, 346, 347, 466, 475, 668, 676, 757, 2259, 2974, 2985, 3223, 3368, 3395, 3439, 3639, 3658, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3772, 3781, 3881, 3925, 4031, 4079, 4284]"
CC=NNCCCCC(CCCC)CC1=CC1,"[0, 160, 296, 297, 340, 343, 345, 361, 362, 381, 382, 465, 466, 668, 676, 1124, 2974, 2985, 3012, 3223, 3368, 3439, 3442, 3443, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3881, 3948, 3949, 4079, 4300, 4301]"
C1=CC=C(CCCC(CCCC)CCCCCCCC)CCCCCCC1,"[0, 125, 296, 297, 337, 340, 343, 345, 346, 347, 348, 349, 353, 361, 381, 465, 668, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
C=CC=C(CNC=C(CCC=C(C1)CC=CC#C1)CCCCCCCC=2C)C=2,"[125, 137, 296, 337, 340, 343, 345, 346, 347, 466, 495, 668, 676, 1150, 2974, 2975, 2985, 3223, 3224, 3439, 3639, 3667, 3691, 3705, 3711, 3718, 3721, 3739, 3749, 3772, 3881, 3925, 3939, 4079, 4230, 4284]"
CCC=CC1=C(CCCCC(C2)CCCC=C2CCCC)CC1,"[0, 125, 296, 297, 337, 340, 343, 345, 361, 381, 465, 668, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3667, 3691, 3705, 3711, 3718, 3721]"
FC=CC=CCNCC(CCCC)C=1CC=1,"[0, 125, 296, 297, 337, 340, 343, 361, 381, 465, 466, 475, 668, 676, 757, 2259, 2974, 2985, 3223, 3368, 3395, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3772, 3781, 3881, 3925, 4031, 4079, 4284]"
O=CC=CC(CCCCC(C)CCCCC1C=C12)C2,"[0, 13, 125, 188, 296, 297, 298, 340, 343, 345, 668, 2974, 2985, 3009, 3024, 3223, 3368, 3439, 3454, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 4330]"
CC=CN=C(CC)CCCCCCCCC1=C=C1,"[125, 296, 340, 343, 345, 346, 347, 465, 668, 2974, 2985, 3012, 3223, 3228, 3439, 3442, 3639, 3691, 3705, 3711, 3718, 3721, 3881, 3906, 4079, 4230]"
C=C1C=C1CCCC(CCCC)CCCC2CC2,"[0, 227, 296, 297, 340, 343, 361, 381, 465, 668, 2974, 2985, 3057, 3223, 3368, 3393, 3439, 3639, 3658, 3659, 3675, 3691, 3705, 3711, 3718, 3721]"
OCCCNCCCCCCCCCCCCCCCCCCCCCCCC=1CC=1,"[296, 340, 343, 345, 346, 347, 362, 366, 382, 397, 466, 475, 493, 676, 769, 1147, 2948, 2974, 2985, 3223, 3439, 3639, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3743, 3749, 3772, 3781, 3787, 3881, 3925, 3955, 4079, 4292, 4330]"
C=CC=C(CNCCC1CCC2CCCCC=C2CCCCCCC)C=C1,"[0, 125, 137, 296, 297, 340, 343, 345, 346, 347, 349, 353, 361, 381, 382, 465, 466, 475, 668, 676, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3667, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3772, 3781, 3881, 3925, 4079, 4284]"
C1=CC=CCCCCN(CCCC)CCCCCCCCCCCCCC=C1,"[125, 296, 337, 340, 343, 345, 346, 347, 361, 381, 437, 465, 604, 619, 668, 2261, 2974, 2985, 3223, 3439, 3639, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3781, 3881, 3883, 3925, 4079]"
C1C=CC=C(CCCN(CCCC(C2)CCCC=C2CCC)CCCC)C=C1,"[0, 125, 296, 297, 337, 340, 343, 361, 381, 437, 465, 604, 619, 668, 2261, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3667, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3781, 3881, 3883, 3925, 4079]"
FC=CC#CCCCCCCC=1CC=1,"[125, 296, 340, 343, 345, 346, 347, 495, 1150, 2259, 2974, 2975, 2985, 3223, 3224, 3439, 3639, 3691, 3705, 3711, 3718, 3721, 4031]"
FC=CC1=CC1CCC(C)CCCCC=2CC=2,"[0, 13, 125, 296, 297, 298, 340, 343, 345, 668, 2259, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 4031]"
CC=CN=C(CC)CCCCCCCCC1=C=C1,"[125, 296, 340, 343, 345, 346, 347, 465, 668, 2974, 2985, 3012, 3223, 3228, 3439, 3442, 3639, 3691, 3705, 3711, 3718, 3721, 3881, 3906, 4079, 4230]"
CC=CN=C(CC)CCCCCCCCC1=C=C1,"[125, 296, 340, 343, 345, 346, 347, 465, 668, 2974, 2985, 3012, 3223, 3228, 3439, 3442, 3639, 3691, 3705, 3711, 3718, 3721, 3881, 3906, 4079, 4230]"
C1=CC=C(CCCC(CCCC)CCCCCCC2)C2CCCCCCCC=C1,"[0, 125, 296, 297, 337, 340, 343, 345, 346, 347, 361, 381, 465, 668, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
FC=CC#CCN1CC1C=CC=CC=CC2CC2C,"[0, 13, 125, 200, 296, 495, 668, 1150, 2259, 2261, 2974, 2975, 2985, 3057, 3223, 3224, 3368, 3401, 3439, 3639, 3658, 3691, 3705, 3739, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3925, 3936, 4031, 4079, 4284]"
CC=C1C=C(CCCN(CCCC)C=C2CC2C)CCC1,"[0, 13, 296, 340, 343, 361, 381, 465, 604, 668, 2261, 2974, 2985, 3057, 3119, 3223, 3368, 3439, 3639, 3667, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3925, 3939, 4079, 4230]"
OC=CC=C(CC)CCCCCCCCCC=1C=C=1,"[125, 296, 340, 343, 345, 346, 347, 465, 668, 1147, 2948, 2974, 2985, 3223, 3439, 3639, 3691, 3705, 3711, 3718, 3721, 3955, 4330]"
OC=CC=C(C)CCCCCCCCCC=1CC=1,"[125, 296, 340, 343, 345, 346, 347, 668, 1147, 2948, 2974, 2985, 3223, 3439, 3639, 3691, 3705, 3711, 3718, 3721, 3955, 4330]"
FC=CC#CCNCC(C)CC=CCCCC=1C=C=1,"[0, 13, 125, 296, 297, 298, 337, 340, 343, 466, 475, 495, 668, 676, 757, 1150, 2259, 2974, 2975, 2985, 3223, 3224, 3368, 3395, 3439, 3639, 3658, 3691, 3705, 3711, 3732, 3739, 3749, 3772, 3781, 3881, 3925, 4031, 4079]"
FC=CC=C(CCCC)CCCCCC=1C=C=1,"[125, 296, 340, 343, 345, 346, 361, 381, 465, 668, 2259, 2974, 2985, 3223, 3439, 3639, 3691, 3705, 3711, 3718, 3721, 4031]"
CC=CC=C(CNCC(CC1CC)CCC1CCC)CCCC,"[0, 1, 6, 125, 206, 296, 297, 340, 343, 361, 381, 465, 466, 475, 668, 676, 757, 2974, 2985, 3149, 3223, 3368, 3395, 3439, 3592, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3772, 3781, 3881, 3925, 4079, 4284]"
C1C=CC=C(CCCN(C)CCCCCCCCC=2C=C=2)CC=C1,"[125, 296, 337, 340, 343, 345, 346, 347, 434, 604, 607, 668, 2261, 2263, 2974, 2985, 3223, 3439, 3639, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3925, 4079]"
CC=C1C=C(CCCN(CCCC)C=C2CC2C)CCC1,"[0, 13, 296, 340, 343, 361, 381, 465, 604, 668, 2261, 2974, 2985, 3057, 3119, 3223, 3368, 3439, 3639, 3667, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3925, 3939, 4079, 4230]"
CC=C1C=C(CCCN(CCCC)C=C2CC2C)CCC1,"[0, 13, 296, 340, 343, 361, 381, 465, 604, 668, 2261, 2974, 2985, 3057, 3119, 3223, 3368, 3439, 3639, 3667, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3925, 3939, 4079, 4230]"
FC=CC=CC#CCCCC(C)CCCCC=1CC=1,"[0, 13, 125, 296, 297, 298, 340, 343, 345, 495, 668, 1150, 2259, 2974, 2975, 2985, 3223, 3224, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 4031]"
CC=CN=C(CC)CCCCCCCCC1=C=C1,"[125, 296, 340, 343, 345, 346, 347, 465, 668, 2974, 2985, 3012, 3223, 3228, 3439, 3442, 3639, 3691, 3705, 3711, 3718, 3721, 3881, 3906, 4079, 4230]"
C1C=CC=C(CCCC(CCCC)CCCCCCCC)CCCCC2CC12,"[0, 125, 200, 296, 297, 337, 340, 343, 345, 346, 347, 348, 349, 353, 361, 381, 465, 668, 2974, 2985, 3057, 3223, 3368, 3439, 3639, 3658, 3659, 3675, 3691, 3705, 3711, 3718, 3721]"
C1=CC=C1CCCC(CCCC)CCCCCCCCCCCCCC,"[0, 125, 296, 297, 340, 343, 345, 346, 347, 348, 349, 353, 361, 381, 465, 668, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
CC=CN=C(CCCCCCCCCC=1C)C=1,"[125, 296, 340, 343, 345, 346, 347, 668, 2974, 2985, 3007, 3012, 3223, 3228, 3439, 3442, 3639, 3667, 3691, 3705, 3711, 3718, 3721, 3881, 3906, 4079, 4230]"
CC=C1C=C(CCCN(CCCC)C=C2CC2C)CCC1,"[0, 13, 296, 340, 343, 361, 381, 465, 604, 668, 2261, 2974, 2985, 3057, 3119, 3223, 3368, 3439, 3639, 3667, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3925, 3939, 4079, 4230]"
C1C=CC=C(CCCNCCCC(C)CC2CC2CCCC)CCCC3CC13,"[0, 13, 125, 200, 296, 297, 298, 337, 340, 343, 361, 362, 381, 382, 465, 466, 475, 668, 676, 2974, 2985, 3057, 3223, 3368, 3439, 3639, 3658, 3659, 3675, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3772, 3781, 3881, 3925, 4079]"
FC=CC#CCCCC=1CC=1,"[125, 296, 340, 343, 495, 1150, 2259, 2974, 2975, 2985, 3223, 3224, 3439, 3639, 3691, 3705, 3711, 3718, 4031]"
O=CCNCCCC1C(C)CC=CCCCCCC2CC2CCCCC1,"[0, 1, 13, 125, 188, 200, 296, 297, 298, 337, 340, 343, 345, 346, 362, 382, 466, 475, 668, 676, 2974, 2985, 3024, 3057, 3223, 3368, 3439, 3454, 3639, 3658, 3659, 3675, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3772, 3781, 3784, 3881, 3925, 4079, 4285, 4330]"
FC=C1C=C1CCCC(CC)CCCCCCCCCC,"[0, 296, 297, 340, 343, 345, 346, 347, 348, 349, 353, 361, 381, 465, 668, 2259, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 4031]"
CC=CN=C(CC)CCCCCCCCC1=C=C1,"[125, 296, 340, 343, 345, 346, 347, 465, 668, 2974, 2985, 3012, 3223, 3228, 3439, 3442, 3639, 3691, 3705, 3711, 3718, 3721, 3881, 3906, 4079, 4230]"
FC=NC=CCC(C)CCCCC=1C=C=1,"[0, 13, 125, 160, 296, 297, 298, 337, 340, 343, 345, 668, 2259, 2974, 2985, 3012, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 3881, 3906, 4031, 4079, 4230]"
CC=CC=C(CNCC(CCCC1)CC12CC23)C=C3,"[0, 125, 296, 297, 340, 343, 345, 466, 475, 668, 676, 757, 1153, 2974, 2985, 3057, 3150, 3223, 3335, 3350, 3368, 3387, 3395, 3439, 3466, 3639, 3656, 3658, 3659, 3675, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3772, 3781, 3881, 3925, 4079, 4284]"
C1C=CC=C(CCCC(CCCC)CCCCCCCC)CCCCCC=C1,"[0, 125, 296, 297, 337, 340, 343, 345, 346, 347, 348, 349, 353, 361, 381, 465, 668, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
C=CC=C(NC)CCC(C)CCCCCCCCCC1C=C1,"[0, 13, 137, 296, 297, 298, 340, 343, 345, 346, 347, 668, 676, 809, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3772, 3881, 3925, 3939, 4079, 4230]"
C1C=CC=C(CCCN(CCCC(C2)CCCC=C2CCC)CCCC)C=C1,"[0, 125, 296, 297, 337, 340, 343, 361, 381, 437, 465, 604, 619, 668, 2261, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3667, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3781, 3881, 3883, 3925, 4079]"
C=CC=C(CCCN(CCCC)C=CCCCC)C1C=C1,"[0, 125, 137, 296, 337, 340, 343, 361, 381, 465, 604, 668, 2261, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3691, 3705, 3711, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3925, 3939, 4079, 4230]"
C1=CC=C(CCCCCCCC(C2CCC)CC2CCCC)CCCCC=C1,"[0, 1, 6, 125, 296, 297, 337, 340, 343, 345, 346, 347, 361, 381, 465, 668, 2974, 2985, 3120, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
C=CC=C(CCCN(CCCC)CCCCCCCC)CCCC1C=C1,"[0, 137, 296, 297, 340, 343, 345, 346, 347, 348, 349, 353, 361, 381, 437, 465, 604, 619, 668, 2261, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3772, 3781, 3881, 3883, 3925, 4079]"
C1=CC=CCCCCC(C)CCCCCCCCCCCCCCCCCC=C1,"[0, 13, 125, 296, 297, 298, 337, 340, 343, 345, 346, 347, 668, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
O=CC=CN(CCCC(C)CCC1=CC12C)C2,"[0, 13, 125, 188, 296, 297, 298, 340, 343, 604, 668, 1153, 1155, 2261, 2974, 2985, 3009, 3024, 3223, 3335, 3368, 3393, 3395, 3439, 3454, 3639, 3656, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3925, 3939, 4079, 4230, 4330]"
CC=CC(CCCC(C1CCC)CCCCCCCC)CCCCCCC1,"[0, 1, 6, 125, 296, 297, 340, 343, 345, 346, 347, 348, 349, 353, 361, 381, 465, 668, 2974, 2985, 3223, 3368, 3393, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
FC=C1C=C1CCCC(CC)CCCCCCCCCC,"[0, 296, 297, 340, 343, 345, 346, 347, 348, 349, 353, 361, 381, 465, 668, 2259, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 4031]"
CC=C1C=C(CCCN(CCCC)C=C2CC2C)CCC1,"[0, 13, 296, 340, 343, 361, 381, 465, 604, 668, 2261, 2974, 2985, 3057, 3119, 3223, 3368, 3439, 3639, 3667, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3925, 3939, 4079, 4230]"
OCC1N=C(CCCC(C)CCCCCC=2CC=2)CCC1,"[0, 13, 296, 297, 298, 340, 343, 345, 346, 493, 668, 1147, 2948, 2974, 2985, 3012, 3223, 3228, 3368, 3401, 3439, 3442, 3639, 3658, 3659, 3660, 3691, 3705, 3711, 3718, 3721, 3726, 3728, 3729, 3732, 3736, 3739, 3743, 3749, 3767, 3787, 3881, 3906, 3955, 4079, 4294, 4330]"
C1C=CC=C(CCCC(CCCC)CCCCCCCC)CCCCC2CC12,"[0, 125, 200, 296, 297, 337, 340, 343, 345, 346, 347, 348, 349, 353, 361, 381, 465, 668, 2974, 2985, 3057, 3223, 3368, 3439, 3639, 3658, 3659, 3675, 3691, 3705, 3711, 3718, 3721]"
FC=CC=CCNCC(CCCC)C=1CC=1,"[0, 125, 296, 297, 337, 340, 343, 361, 381, 465, 466, 475, 668, 676, 757, 2259, 2974, 2985, 3223, 3368, 3395, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3749, 3772, 3781, 3881, 3925, 4031, 4079, 4284]"
O=CC=CN(CCCC(C)CCC1=CC12C)C2,"[0, 13, 125, 188, 296, 297, 298, 340, 343, 604, 668, 1153, 1155, 2261, 2974, 2985, 3009, 3024, 3223, 3335, 3368, 3393, 3395, 3439, 3454, 3639, 3656, 3658, 3659, 3691, 3705, 3711, 3718, 3721, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3772, 3781, 3881, 3883, 3925, 3939, 4079, 4230, 4330]"
C1C=CC=C(CCCC(CCCC)CCCCCC2C)C2CCCCCCC=C1,"[0, 1, 13, 125, 296, 297, 298, 337, 340, 343, 345, 346, 347, 361, 381, 465, 668, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
FC=CC=C(C)CCCCCCCCCC=1CC=1,"[125, 296, 340, 343, 345, 346, 347, 668, 2259, 2974, 2985, 3223, 3439, 3639, 3691, 3705, 3711, 3718, 3721, 4031]"
C1C=CC=C(CCCC(CCCC)CCCCCCCC)CCCCCC=C1,"[0, 125, 296, 297, 337, 340, 343, 345, 346, 347, 348, 349, 353, 361, 381, 465, 668, 2974, 2985, 3223, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
C1=CC#CCCCC(CCCCCCCCCCC2)C2CCCCCCC1,"[0, 1, 125, 296, 297, 337, 340, 343, 345, 346, 347, 495, 1150, 2974, 2975, 2985, 3223, 3224, 3368, 3439, 3639, 3658, 3659, 3691, 3705, 3711, 3718, 3721]"
