KEYS,5ht1a,5ht7,beta2,d2,h1,SMARTS
KLEK_77,0,0,0,0,0,[!#1][CH]([CH2][CH2]S[CH3])C(=O)[OH]
KLEK_78,0,0,0,0,0,[!#1][CH]([CH2][N+](=O)[O-])SC(=O)[CH3]
KLEK_79,0,0,0,0,0,[!#1][CH]([CH2]C(=N[NH]C(=O)[!#1])[!#1])C(=O)[OH]
KLEK_80,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH][cH][cH]1
KLEK_81,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH]c([CH3])[cH]1
KLEK_82,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH]c(Br)[cH]1
KLEK_83,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH]c(Cl)[cH]1
KLEK_84,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]
KLEK_85,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c([cH][cH]1)C(=O)[OH]
KLEK_86,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c(Br)[cH][cH]1
KLEK_87,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c(Cl)[cH][cH]1
KLEK_88,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[NH2])C(=O)[OH]
KLEK_89,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[OH])[NH]C(=O)C(F)(F)F
KLEK_90,0,0,0,2,0,[!#1][CH]([CH2]C(=O)[OH])C(=O)[OH]
KLEK_91,4,4,1,24,0,[!#1][CH]([CH3])[CH2][CH3]
KLEK_92,147,92,98,290,49,[!#1][CH]([CH3])[CH3]
KLEK_93,8,6,0,33,18,[!#1][CH]([CH3])[NH]C(=O)[!#1]
KLEK_94,0,0,0,0,0,[!#1][CH]([CH3])[NH]C(=O)[NH][CH2]C(=O)O[CH2][CH3]
KLEK_95,0,0,0,1,2,[!#1][CH]([CH3])[NH]C(=S)[!#1]
KLEK_96,0,0,0,0,0,[!#1][CH]([CH3])[NH]C(=S)[NH]C([!#1])([!#1])[!#1]
KLEK_97,0,0,2,0,0,[!#1][CH]([CH3])[NH]S(=O)(=O)[!#1]
KLEK_98,10,5,0,57,15,[!#1][CH]([CH3])C(=O)[!#1]
KLEK_99,0,0,0,0,0,[!#1][CH]([CH3])C(=O)[OH]
KLEK_100,0,0,0,0,0,[!#1][CH]([CH3])C(=O)O[CH2]C(=O)[!#1]
KLEK_101,7,40,0,14,8,[!#1][CH]([CH3])c1[cH][cH][cH][cH][cH]1
KLEK_102,12,3,2,89,9,[!#1][CH]([CH3])N([!#1])C(=O)[!#1]
KLEK_103,0,0,0,0,0,[!#1][CH]([NH]C(=O)[!#1])[NH]C(=O)[!#1]
KLEK_104,0,0,3,23,0,[!#1][CH]([NH]C(=O)[!#1])C(=O)[OH]
KLEK_105,0,0,0,0,0,[!#1][CH]([NH]C(=O)[!#1])C(Br)(Br)Br
KLEK_106,0,0,0,0,0,[!#1][CH]([NH]C(=O)[!#1])C(Cl)(Cl)Cl
KLEK_107,0,0,0,0,0,[!#1][CH]([NH]C(=O)[CH2][CH2][CH2][CH2][CH3])C(Cl)(Cl)Cl
KLEK_108,0,0,0,0,0,[!#1][CH]([NH]S(=O)(=O)[!#1])C(Cl)(Cl)Cl
KLEK_109,0,0,0,0,3,[!#1][CH]([NH2])[CH2][CH3]
KLEK_110,0,0,0,0,0,[!#1][CH]([NH2])[CH2]C(=O)[OH]
KLEK_111,2,1,0,1,1,[!#1][CH]([NH2])C(=O)[OH]
KLEK_112,0,0,0,0,0,[!#1][CH]([OH])[CH]([NH2])[CH2][OH]
KLEK_113,3,1,0,6,42,[!#1][CH]([OH])[CH2][NH]C(=O)[!#1]
KLEK_114,0,0,23,1,0,[!#1][CH]([OH])[CH2][NH2]
KLEK_115,0,0,0,0,0,[!#1][CH]([OH])[CH2][OH]
KLEK_116,0,0,0,0,0,[!#1][CH]([OH])C(=N[NH]C(=O)[!#1])[!#1]
KLEK_117,0,0,0,0,0,[!#1][CH]([OH])C(Cl)(Cl)Cl
KLEK_118,0,0,0,9,0,[!#1][CH]([OH])C(F)(F)F
KLEK_119,9,1,1,2,1,[!#1][CH]([OH])c1[cH][cH][cH][cH][cH]1
KLEK_120,0,0,0,0,0,[!#1][CH](C(=O)[CH3])C(=O)[CH3]
KLEK_121,0,0,0,0,0,[!#1][CH](C(=O)O[CH2][CH3])C(=O)O[CH2][CH3]
KLEK_122,0,0,0,0,0,[!#1][CH](C(=O)O[CH3])C(=O)O[CH3]
KLEK_123,0,0,0,0,0,[!#1][CH](F)C(F)(F)F
KLEK_124,0,0,0,0,0,[!#1][CH](F)OC(F)(F)F
KLEK_125,0,0,0,0,0,[!#1][CH](OC(=O)[CH3])OC(=O)[CH3]
KLEK_126,64,52,4,292,31,[!#1][CH]=[CH][!#1]
KLEK_127,0,0,0,0,0,[!#1][CH]=[CH][CH]([!#1])C([CH3])([CH3])[CH3]
KLEK_128,0,0,0,0,0,[!#1][CH]=[CH][CH]=C1SC(=S)N([!#1])C1=O
KLEK_129,0,0,0,0,0,[!#1][CH]=[CH][CH]=N[!#1]
KLEK_130,0,0,0,0,0,[!#1][CH]=[CH][CH]=N[NH]C(=O)[!#1]
KLEK_131,0,0,0,0,0,[!#1][CH]=[CH]C(=N[NH]C(=O)[!#1])[!#1]
KLEK_132,0,0,0,0,0,[!#1][CH]=[CH]C(=N[NH]C(=O)[!#1])[CH3]
KLEK_133,30,35,2,118,21,[!#1][CH]=[CH]C(=O)[!#1]
KLEK_134,0,0,0,0,0,[!#1][CH]=[CH]C(=O)[NH][NH]C(=O)[!#1]
KLEK_135,0,0,0,0,0,[!#1][CH]=[CH]C(=O)[NH]C(=S)[!#1]
KLEK_136,18,29,1,11,17,[!#1][CH]=[CH]C(=O)[OH]
KLEK_137,0,0,0,0,0,[!#1][CH]=[CH]N([!#1])[CH3]
KLEK_138,120,19,24,111,16,[!#1][CH]=[CH2]
KLEK_139,1,1,0,0,0,[!#1][CH]=C([NH]C(=O)[!#1])C(=O)[!#1]
KLEK_140,0,0,0,0,0,[!#1][CH]=C([NH]C(=O)[!#1])C(=O)[NH][CH2][CH2][CH2]N([CH3])[CH3]
KLEK_141,0,0,0,15,0,[!#1][CH]=C(C#N)C#N
KLEK_142,0,0,0,0,0,[!#1][CH]=C(C#N)C(=O)[NH2]
KLEK_143,0,0,0,0,0,[!#1][CH]=C(C#N)C(=O)O[CH2][CH3]
KLEK_144,0,0,0,0,0,[!#1][CH]=C(Cl)Cl
KLEK_145,0,0,0,0,0,[!#1][CH]=C1[CH2]N([!#1])[CH2]C(=[CH][!#1])C1=O
KLEK_146,0,0,0,0,0,[!#1][CH]=c1[nH]c(=O)c(=[CH][!#1])[nH]c1=O
KLEK_147,0,0,0,0,0,[!#1][CH]=C1C(=NN(C1=O)c2[cH][cH]c([!#1])[cH][cH]2)[!#1]
KLEK_148,0,0,0,0,0,[!#1][CH]=C1C(=O)[NH]C(=O)[NH]C1=O
KLEK_149,0,0,0,0,0,[!#1][CH]=C1C(=O)[NH]C(=O)N([!#1])C1=O
KLEK_150,0,0,0,0,0,[!#1][CH]=C1C(=O)[NH]C(=O)N(C1=O)c2[cH][cH][cH]c3[cH][cH][cH][cH]c23
KLEK_151,0,0,0,0,0,[!#1][CH]=C1C(=O)c2[cH][cH][cH][cH]c2C1=O
KLEK_152,0,0,0,0,0,[!#1][CH]=C1C(=O)N(N=C1c2[cH][cH][cH][cH][cH]2)c3[cH][cH]c([!#1])[cH][cH]3
KLEK_153,0,0,0,0,0,[!#1][CH]=C1C(=O)OC([!#1])([CH3])OC1=O
KLEK_154,0,0,0,0,0,[!#1][CH]=C1N=C(OC1=O)c2[cH][cH][cH][cH][cH]2
KLEK_155,0,0,0,0,0,[!#1][CH]=C1OC(=O)c2c1[cH]c([!#1])[nH]c2=O
KLEK_156,0,0,0,0,0,[!#1][CH]=C1SC(=N[!#1])[NH]C1=O
KLEK_157,0,0,0,0,0,[!#1][CH]=C1SC(=O)N([!#1])C1=O
KLEK_158,0,0,0,0,0,[!#1][CH]=C1SC(=S)[NH]C1=O
KLEK_159,0,0,0,0,0,[!#1][CH]=C1SC(=S)N([!#1])C1=O
KLEK_160,0,0,0,0,0,[!#1][CH]=C1SC(=S)N(C1=O)c2[cH][cH]c([!#1])[cH][cH]2
KLEK_161,15,21,0,64,1,[!#1][CH]=N[!#1]
KLEK_162,0,0,0,0,0,[!#1][CH]=N[CH]([!#1])[CH3]
KLEK_163,0,0,0,0,0,[!#1][CH]=N[CH2][CH2][CH2][CH2][CH2][CH2]N=[CH][!#1]
KLEK_164,0,0,0,0,0,[!#1][CH]=N[CH2][CH2][NH]C(=O)[!#1]
KLEK_165,0,0,0,0,0,[!#1][CH]=N[CH2][CH2]N=[CH][!#1]
KLEK_166,0,0,0,0,0,[!#1][CH]=N[NH]C(=[NH])[NH][N+](=O)[O-]
KLEK_167,2,0,0,0,0,[!#1][CH]=N[NH]C(=[NH])[NH2]
KLEK_168,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[!#1]
KLEK_169,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH]([!#1])[CH3]
KLEK_170,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH]([!#1])[NH]C(=O)[!#1]
KLEK_171,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH]([!#1])[OH]
KLEK_172,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH2][CH2][CH]([CH3])[OH]
KLEK_173,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH2][CH2][CH2][CH2][CH2][CH2][CH3]
KLEK_174,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH2][CH2][CH2][CH2][CH3]
KLEK_175,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH2][NH]C(=O)[!#1]
KLEK_176,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH2][OH]
KLEK_177,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH2]C(=O)[NH]N=[CH][!#1]
KLEK_178,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[NH2]
KLEK_179,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)C(=O)[NH]N=[CH][!#1]
KLEK_180,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)O[CH2][CH3]
KLEK_181,0,0,0,0,0,[!#1][CH]=N[NH]C(=S)[NH2]
KLEK_182,0,0,0,0,0,[!#1][CH]=N[NH]C(=S)S[CH3]
KLEK_183,0,0,0,0,0,[!#1][CH]=N[NH]S(=O)(=O)[!#1]
KLEK_184,0,0,0,35,0,[!#1][CH]=N[OH]
KLEK_185,0,0,0,0,0,[!#1][CH]=NC(=N[NH]C(=O)[!#1])[!#1]
KLEK_186,0,0,0,0,0,[!#1][CH]=NN([!#1])[CH3]
KLEK_187,0,0,0,0,0,[!#1][CH]=NN=[CH][!#1]
KLEK_188,0,0,0,2,0,[!#1][CH]=NOC(=O)[!#1]
KLEK_189,1,3,15,66,36,[!#1][CH]=O
KLEK_190,1,0,0,1,1,[!#1][CH]1[CH]([!#1])[CH]2[CH2][CH]1[CH]=[CH]2
KLEK_191,0,0,0,0,0,[!#1][CH]1[CH]([!#1])[CH]2c3[cH][cH][cH][cH]c3[CH]1c4[cH][cH][cH][cH]c24
KLEK_192,0,0,0,0,0,[!#1][CH]1[CH]([CH]2[CH2][CH]1[CH]=[CH]2)C(=O)[OH]
KLEK_193,0,0,0,0,0,[!#1][CH]1[CH]([CH]2c3[cH][cH][cH][cH]c3[CH]1c4[cH][cH][cH][cH]c24)C(=O)[OH]
KLEK_194,0,0,0,0,0,[!#1][CH]1[CH]([OH])O[CH]([CH2][OH])[CH]([OH])[CH]1[OH]
KLEK_195,2,0,0,0,0,[!#1][CH]1[CH]2[CH2][CH]3[CH2][CH]([CH2]2)[CH2][CH]1[CH2]3
KLEK_196,0,0,0,0,0,[!#1][CH]1[CH]2[CH2][CH2][CH2][CH2][CH]12
KLEK_197,0,0,0,0,0,[!#1][CH]1[CH]2S[CH2]C1([!#1])[CH2][CH2][CH]2[!#1]
KLEK_198,0,0,0,0,0,[!#1][CH]1[CH2][CH]([CH3])[CH2][CH2][CH]1[CH]([CH3])[CH3]
KLEK_199,0,2,0,0,0,[!#1][CH]1[CH2][CH]=[CH][CH2][CH]1[!#1]
KLEK_200,0,0,0,0,0,[!#1][CH]1[CH2][CH]=[CH][CH2][CH]1C(=O)[OH]
KLEK_201,13,3,2,185,2,[!#1][CH]1[CH2][CH]1[!#1]
KLEK_202,0,0,0,8,0,[!#1][CH]1[CH2][CH]1c2[cH][cH][cH][cH][cH]2
KLEK_203,22,14,0,25,2,[!#1][CH]1[CH2][CH]2[CH2][CH2][CH]([CH2]1)N2[!#1]
KLEK_204,1,0,0,2,1,[!#1][CH]1[CH2][CH]2[CH2][CH2][CH]([CH2]1)N2[CH3]
KLEK_205,8,1,0,0,0,[!#1][CH]1[CH2][CH]2[CH2][CH2][CH]1[CH2]2
KLEK_206,0,0,0,0,0,[!#1][CH]1[CH2][CH]2[CH2][CH2]N1[CH2][CH]2[CH]=[CH2]
KLEK_207,0,0,0,1,0,[!#1][CH]1[CH2][CH2][CH]([!#1])[CH]([!#1])[CH2]1
KLEK_208,115,8,0,843,9,[!#1][CH]1[CH2][CH2][CH]([!#1])[CH2][CH2]1
KLEK_209,0,0,0,1,0,[!#1][CH]1[CH2][CH2][CH]([CH2][CH2]1)C([CH3])([CH3])[CH3]
KLEK_210,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH]2[CH2][CH2][CH2][NH][CH]2[CH2]1
KLEK_211,1,0,0,4,1,[!#1][CH]1[CH2][CH2][CH2][CH]([!#1])N1[!#1]
KLEK_212,16,19,3,9,6,[!#1][CH]1[CH2][CH2][CH2][CH2][CH]1[!#1]
KLEK_213,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2][CH2][CH2][CH2][CH2]1
KLEK_214,62,11,9,56,13,[!#1][CH]1[CH2][CH2][CH2][CH2][CH2]1
KLEK_215,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2][CH2][NH]C1=O
KLEK_216,24,12,8,14,16,[!#1][CH]1[CH2][CH2][CH2][CH2]1
KLEK_217,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2][CH2]C1=O
KLEK_218,10,18,0,29,2,[!#1][CH]1[CH2][CH2][CH2][CH2]N1[!#1]
KLEK_219,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2]C1=N[NH]C(=S)[NH2]
KLEK_220,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2]c2c1[nH]c3[cH][cH]c([!#1])[cH]c23
KLEK_221,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2]c2c1[nH]c3[cH][cH]c([cH]c23)c4[cH][cH][cH][cH][cH]4
KLEK_222,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2]c2c1[nH]c3[cH][cH]c([CH3])[cH]c23
KLEK_223,87,33,0,105,23,[!#1][CH]1[CH2][CH2][CH2]N([!#1])[CH2]1
KLEK_224,97,114,4,150,67,[!#1][CH]1[CH2][CH2][CH2]N1[!#1]
KLEK_225,1,0,0,18,3,[!#1][CH]1[CH2][CH2][CH2]O1
KLEK_226,53,7,1,11,12,[!#1][CH]1[CH2][CH2][NH][CH2][CH2]1
KLEK_227,0,0,0,0,0,[!#1][CH]1[CH2][CH2][NH]C(=O)[NH]1
KLEK_228,96,18,0,63,81,[!#1][CH]1[CH2][CH2]1
KLEK_229,0,0,0,0,0,[!#1][CH]1[CH2][CH2]C([!#1])(C(=O)[OH])C1([!#1])[CH3]
KLEK_230,0,0,0,0,0,[!#1][CH]1[CH2][CH2]C([CH3])(C(=O)[OH])C1([CH3])[CH3]
KLEK_231,0,0,0,0,0,[!#1][CH]1[CH2][CH2]c2c([!#1])c([!#1])sc2C1=O
KLEK_232,599,396,125,1048,299,[!#1][CH]1[CH2][CH2]N([!#1])[CH2][CH2]1
KLEK_233,0,0,0,1,0,[!#1][CH]1[CH2][CH2]OC1=O
KLEK_234,0,0,0,2,0,[!#1][CH]1[CH2][CH2]S(=O)(=O)[CH2]1
KLEK_235,0,0,0,0,0,[!#1][CH]1[CH2][NH]c2[cH][cH][cH][cH]c12
KLEK_236,0,0,0,0,0,[!#1][CH]1[CH2]C([!#1])([CH]([!#1])[CH2]N1[!#1])c2[cH][cH][cH][cH][cH]2
KLEK_237,0,0,0,0,0,[!#1][CH]1[CH2]C([!#1])([CH3])[NH]C([!#1])([CH3])[CH2]1
KLEK_238,0,0,0,0,0,[!#1][CH]1[CH2]C([CH3])([CH3])[NH]C([CH3])([CH3])[CH2]1
KLEK_239,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH][cH][cH]2
KLEK_240,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH]c([!#1])[cH]2
KLEK_241,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH]c(Cl)[cH]2
KLEK_242,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH]c3[cH][cH][cH][cH]c23
KLEK_243,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c([!#1])[cH][cH]2
KLEK_244,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c(Br)[cH][cH]2
KLEK_245,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c(Cl)[cH][cH]2
KLEK_246,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c(O[CH3])[cH][cH]2
KLEK_247,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(N([CH3])[CH3])C1=O
KLEK_248,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)O[CH]1c2[cH][cH][cH][cH][cH]2
KLEK_249,0,0,0,3,0,[!#1][CH]1[CH2]C1([!#1])[CH3]
KLEK_250,0,0,0,0,0,[!#1][CH]1[CH2]C1([CH3])[CH3]
KLEK_251,0,0,0,0,0,[!#1][CH]1[CH2]C1(c2[cH][cH][cH][cH][cH]2)c3[cH][cH][cH][cH][cH]3
KLEK_252,0,0,0,0,0,[!#1][CH]1[CH2]C1(c2[cH][cH]c([!#1])[cH][cH]2)c3[cH][cH]c([!#1])[cH][cH]3
KLEK_253,0,0,0,0,0,[!#1][CH]1[CH2]C1(c2[cH][cH]c([CH3])[cH][cH]2)c3[cH][cH]c([CH3])[cH][cH]3
KLEK_254,0,0,0,0,0,[!#1][CH]1[CH2]C2([!#1])[CH2]C([!#1])([CH2][CH]([!#1])C2=O)C1=O
KLEK_255,0,1,0,1,0,[!#1][CH]1[CH2]c2[cH][cH][cH]c3[cH][cH][cH]c1c23
