,idx,smiles,largest_ring,num_rings,qed,no_unwanted_frags,mol_wt,num_HBA,num_HBD,logP,num_rotatable_bonds,tpsa,bridgehead_atoms,spiro_atoms,score,max_train_similarity
10,6763,C=CCCC(CC(=O)NC1=CC=CC=C1)F,6,1,0.7334148160060041,True,221.121592352,1,1,3.319500000000001,6,29.1,0,0,-7.34039,0.5
11,7450,ON1CCCC1NC=CC=CCC=CC=C(CF)CF,5,1,0.6715146249186985,True,284.170019764,3,2,3.2687000000000026,8,35.5,0,0,-7.65345,0.31
12,6278,CC1=CC=CC(C)=C1C(O)S(=O)(=O)C2=CC=CC=C2C=C(F)F,6,2,0.916427561336529,True,338.078821812,3,1,4.005640000000003,4,54.37,0,0,-8.19883,0.37
13,8506,CCC(CC1=NC=CN=C1Br)=CC(C)(F)CF,6,1,0.7729972433008755,True,304.03866702,2,0,3.815700000000003,5,25.78,0,0,-6.37769,0.28
14,3280,O=C(C)CC1=CN=C(Cl)C=N1,6,1,0.6713675997405252,True,170.024690524,3,0,1.2615,2,42.85,0,0,-5.78584,0.42
15,8748,CNC=CC=CC1=CC=CC=C1,6,1,0.6677990475783471,True,159.104799416,1,1,2.4329,3,12.03,0,0,-6.52587,0.5
16,6418,COC=CC=C(NC(C)=CC1=O)C1,6,1,0.6526416797483942,True,179.094628656,3,1,1.4966,2,38.33,0,0,-6.54102,0.3
17,6763,C=CCOC(C)C(=O)NC1=CC=CC=C1OC2=C(F)C=CC=C2Cl,6,2,0.7301863365533107,True,349.088099304,3,1,4.801000000000003,7,47.56,0,0,-7.2942,0.63
18,6353,C=CC=CC=C(S(=O)(C)N1CCN(C2=NCCCC2)CC1)C=C,6,2,0.6190592211462418,True,335.203133548,3,1,2.5600000000000005,5,35.910000000000004,0,0,-8.11978,0.29
19,9797,OPCCCC1CC=CC2=C1OC3=CC=CC=C3C2=O,6,3,0.6896865849663211,True,288.091531034,3,1,3.659500000000003,4,50.440000000000005,0,0,-9.12956,0.4
20,7078,COC=CC=C(NC(C)C1=NNC2=CC(C)=CC=C21)C=C,6,2,0.626767342778767,True,283.168462292,3,2,3.751920000000002,6,49.94,0,0,-8.52912,0.43
21,2728,C=CN(CCNC)C1=CC=CC=C1C2=CC=CC=C2C,6,2,0.8544962862348888,True,266.178298704,2,1,3.8313200000000034,6,15.27,0,0,-6.13505,0.38
22,2772,CC(CC)CCCC1CCCC2C1OCOO2,6,2,0.6883111864732819,True,242.188194692,3,0,3.676000000000003,5,27.69,0,0,-7.16728,0.38
23,9377,CNCC1CCC2C1CC3=CC=CN=C3N2CC4=CC=NN=N4,6,4,0.9216566323323172,True,310.19059470400003,6,1,1.4434999999999996,4,66.83000000000001,0,0,-7.81598,0.35
24,9799,CC(=O)CC1C(C)OC2=C(F)C(F)=CC(O)=C2O1,6,2,0.8829054431378676,True,258.070365304,4,1,2.177800000000001,2,55.760000000000005,0,0,-7.49389,0.35
25,517,O=C(C)CCS1=CCCC(C)=N1,6,1,0.6197569720907274,True,185.0874351,2,0,2.2063,3,29.43,0,0,-5.96767,0.33
26,2763,O=C(CC1C=CC=C1CN)C(CF)(F)F,5,1,0.7630955550436908,True,219.087098664,2,1,1.6215000000000002,5,43.09,0,0,-7.15013,0.3
27,8687,CCCOC=CC1=CC=CC=C1C(=O)NC2C=CC=CC2=C,6,2,0.6389569858424798,True,295.15722891200005,2,1,3.8645000000000014,6,38.33,0,0,-7.76067,0.4
28,9581,CCCNC1CCC2=CC=CC=C21,6,2,0.7444106621617012,True,175.136099544,1,1,2.6735000000000007,3,12.03,0,0,-7.28363,0.57
29,9477,C1C=NOC1(C=C)CC(CCF)F,5,1,0.6083942457022975,True,189.096520476,2,0,2.405100000000001,5,21.59,0,0,-6.18099,0.27
30,622,O=C(C=CC1=CC=CC=C1)CC2=CC=CO2,6,2,0.7287846817562664,True,212.083729624,2,0,3.1046000000000014,4,30.21,0,0,-8.25926,0.62
31,7252,C=CC=C(C1=C[NH1]C2=CC=CC3=C21)C3=CC,6,3,0.7224950309227657,True,207.104799416,0,1,4.154200000000002,1,15.79,0,0,-6.79286,0.35
32,2736,C1CC=CC=C1S(=O)(=O)C2=CC=CC=C2SC3=CC=CC=C3,6,3,0.8047051466197306,True,328.059171752,3,0,4.845400000000004,4,34.14,0,0,-8.26833,0.36
33,1850,CCCC(C)C=C(N)N(C)C1=CC=CC(C(F)(F)F)=N1,6,1,0.8959470785621312,True,287.1609323,3,1,3.7729000000000017,5,42.15,0,0,-8.02376,0.41
34,1345,CCC1C=CC=C1CNC(C)CC2NC=C3CC=CC=C32,6,3,0.7773035693019691,True,282.209598832,2,2,3.6190000000000015,6,24.06,0,0,-8.63368,0.26
35,8966,C=CCOC1CCC2=CC(S(=O)(=O)NCC3=CC=CC=C3)=CC=C2O1,6,3,0.7720311727398363,True,359.119129152,4,1,3.018800000000001,7,64.63000000000001,0,0,-9.65462,0.49
36,2549,CC(F)CCNCCCC1C=C2CCCCC2=N1,6,2,0.689728787797216,True,252.20017702,2,1,3.427900000000002,7,24.39,0,0,-8.13241,0.3
37,3991,CNC(N)C1C=CC2=CC=CC=C21,6,2,0.6631758856896541,True,174.115698448,2,2,1.3011999999999997,2,38.05,0,0,-7.98422,0.38
38,9701,CCCCC1CCCCC1S(=O)(=O)C=O,6,1,0.6835750971776177,True,232.1133155,3,0,2.3404000000000007,5,51.21,0,0,-7.31945,0.42
39,333,CCC=C1C=C(NC(=O)CCCNC2=CN=NC(C)=N2)C=N1,6,2,0.7484258618054277,True,300.16985926,6,2,1.75052,7,92.16,0,0,-8.24072,0.36
40,1082,O=CCOC1=CC=C(C=C)N=C1CCC=O,6,1,0.6508794458889485,True,219.089543276,4,0,1.4338,7,56.26,0,0,-6.32999,0.35
41,5700,COCCCCNC1=CC=CC#C1,6,1,0.6719677460082863,True,177.1153641,2,1,2.12548,6,21.26,0,0,-6.28447,0.43
42,8000,N#CC1=C(F)C=CC=C1CC=C(F)CC(CCCF)F,6,1,0.6730650848350742,True,285.11406236,1,0,4.571180000000003,7,23.79,0,0,-7.39797,0.39
43,2985,O=C(C1CCCC1)N2N=CC=C2N3CCC#C3,5,3,0.726713271985204,True,229.1215121,4,0,1.8845,2,38.13,0,0,-7.47056,0.38
44,9711,N1C(C)(C)C=CSC1C(C=O)CBr,6,1,0.6252633188981991,True,262.997947168,3,1,2.1512,3,29.1,0,0,-5.69891,0.25
45,840,CCCNC(=O)CCCCCCC1=CC=CC=C1,6,1,0.6622295859652558,True,247.19361442,1,1,3.705800000000002,9,29.1,0,0,-7.6517,0.76
46,5132,C=1C=CC=NC=1S(=O)(=O)C=CCCCBr,6,1,0.6181953696103367,True,288.977211724,3,0,2.544100000000001,5,47.03,0,0,-6.95442,0.41
47,7871,CCCCCCC(C)CC1CC=C2C(=C1)OCO2,6,2,0.6055870474350077,True,250.193280072,2,0,4.775000000000005,7,18.46,0,0,-7.59684,0.35
48,6082,CC=C1OC2=CC=CC=C2[NH1]1,6,2,0.6077943634438483,True,147.068413908,2,1,2.3522,0,21.26,0,0,-6.6365,0.47
49,2702,O=C(CNC(=O)NC1=CC=CN=C1)NC=CC=CC=C,6,1,0.6873742699477644,True,272.127325752,3,3,1.5752000000000002,6,83.12,0,0,-8.04218,0.51
50,9997,C=C(O)COC1=CC=CC=C1C(C)CCF,6,1,0.7479550665226185,True,224.121258004,2,1,3.6002000000000027,6,29.46,0,0,-6.53967,0.46
51,8983,COC(=O)NC(=O)CCCC1=CCN(C)C=C1C#C,6,1,0.7785998419646032,True,262.131742436,4,1,1.4282,4,58.64,0,0,-7.32568,0.34
52,6648,O=S1(CC=NC2=CC=NN21)CC(C)CCCC(F)CCF,6,2,0.7490459414953063,True,319.152989796,4,1,2.882900000000001,8,47.25,0,0,-7.43332,0.3
53,5973,CCSCCN(C)C1C=NC=N1,5,1,0.6001421030916999,True,185.09866848,4,0,1.1101,5,27.96,0,0,-5.04754,0.33
54,9016,OC(C1=CC=CC=C1)C=CNCBr,6,1,0.6260830557338026,True,241.010226104,2,2,2.1757,4,32.26,0,0,-7.13073,0.41
55,7537,C=CCCC1(C)C=C(CC1)OCCO,5,1,0.6616883248023964,True,196.14632988,2,1,2.645500000000001,6,29.46,0,0,-6.76974,0.35
56,497,O=C1CC=CC=C1SCC2=C[NH1]C3=CC=CC=C3[NH1]2,6,3,0.8815733387782884,True,270.082684068,4,2,3.5115000000000007,3,41.13,0,0,-8.90695,0.32
57,4263,CC1OCCC1CC=NOCC2=NC3=CC=CC=C3O2,6,3,0.6205270851488031,True,274.131742436,5,0,3.145300000000001,5,56.85,0,0,-8.30326,0.5
58,8253,C1OC=CC=C1C(C)CC2COCCO2,6,2,0.7117187783962176,True,210.125594436,3,0,1.8983,3,27.69,0,0,-6.95463,0.46
59,1445,OCCC1CC2=CC=CC=C2C3=CC=CC=C13,6,3,0.8287873031410724,True,224.120115132,1,1,3.375700000000002,2,20.23,0,0,-7.2719,0.69
60,2926,NCCCNC(=O)ON1C2=CC=CC=C2OC3=CC=CC=C13,6,3,0.8488389256756124,True,299.126991404,5,2,2.9204000000000008,4,76.82,0,0,-7.73894,0.51
61,7136,CCCCC1=CC=CC=C1CCCN2C=NC=C2,6,2,0.7206233744967403,True,242.178298704,2,0,3.858500000000003,7,17.82,0,0,-7.49904,0.62
62,3920,C=CCS(=O)(=O)NC1=CC=C(Cl)C=C1Cl,6,1,0.8514903989817086,True,264.973104888,2,1,2.921100000000001,4,46.17,0,0,-7.33437,0.54
63,1621,CCC=CC=CC=CC=CS(C1=NC2=NC=CC=C2N1)=N,6,2,0.7812345994009254,True,298.125217576,3,2,4.2897700000000025,6,65.42,0,0,-8.72345,0.38
64,2045,NCCCCCC1OC2=CC=CC=C2C3=CC=CC=C31,6,3,0.8193864779601326,True,267.162314292,2,1,4.306200000000004,5,35.25,0,0,-7.47506,0.5
65,2126,CCCC1CCCNC1C(=O)CCC2=CC=CC(C2)OCO,6,2,0.6770212012619609,True,307.214743788,4,2,2.725300000000001,8,58.56,0,0,-8.43301,0.33
66,5134,O=C(CCCCC1C=CC=C1N)CC2=NN=C(C3=CC=C(F)C(F)=C3)O2,6,3,0.7266417753168843,True,359.144533288,5,1,3.7154000000000016,8,82.01,0,0,-9.43536,0.41
67,1784,C=C(O)C1CC=CC2=CC=CC=C12,6,2,0.6444771598588013,True,172.088815004,1,1,3.2588000000000017,1,20.23,0,0,-8.22513,0.41
68,463,CNCCC1=CC=CC(=C1)CC=CC#N,6,1,0.7385107234020116,True,200.131348512,2,1,2.07078,5,35.82,0,0,-7.16524,0.49
69,3653,O=C(C=CC1=CC=CO1)C(O)CC2=CC=CC=C2,6,2,0.8192813111141588,True,242.094294308,3,1,2.4655000000000005,5,50.44,0,0,-8.49909,0.61
70,5824,CSCOC1CC=CC=C1C=C(C)F,6,1,0.6627987457584387,True,214.08276432,2,0,3.4517000000000024,4,9.23,0,0,-6.52204,0.28
71,2536,C=CCC=C1OC(C2=CC=C(N3CCOCC3)N=C2)N4CCOC5C4C1CCC5,6,5,0.7269931182006352,True,397.236541852,6,0,3.2765000000000013,4,47.06,0,0,-8.38653,0.38
72,6122,OCCC=C(C1=CC=CC=C1)C(C)(F)F,6,1,0.8126095051783523,True,212.101271508,1,1,3.107600000000001,4,20.23,0,0,-6.80045,0.47
73,5350,OC[NH1]C=C(C1CC=C(F)C=C1CCC)CCF,6,1,0.685314028864207,True,257.159120732,2,2,3.369100000000002,7,32.26,0,0,-6.34373,0.28
74,6858,CCCNC(=O)CC(OC1=CC(O)=CC(O)=C1C(F)F)CCF,6,1,0.647981409256974,True,335.13444278,4,3,3.058700000000001,9,78.79,0,0,-7.35806,0.37
75,8659,O=CC=C(C1NC=CN=C1)C2=CC=CC=C2CC=CC3=CC=CC=C3,6,3,0.6421660708362008,True,328.15756326,3,1,4.038600000000003,6,41.46,0,0,-9.16234,0.42
76,8012,CC(O)C=CC(F)C1C=CC(CC2=CC=CC(N)=C2)=N1,6,2,0.6398430830506777,True,274.148141448,3,2,2.4658,5,58.61,0,0,-8.81825,0.36
77,6930,CC1=CS=CC=C1NCC(=O)N2CCN(C3=CC=CC=C3)O2,6,3,0.6569584333192208,True,317.119797848,4,2,1.8404,4,44.81,0,0,-9.44663,0.38
78,1799,CC1CN=C(NC2=NN=C[NH1]2)C=C1F,6,2,0.70519649992717,True,195.09202354,4,2,1.1182,1,65.96000000000001,0,0,-6.7663,0.32
79,564,CSCP(=S)(N)NC1=CC=CC=N1,6,1,0.7797668129626488,True,233.021026014,3,2,2.0822,4,50.94,0,0,-5.9321,0.47
80,8653,CCC(N)C(=C)C1=NC=NC1C=CC=CC=CC=CC,5,1,0.7077018460660465,True,269.189197736,3,1,3.376100000000002,7,50.74,0,0,-7.13445,0.28
81,8906,O=CC1NCCC2=CC=CC=C21,6,2,0.624156174895575,True,161.084063972,2,1,1.0723000000000005,1,29.1,0,0,-7.08649,0.53
82,5002,CNCCC1C(CC=C2C=COC3=CC=C(F)C=C3C)C2=NC1,6,3,0.813185168037312,True,314.17944157600004,3,1,3.653220000000003,6,33.62,0,0,-8.85194,0.36
83,842,C=CC=CC=CC=CC1=CC=C2C=CN=CN21,6,2,0.7217158783463489,True,222.115698448,2,0,3.645900000000003,4,17.3,0,0,-8.03639,0.38
84,2482,CN(CC)CCC(O)(C)C1=CCC(F)C=C1CC=O,6,1,0.7207454327998307,True,269.179107228,3,1,2.2628000000000004,7,40.54,0,0,-6.82505,0.29
85,8482,CCCCC=CC=C1N=CC2=CC=CC=C12,6,2,0.6615548341332314,True,211.136099544,1,0,4.206400000000003,4,12.36,0,0,-8.07755,0.34
86,3405,CCCCC(C)COC(N(C)C(=O)CCCC1=CC=C(Cl)O1)O,5,1,0.6189192896013482,True,345.1706860559999,4,1,3.832900000000004,11,62.91,0,0,-7.71846,0.4
87,2407,CC(CCCC)(O)C1C=C(Cl)C=CC1OCCC(=O)O,6,1,0.7228274205622301,True,302.128486896,3,2,3.0962000000000014,8,66.76,0,0,-6.94903,0.41
88,5123,FC=CC=C(N1CCN(C2CCCC=N2)CC1CC=3C)C=3C=C,6,3,0.7881071306744636,True,315.211076052,3,0,3.8267000000000033,3,18.84,0,0,-7.33945,0.3
89,5346,O=C(O)CC(C)CNC=CC1=CC=NC=N1,6,1,0.7532318091035911,True,221.11642672,4,2,1.1477000000000002,6,75.11,0,0,-6.76285,0.4
90,6797,O=C(CC1=CC=CC=C1C(Br)(F)F)CBr,6,1,0.764070903565905,True,339.890995516,1,0,3.6373000000000015,4,17.07,0,0,-6.54027,0.45
91,5403,CCC12CCCN1C(=O)C3=CC=NC=C32,6,3,0.6968658388475798,True,202.110613068,2,0,1.9365,1,33.2,0,0,-6.67889,0.39
92,1987,C=CC1=CC=CC=C1CCC2=CC=CC3=CN=CC=C23,6,3,0.6635616170579264,True,259.136099544,1,0,4.663000000000004,4,12.89,0,0,-9.5468,0.42
93,4497,O=C1SC2=CC=CC=C2N1,6,2,0.608972746434495,True,151.00918478,2,1,1.5896,0,32.86,0,0,-6.08853,0.59
94,130,NCCNC=CC1=CC=CC2=CC=CC=C21,6,2,0.7634580969410784,True,212.131348512,2,2,2.3588,4,38.05,0,0,-8.74104,0.51
95,127,NC1COC2=CC=CC=C2C1C=CC=CC=CC=CC3=CC=CC#C3,6,3,0.8223049680782656,True,327.162314292,2,1,4.472280000000004,5,35.25,0,0,-10.58612,0.34
96,4708,CCC(CCCO)CC1COOCC1=O,6,1,0.6803084208212685,True,216.13615912,4,1,1.3223,6,55.76,0,0,-6.47359,0.38
97,4277,ClCCCC1NC2=CN=C(NC3=CN=CN=C3)N=C2N=N1,6,3,0.8237477974046981,True,304.09517009600006,8,2,2.8645000000000005,5,100.34,0,0,-8.00852,0.29
98,9951,O=C(O)C1=CC=CC=C1C=NOC(C)CF,6,1,0.616215484023603,True,225.080121464,3,1,2.0933,5,58.89,0,0,-7.71989,0.6
99,6797,O=C(CC1=CC=CC=C1C(Br)(F)C)CCF,6,1,0.7560433961879816,True,290.011783576,1,0,3.6949000000000014,5,17.07,0,0,-6.37764,0.39
100,2167,COC1OC=CC2=C1CC3=CC=CC=C3O2,6,3,0.7210188983376769,True,216.078644244,3,0,2.3920000000000003,1,27.69,0,0,-7.87371,0.47
101,9701,CCCCC1=CC=CCC1S(=O)(=O)C=O,6,1,0.6764988322530587,True,228.082015372,3,0,2.0365,5,51.21,0,0,-6.5478,0.33
102,8269,C1NCCOC1CCC(C)CCCC(F)(F)F,6,1,0.7849432277168323,True,253.165348984,2,1,3.1237000000000013,6,21.26,0,0,-7.7869,0.35
103,3802,N#CCC1=CC=CC=C1C2=CC=CC=C2,6,2,0.7164899710161542,True,193.089149352,1,0,3.4196800000000023,2,23.79,0,0,-7.36595,0.48
104,4616,CCCN=C1N(C2=CC=CC(Cl)=C2)N=NN1C,6,2,0.8314762643331444,True,251.093773128,5,0,1.5699,3,48.0,0,0,-7.29754,0.52
105,4006,N1CCCC1C2CC=CC=C2CCC=O,6,2,0.7129653247891754,True,205.146664228,2,1,2.22,4,29.1,0,0,-7.05391,0.29
106,900,O=C(O)CCC1NC=NC1C2CC([NH1])C3=CC=CC=C32,6,3,0.8748791254957172,True,272.139901816,3,2,1.7313999999999996,4,85.49,0,0,-7.77866,0.39
107,922,CC(C)(C)NS(=O)(=O)C1=CC2=CC=CC(Br)=C2O1,6,2,0.9181408360776538,True,330.98777640799995,3,1,3.272100000000002,2,59.31,0,0,-7.11978,0.53
108,3232,O=CC1=CN=CC=C1CCC2=NC=CC=C2,6,2,0.7285342803855372,True,212.094963004,3,0,2.0743,4,42.85,0,0,-7.9872,0.45
109,6390,C=CNCC(=O)N(C=CC1=CCCC=C1CF)CC=C,6,1,0.6913845521637552,True,276.163791512,2,1,2.863900000000002,8,32.34,0,0,-6.90969,0.32
110,6736,CCOC1=NC=CC=C1S(=O)(=O)C2C=NC3=CC(F)=CC(F)=C32,6,3,0.8593024451357678,True,338.053669684,5,0,2.9894000000000016,4,68.62,0,0,-7.69965,0.42
111,9693,OC(C)N1C=NC2=CC=CC=C21,6,2,0.6903871981627766,True,162.07931294,3,1,1.5471,1,38.05,0,0,-6.74132,0.66
112,323,O1NC=CC(C1C)=CC(C)CF,6,1,0.6853224571985044,True,171.105942288,2,1,1.9554,2,21.26,0,0,-6.81366,0.3
113,7036,CCC(CC1CC)CCC1CC2OOCO2,6,2,0.6892851306164419,True,228.172544628,3,0,3.4910000000000023,4,27.69,0,0,-6.67351,0.33
114,2675,CC(C)=CC1=CC=CC2=CC=CC=C12,6,2,0.6177016936148941,True,182.109550448,0,0,4.263000000000003,1,0.0,0,0,-8.97914,0.58
115,6417,O=C(C)CC(C=O)C=CC1=CCCC=C1C2=CC=CC=C2,6,2,0.7338195159793958,True,280.14632988,2,0,4.140600000000004,6,34.14,0,0,-7.79304,0.36
116,97,O=C(O)C1=CC=CC=C1Br,6,1,0.755096003854966,True,199.9472915,1,1,2.1473000000000004,1,37.3,0,0,-6.73159,1.0
117,7193,COC1=CC=CC=C1C2=NC(=O)C3=CC=CC=C3O2,6,3,0.7042918726916664,True,253.073893212,4,0,2.8636000000000017,2,52.33,0,0,-9.68029,0.63
118,9893,OCC12CCCC1CCC3=CC=CC=C32,6,3,0.741987671719425,True,202.135765196,1,1,2.663000000000001,1,20.23,0,0,-7.35212,0.51
119,918,NC1C=NC=C1C2=CC=NC=C2C3C[NH1]C4=CC=CC=C34,6,4,0.8849439870648088,True,276.137496512,4,2,2.3916000000000004,2,63.3,0,0,-7.16394,0.33
120,1474,ClC1=CC=CC=C1C2CCNCC2=N,6,2,0.7309021825718515,True,208.076726096,2,2,2.4366699999999994,1,35.88,0,0,-7.79798,0.46
121,9975,O=CCOC1=CC2=CC(OCl)=CC=C2O1,6,2,0.7520581661617107,True,226.003286384,4,0,2.543100000000001,4,48.67,0,0,-7.13538,0.43
122,8409,O=CNC=C(C1CCCC1C)C2=CC=NC=N2,6,2,0.8062616844520132,True,231.137162164,3,1,1.9997,4,54.88,0,0,-6.44733,0.4
123,4449,O=C(CC1CCC)CCC1CCC2C(N)C(=O)N(CC3=CC=C(Cl)C(Cl)=C3)C2=O,6,3,0.6401205441881678,True,438.147698116,4,1,4.371400000000003,7,80.47,0,0,-8.54705,0.45
124,8119,NC(=O)NC=C1C=C(NC(=O)NC2=CC=C(C(F)(F)F)C=C2)CC1,6,2,0.6802877691507843,True,340.11471038,2,4,3.0568000000000017,3,96.25,0,0,-9.89815,0.48
125,4997,CCCN(F)C=CC1=CC=CC2=CC=CC=C12,6,2,0.7019299757334719,True,229.126677732,1,0,4.407000000000003,4,3.24,0,0,-8.103,0.47
126,7803,O=CCNCCCC1=CC=CC2=CC=CC=C12,6,2,0.6067355878747989,True,227.131014164,2,1,2.5609,6,29.1,0,0,-8.31341,0.64
127,9016,CC(C1=CC=CC=C1)C=CNCBr,6,1,0.6288341091463685,True,239.030961548,1,1,3.245800000000002,4,12.03,0,0,-7.21801,0.45
128,5702,C#CC1=NC=NC=C1C(C2C)C=CC=N2,6,2,0.640812123946251,True,197.095297352,3,0,1.5705999999999998,1,38.14,0,0,-6.2603,0.26
129,4200,CC(=O)CCC=CC(=O)NCCC=1C=COC=1C#N,5,1,0.7567130236182186,True,260.116092372,4,1,1.73538,7,83.1,0,0,-7.07668,0.4
130,9509,CCCC1=CC=CC=C1S(=O)(=O)NCCC2=CCC=N2,6,2,0.8396436273339266,True,292.12454888,3,1,2.665900000000001,7,58.53,0,0,-7.58659,0.44
131,3399,CC1CCN(C2=CN=NC=C2)O1,6,2,0.6220452407618149,True,165.090211972,4,0,1.0068,1,38.25,0,0,-6.15477,0.4
132,2778,OCCOC1=CCCC2=C1CCC3=CC=CC=C32,6,3,0.8822983941435579,True,242.130679816,2,1,3.073000000000002,3,29.46,0,0,-8.30717,0.42
133,641,O=C(C1CCOCC1N)CCC(C=NC(C)=C(F)F)CF,6,1,0.7349395814689681,True,306.155512572,4,1,2.484,7,64.68,0,0,-7.39438,0.32
134,4253,C=CC1=NC=CC=C1NCC2C(C)NC(C2=N)C,6,2,0.7602775851165657,True,244.16879664,4,3,2.15267,4,60.8,0,0,-7.76361,0.4
135,1400,O=S(=O)(Cl)OC1=CC=C(C2=CC=CN=C2)C=C1,6,2,0.8039449043804537,True,268.99134179600003,4,0,2.611,3,56.260000000000005,0,0,-8.0725,0.58
136,6355,O=C(C(C1=CC=CC=C1)=CN)CCF,6,1,0.7421253271443842,True,193.090292224,2,1,1.9149,4,43.09,0,0,-7.6116,0.43
137,445,CCCC(=O)C1=CC=CC2=C1C3=CC=C(Cl)C=C3OO2,6,3,0.6076856309784862,True,288.055321956,3,0,4.676000000000004,3,35.53,0,0,-7.79395,0.48
138,497,O=S1CC=CC=C1SCC2=C[NH1]C3=CC=CC=C3[NH1]2,6,3,0.896327065664095,True,290.054755068,4,2,3.2585000000000006,3,41.13,0,0,-8.71165,0.3
139,2425,O=CC1=CC=CC=C1C2=CC=C(C)C=C2C3=NC=CC3,6,3,0.761961059814056,True,261.1153641,2,0,4.181020000000003,3,29.43,0,0,-7.49368,0.57
140,3992,CCNCCCC1CCCC2CC=CC=C21,6,2,0.6955375673533358,True,219.1986998,1,1,3.6787000000000014,5,12.03,0,0,-7.83013,0.37
141,3972,CCC1CC=CC=C1C=CC=CC=CC(NC)CCF,6,1,0.6424082740505336,True,275.204928052,1,1,4.515100000000004,8,12.03,0,0,-7.57271,0.29
142,9666,CNCCCCC12CCCCC1CCC3=CC=CC=C32,6,3,0.7801480598793464,True,271.229999928,1,1,4.450500000000004,5,12.03,0,0,-9.11527,0.57
143,9157,O=C(C1CCCO1)NC(C=CC(CCF)CF)CC,5,1,0.6913847319707068,True,275.169685416,2,1,2.561700000000001,8,38.33,0,0,-6.7292,0.49
144,8498,COC(CN(C)CF)CC1CCCO1,5,1,0.6122369753879663,True,205.1478071,3,0,1.4293,6,21.700000000000003,0,0,-5.45177,0.38
145,7136,CCCCC1=CC=CC=C1NCCNC2=NC=CC2,6,2,0.7349357542208852,True,257.189197736,3,2,3.3466000000000014,7,36.42,0,0,-7.59453,0.4
146,2914,C=CCCOCC(C1)C(=O)NC1C2CC=C(Cl)C=C2Cl,6,2,0.6027194930664845,True,315.079284208,2,1,3.3491000000000017,6,38.33,0,0,-7.4253,0.36
147,416,O=C(C=CC)OCCS(=O)(=O)C1=CC=C(Cl)C=C1,6,1,0.6156715993488118,True,288.022307576,4,0,2.2330000000000005,5,60.440000000000005,0,0,-8.1599,0.57
148,4139,C=CCC1=CC(C(F)(F)F)=CC2=CC=CC=C12,6,2,0.6689605219421596,True,236.081285012,0,0,4.587100000000003,2,0.0,0,0,-7.13608,0.44
149,3405,CCCCC(C)COC(N(C)C(C)C1CCC2=CC=C(Cl)O2)OO1,6,2,0.6006300071140515,True,359.1863361199999,5,0,4.642800000000005,9,44.07000000000001,0,0,-7.52014,0.33
150,215,BrCNCC1=CC=CC=C1C2=CC=CC=C2,6,2,0.6613424266437742,True,275.030961548,1,1,3.795600000000002,4,12.03,0,0,-7.76316,0.5
151,6321,O=C(C)C1=CC=CC=C1C2=CC=CC=C2S(=O)(=O)C3=CC=CC=C3,6,3,0.6640430176351353,True,336.082015372,3,0,4.389000000000003,4,51.21,0,0,-8.58649,0.59
152,9528,O=C(CC(C)CCC=O)N1C=NC=C1,5,1,0.6677353032863107,True,194.105527688,4,0,1.5286,5,51.96,0,0,-6.15477,0.43
153,7969,C#CC(C)(C)C1=NC=NC1C(CF)CF,5,1,0.6371220047190382,True,212.112504888,2,0,2.0525,4,24.72,0,0,-6.16103,0.25
