Unnamed: 0,idx,smiles,largest_ring,num_rings,qed,no_unwanted_frags,mol_wt,num_HBA,num_HBD,logP,num_rotatable_bonds,tpsa,bridgehead_atoms,spiro_atoms,mol,score
13,8506,CCC(CC1=NC=CN=C1Br)=CC(C)(F)CF,6,1,0.7729972433008755,True,304.03866702,2,0,3.815700000000003,5,25.78,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4a60>,-6.37769
14,3280,O=C(C)CC1=CN=C(Cl)C=N1,6,1,0.6713675997405252,True,170.024690524,3,0,1.2615,2,42.85,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4ac0>,-5.78584
15,8748,CNC=CC=CC1=CC=CC=C1,6,1,0.6677990475783471,True,159.104799416,1,1,2.4329,3,12.03,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4b20>,-6.52587
16,6418,COC=CC=C(NC(C)=CC1=O)C1,6,1,0.6526416797483942,True,179.094628656,3,1,1.4966,2,38.33,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4b80>,-6.54102
17,6763,C=CCOC(C)C(=O)NC1=CC=CC=C1OC2=C(F)C=CC=C2Cl,6,2,0.7301863365533107,True,349.088099304,3,1,4.801000000000003,7,47.56,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4be0>,-7.2942
18,6353,C=CC=CC=C(S(=O)(C)N1CCN(C2=NCCCC2)CC1)C=C,6,2,0.6190592211462418,True,335.203133548,3,1,2.5600000000000005,5,35.910000000000004,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4c40>,-8.11978
19,9797,OPCCCC1CC=CC2=C1OC3=CC=CC=C3C2=O,6,3,0.6896865849663211,True,288.091531034,3,1,3.659500000000003,4,50.440000000000005,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4ca0>,-9.12956
20,7078,COC=CC=C(NC(C)C1=NNC2=CC(C)=CC=C21)C=C,6,2,0.626767342778767,True,283.168462292,3,2,3.751920000000002,6,49.94,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4d00>,-8.52912
21,2728,C=CN(CCNC)C1=CC=CC=C1C2=CC=CC=C2C,6,2,0.8544962862348888,True,266.178298704,2,1,3.8313200000000034,6,15.27,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4d60>,-6.13505
22,2772,CC(CC)CCCC1CCCC2C1OCOO2,6,2,0.6883111864732819,True,242.188194692,3,0,3.676000000000003,5,27.69,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4dc0>,-7.16728
23,9377,CNCC1CCC2C1CC3=CC=CN=C3N2CC4=CC=NN=N4,6,4,0.9216566323323172,True,310.19059470400003,6,1,1.4434999999999996,4,66.83000000000001,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4e20>,-7.81598
24,9799,CC(=O)CC1C(C)OC2=C(F)C(F)=CC(O)=C2O1,6,2,0.8829054431378676,True,258.070365304,4,1,2.177800000000001,2,55.760000000000005,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4e80>,-7.49389
25,517,O=C(C)CCS1=CCCC(C)=N1,6,1,0.6197569720907274,True,185.0874351,2,0,2.2063,3,29.43,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4ee0>,-5.96767
26,2763,O=C(CC1C=CC=C1CN)C(CF)(F)F,5,1,0.7630955550436908,True,219.087098664,2,1,1.6215000000000002,5,43.09,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4f40>,-7.15013
27,8687,CCCOC=CC1=CC=CC=C1C(=O)NC2C=CC=CC2=C,6,2,0.6389569858424798,True,295.15722891200005,2,1,3.8645000000000014,6,38.33,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ece4fa0>,-7.76067
28,9581,CCCNC1CCC2=CC=CC=C21,6,2,0.7444106621617012,True,175.136099544,1,1,2.6735000000000007,3,12.03,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb040>,-7.28363
29,9477,C1C=NOC1(C=C)CC(CCF)F,5,1,0.6083942457022975,True,189.096520476,2,0,2.405100000000001,5,21.59,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb0a0>,-6.18099
30,622,O=C(C=CC1=CC=CC=C1)CC2=CC=CO2,6,2,0.7287846817562664,True,212.083729624,2,0,3.1046000000000014,4,30.21,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb100>,-8.25926
31,7252,C=CC=C(C1=C[NH1]C2=CC=CC3=C21)C3=CC,6,3,0.7224950309227657,True,207.104799416,0,1,4.154200000000002,1,15.79,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb160>,-6.79286
32,2736,C1CC=CC=C1S(=O)(=O)C2=CC=CC=C2SC3=CC=CC=C3,6,3,0.8047051466197306,True,328.059171752,3,0,4.845400000000004,4,34.14,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb1c0>,-8.26833
33,1850,CCCC(C)C=C(N)N(C)C1=CC=CC(C(F)(F)F)=N1,6,1,0.8959470785621312,True,287.1609323,3,1,3.7729000000000017,5,42.15,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb220>,-8.02376
34,1345,CCC1C=CC=C1CNC(C)CC2NC=C3CC=CC=C32,6,3,0.7773035693019691,True,282.209598832,2,2,3.6190000000000015,6,24.06,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb280>,-8.63368
35,8966,C=CCOC1CCC2=CC(S(=O)(=O)NCC3=CC=CC=C3)=CC=C2O1,6,3,0.7720311727398363,True,359.119129152,4,1,3.018800000000001,7,64.63000000000001,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb2e0>,-9.65462
36,2549,CC(F)CCNCCCC1C=C2CCCCC2=N1,6,2,0.689728787797216,True,252.20017702,2,1,3.427900000000002,7,24.39,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb340>,-8.13241
37,3991,CNC(N)C1C=CC2=CC=CC=C21,6,2,0.6631758856896541,True,174.115698448,2,2,1.3011999999999997,2,38.05,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb3a0>,-7.98422
38,9701,CCCCC1CCCCC1S(=O)(=O)C=O,6,1,0.6835750971776177,True,232.1133155,3,0,2.3404000000000007,5,51.21,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb400>,-7.31945
39,333,CCC=C1C=C(NC(=O)CCCNC2=CN=NC(C)=N2)C=N1,6,2,0.7484258618054277,True,300.16985926,6,2,1.75052,7,92.16,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb460>,-8.24072
40,1082,O=CCOC1=CC=C(C=C)N=C1CCC=O,6,1,0.6508794458889485,True,219.089543276,4,0,1.4338,7,56.26,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb4c0>,-6.32999
41,5700,COCCCCNC1=CC=CC#C1,6,1,0.6719677460082863,True,177.1153641,2,1,2.12548,6,21.26,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb520>,-6.28447
42,8000,N#CC1=C(F)C=CC=C1CC=C(F)CC(CCCF)F,6,1,0.6730650848350742,True,285.11406236,1,0,4.571180000000003,7,23.79,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb580>,-7.39797
43,2985,O=C(C1CCCC1)N2N=CC=C2N3CCC#C3,5,3,0.726713271985204,True,229.1215121,4,0,1.8845,2,38.13,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb5e0>,-7.47056
44,9711,N1C(C)(C)C=CSC1C(C=O)CBr,6,1,0.6252633188981991,True,262.997947168,3,1,2.1512,3,29.1,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb640>,-5.69891
45,840,CCCNC(=O)CCCCCCC1=CC=CC=C1,6,1,0.6622295859652558,True,247.19361442,1,1,3.705800000000002,9,29.1,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb6a0>,-7.6517
46,5132,C=1C=CC=NC=1S(=O)(=O)C=CCCCBr,6,1,0.6181953696103367,True,288.977211724,3,0,2.544100000000001,5,47.03,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb700>,-6.95442
47,7871,CCCCCCC(C)CC1CC=C2C(=C1)OCO2,6,2,0.6055870474350077,True,250.193280072,2,0,4.775000000000005,7,18.46,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb760>,-7.59684
48,6082,CC=C1OC2=CC=CC=C2[NH1]1,6,2,0.6077943634438483,True,147.068413908,2,1,2.3522,0,21.26,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb7c0>,-6.6365
49,2702,O=C(CNC(=O)NC1=CC=CN=C1)NC=CC=CC=C,6,1,0.6873742699477644,True,272.127325752,3,3,1.5752000000000002,6,83.12,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb820>,-8.04218
50,9997,C=C(O)COC1=CC=CC=C1C(C)CCF,6,1,0.7479550665226185,True,224.121258004,2,1,3.6002000000000027,6,29.46,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb880>,-6.53967
51,8983,COC(=O)NC(=O)CCCC1=CCN(C)C=C1C#C,6,1,0.7785998419646032,True,262.131742436,4,1,1.4282,4,58.64,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb8e0>,-7.32568
52,6648,O=S1(CC=NC2=CC=NN21)CC(C)CCCC(F)CCF,6,2,0.7490459414953063,True,319.152989796,4,1,2.882900000000001,8,47.25,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb940>,-7.43332
53,5973,CCSCCN(C)C1C=NC=N1,5,1,0.6001421030916999,True,185.09866848,4,0,1.1101,5,27.96,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceb9a0>,-5.04754
54,9016,OC(C1=CC=CC=C1)C=CNCBr,6,1,0.6260830557338026,True,241.010226104,2,2,2.1757,4,32.26,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceba00>,-7.13073
55,7537,C=CCCC1(C)C=C(CC1)OCCO,5,1,0.6616883248023964,True,196.14632988,2,1,2.645500000000001,6,29.46,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69eceba60>,-6.76974
56,497,O=C1CC=CC=C1SCC2=C[NH1]C3=CC=CC=C3[NH1]2,6,3,0.8815733387782884,True,270.082684068,4,2,3.5115000000000007,3,41.13,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebac0>,-8.90695
57,4263,CC1OCCC1CC=NOCC2=NC3=CC=CC=C3O2,6,3,0.6205270851488031,True,274.131742436,5,0,3.145300000000001,5,56.85,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebb20>,-8.30326
58,8253,C1OC=CC=C1C(C)CC2COCCO2,6,2,0.7117187783962176,True,210.125594436,3,0,1.8983,3,27.69,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebb80>,-6.95463
59,1445,OCCC1CC2=CC=CC=C2C3=CC=CC=C13,6,3,0.8287873031410724,True,224.120115132,1,1,3.375700000000002,2,20.23,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebbe0>,-7.2719
60,2926,NCCCNC(=O)ON1C2=CC=CC=C2OC3=CC=CC=C13,6,3,0.8488389256756124,True,299.126991404,5,2,2.9204000000000008,4,76.82,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebc40>,-7.73894
61,7136,CCCCC1=CC=CC=C1CCCN2C=NC=C2,6,2,0.7206233744967403,True,242.178298704,2,0,3.858500000000003,7,17.82,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebca0>,-7.49904
62,3920,C=CCS(=O)(=O)NC1=CC=C(Cl)C=C1Cl,6,1,0.8514903989817086,True,264.973104888,2,1,2.921100000000001,4,46.17,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebd00>,-7.33437
63,1621,CCC=CC=CC=CC=CS(C1=NC2=NC=CC=C2N1)=N,6,2,0.7812345994009254,True,298.125217576,3,2,4.2897700000000025,6,65.42,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebd60>,-8.72345
64,2045,NCCCCCC1OC2=CC=CC=C2C3=CC=CC=C31,6,3,0.8193864779601326,True,267.162314292,2,1,4.306200000000004,5,35.25,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebdc0>,-7.47506
65,2126,CCCC1CCCNC1C(=O)CCC2=CC=CC(C2)OCO,6,2,0.6770212012619609,True,307.214743788,4,2,2.725300000000001,8,58.56,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebe20>,-8.43301
66,5134,O=C(CCCCC1C=CC=C1N)CC2=NN=C(C3=CC=C(F)C(F)=C3)O2,6,3,0.7266417753168843,True,359.144533288,5,1,3.7154000000000016,8,82.01,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebe80>,-9.43536
67,1784,C=C(O)C1CC=CC2=CC=CC=C12,6,2,0.6444771598588013,True,172.088815004,1,1,3.2588000000000017,1,20.23,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebee0>,-8.22513
68,463,CNCCC1=CC=CC(=C1)CC=CC#N,6,1,0.7385107234020116,True,200.131348512,2,1,2.07078,5,35.82,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebf40>,-7.16524
69,3653,O=C(C=CC1=CC=CO1)C(O)CC2=CC=CC=C2,6,2,0.8192813111141588,True,242.094294308,3,1,2.4655000000000005,5,50.44,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecebfa0>,-8.49909
70,5824,CSCOC1CC=CC=C1C=C(C)F,6,1,0.6627987457584387,True,214.08276432,2,0,3.4517000000000024,4,9.23,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec040>,-6.52204
71,2536,C=CCC=C1OC(C2=CC=C(N3CCOCC3)N=C2)N4CCOC5C4C1CCC5,6,5,0.7269931182006352,True,397.236541852,6,0,3.2765000000000013,4,47.06,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec0a0>,-8.38653
72,6122,OCCC=C(C1=CC=CC=C1)C(C)(F)F,6,1,0.8126095051783523,True,212.101271508,1,1,3.107600000000001,4,20.23,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec100>,-6.80045
73,5350,OC[NH1]C=C(C1CC=C(F)C=C1CCC)CCF,6,1,0.685314028864207,True,257.159120732,2,2,3.369100000000002,7,32.26,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec160>,-6.34373
74,6858,CCCNC(=O)CC(OC1=CC(O)=CC(O)=C1C(F)F)CCF,6,1,0.647981409256974,True,335.13444278,4,3,3.058700000000001,9,78.79,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec1c0>,-7.35806
75,8659,O=CC=C(C1NC=CN=C1)C2=CC=CC=C2CC=CC3=CC=CC=C3,6,3,0.6421660708362008,True,328.15756326,3,1,4.038600000000003,6,41.46,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec220>,-9.16234
76,8012,CC(O)C=CC(F)C1C=CC(CC2=CC=CC(N)=C2)=N1,6,2,0.6398430830506777,True,274.148141448,3,2,2.4658,5,58.61,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec280>,-8.81825
77,6930,CC1=CS=CC=C1NCC(=O)N2CCN(C3=CC=CC=C3)O2,6,3,0.6569584333192208,True,317.119797848,4,2,1.8404,4,44.81,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec2e0>,-9.44663
78,1799,CC1CN=C(NC2=NN=C[NH1]2)C=C1F,6,2,0.70519649992717,True,195.09202354,4,2,1.1182,1,65.96000000000001,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec340>,-6.7663
79,564,CSCP(=S)(N)NC1=CC=CC=N1,6,1,0.7797668129626488,True,233.021026014,3,2,2.0822,4,50.94,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec3a0>,-5.9321
80,8653,CCC(N)C(=C)C1=NC=NC1C=CC=CC=CC=CC,5,1,0.7077018460660465,True,269.189197736,3,1,3.376100000000002,7,50.74,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec400>,-7.13445
81,8906,O=CC1NCCC2=CC=CC=C21,6,2,0.624156174895575,True,161.084063972,2,1,1.0723000000000005,1,29.1,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec460>,-7.08649
82,5002,CNCCC1C(CC=C2C=COC3=CC=C(F)C=C3C)C2=NC1,6,3,0.813185168037312,True,314.17944157600004,3,1,3.653220000000003,6,33.62,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec4c0>,-8.85194
83,842,C=CC=CC=CC=CC1=CC=C2C=CN=CN21,6,2,0.7217158783463489,True,222.115698448,2,0,3.645900000000003,4,17.3,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec520>,-8.03639
84,2482,CN(CC)CCC(O)(C)C1=CCC(F)C=C1CC=O,6,1,0.7207454327998307,True,269.179107228,3,1,2.2628000000000004,7,40.54,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec580>,-6.82505
85,8482,CCCCC=CC=C1N=CC2=CC=CC=C12,6,2,0.6615548341332314,True,211.136099544,1,0,4.206400000000003,4,12.36,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec5e0>,-8.07755
86,3405,CCCCC(C)COC(N(C)C(=O)CCCC1=CC=C(Cl)O1)O,5,1,0.6189192896013482,True,345.1706860559999,4,1,3.832900000000004,11,62.91,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec640>,-7.71846
87,2407,CC(CCCC)(O)C1C=C(Cl)C=CC1OCCC(=O)O,6,1,0.7228274205622301,True,302.128486896,3,2,3.0962000000000014,8,66.76,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec6a0>,-6.94903
88,5123,FC=CC=C(N1CCN(C2CCCC=N2)CC1CC=3C)C=3C=C,6,3,0.7881071306744636,True,315.211076052,3,0,3.8267000000000033,3,18.84,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec700>,-7.33945
89,5346,O=C(O)CC(C)CNC=CC1=CC=NC=N1,6,1,0.7532318091035911,True,221.11642672,4,2,1.1477000000000002,6,75.11,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec760>,-6.76285
90,6797,O=C(CC1=CC=CC=C1C(Br)(F)F)CBr,6,1,0.764070903565905,True,339.890995516,1,0,3.6373000000000015,4,17.07,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec7c0>,-6.54027
91,5403,CCC12CCCN1C(=O)C3=CC=NC=C32,6,3,0.6968658388475798,True,202.110613068,2,0,1.9365,1,33.2,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec820>,-6.67889
92,1987,C=CC1=CC=CC=C1CCC2=CC=CC3=CN=CC=C23,6,3,0.6635616170579264,True,259.136099544,1,0,4.663000000000004,4,12.89,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec880>,-9.5468
93,4497,O=C1SC2=CC=CC=C2N1,6,2,0.608972746434495,True,151.00918478,2,1,1.5896,0,32.86,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec8e0>,-6.08853
94,130,NCCNC=CC1=CC=CC2=CC=CC=C21,6,2,0.7634580969410784,True,212.131348512,2,2,2.3588,4,38.05,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec940>,-8.74104
95,127,NC1COC2=CC=CC=C2C1C=CC=CC=CC=CC3=CC=CC#C3,6,3,0.8223049680782656,True,327.162314292,2,1,4.472280000000004,5,35.25,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ecec9a0>,-10.58612
96,4708,CCC(CCCO)CC1COOCC1=O,6,1,0.6803084208212685,True,216.13615912,4,1,1.3223,6,55.76,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ececa00>,-6.47359
97,4277,ClCCCC1NC2=CN=C(NC3=CN=CN=C3)N=C2N=N1,6,3,0.8237477974046981,True,304.09517009600006,8,2,2.8645000000000005,5,100.34,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ececa60>,-8.00852
98,9951,O=C(O)C1=CC=CC=C1C=NOC(C)CF,6,1,0.616215484023603,True,225.080121464,3,1,2.0933,5,58.89,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ececac0>,-7.71989
99,6797,O=C(CC1=CC=CC=C1C(Br)(F)C)CCF,6,1,0.7560433961879816,True,290.011783576,1,0,3.6949000000000014,5,17.07,0,0,<rdkit.Chem.rdchem.Mol object at 0x14e69ececb20>,-6.37764
0,2167,COC1OC=CC2=C1CC3=CC=CC=C3O2,6,3,0.7210188983376769,True,216.078644244,3,0,2.3920000000000003,1,27.69,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24c9820>,-7.87371
1,9701,CCCCC1=CC=CCC1S(=O)(=O)C=O,6,1,0.6764988322530587,True,228.082015372,3,0,2.0365,5,51.21,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2340>,-6.5478
2,8269,C1NCCOC1CCC(C)CCCC(F)(F)F,6,1,0.7849432277168323,True,253.165348984,2,1,3.1237000000000013,6,21.26,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2400>,-7.7869
3,3802,N#CCC1=CC=CC=C1C2=CC=CC=C2,6,2,0.7164899710161542,True,193.089149352,1,0,3.4196800000000023,2,23.79,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2460>,-7.36595
4,4616,CCCN=C1N(C2=CC=CC(Cl)=C2)N=NN1C,6,2,0.8314762643331444,True,251.093773128,5,0,1.5699,3,48.0,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d23a0>,-7.29754
5,4006,N1CCCC1C2CC=CC=C2CCC=O,6,2,0.7129653247891754,True,205.146664228,2,1,2.22,4,29.1,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2520>,-7.05391
6,900,O=C(O)CCC1NC=NC1C2CC([NH1])C3=CC=CC=C32,6,3,0.8748791254957172,True,272.139901816,3,2,1.7313999999999996,4,85.49,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d25e0>,-7.77866
7,922,CC(C)(C)NS(=O)(=O)C1=CC2=CC=CC(Br)=C2O1,6,2,0.9181408360776538,True,330.98777640799995,3,1,3.272100000000002,2,59.31,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2640>,-7.11978
8,3232,O=CC1=CN=CC=C1CCC2=NC=CC=C2,6,2,0.7285342803855372,True,212.094963004,3,0,2.0743,4,42.85,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d26a0>,-7.9872
9,6390,C=CNCC(=O)N(C=CC1=CCCC=C1CF)CC=C,6,1,0.6913845521637552,True,276.163791512,2,1,2.863900000000002,8,32.34,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2700>,-6.90969
10,6736,CCOC1=NC=CC=C1S(=O)(=O)C2C=NC3=CC(F)=CC(F)=C32,6,3,0.8593024451357678,True,338.053669684,5,0,2.9894000000000016,4,68.62,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2760>,-7.69965
11,9693,OC(C)N1C=NC2=CC=CC=C21,6,2,0.6903871981627766,True,162.07931294,3,1,1.5471,1,38.05,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d27c0>,-6.74132
12,323,O1NC=CC(C1C)=CC(C)CF,6,1,0.6853224571985044,True,171.105942288,2,1,1.9554,2,21.26,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2820>,-6.81366
13,7036,CCC(CC1CC)CCC1CC2OOCO2,6,2,0.6892851306164419,True,228.172544628,3,0,3.4910000000000023,4,27.69,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2880>,-6.67351
14,2675,CC(C)=CC1=CC=CC2=CC=CC=C12,6,2,0.6177016936148941,True,182.109550448,0,0,4.263000000000003,1,0.0,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d28e0>,-8.97914
15,6417,O=C(C)CC(C=O)C=CC1=CCCC=C1C2=CC=CC=C2,6,2,0.7338195159793958,True,280.14632988,2,0,4.140600000000004,6,34.14,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2940>,-7.79304
16,97,O=C(O)C1=CC=CC=C1Br,6,1,0.755096003854966,True,199.9472915,1,1,2.1473000000000004,1,37.3,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d29a0>,-6.73159
